rank,graph6,n,edges,alpha,theta_hi,delta_hi,theta_bulk,solver_diff,pr_hi,status_hi,chi_comp
936,JCRbdO{|vr?,11,29,3,3.6666666712,0.6666666712,3.6666666859,1.471e-08,5.537e-10,optimal,4
937,JCRbdO{zj|_,11,30,3,3.6666666712,0.6666666712,3.6666666825,1.130e-08,4.407e-10,optimal,4
938,JCRbdO{\cj_,11,26,3,3.6666666712,0.6666666712,3.6666666885,1.727e-08,6.880e-10,optimal,4
939,JCRbdO{ur{_,11,28,3,3.6666666712,0.6666666712,3.6666666909,1.973e-08,8.662e-10,optimal,4
940,JCRbdO{xfj_,11,28,3,3.6666666712,0.6666666712,3.6666666960,2.485e-08,5.363e-10,optimal,4
941,JCRbdO{lJ}_,11,28,3,3.6666666711,0.6666666711,3.6666667070,3.592e-08,8.708e-10,optimal,4
942,JCRbdO{lNY_,11,27,3,3.6666666710,0.6666666710,3.6666666826,1.164e-08,4.399e-10,optimal,4
943,JCRbdO{|v]?,11,29,3,3.6666666710,0.6666666710,3.6666666812,1.028e-08,1.061e-09,optimal,4
944,JCRbdO{|Jx_,11,28,3,3.6666666709,0.6666666709,3.6666666852,1.429e-08,3.689e-10,optimal,4
945,JCRbdPyt`x_,11,27,3,3.6666666709,0.6666666709,3.6666666962,2.523e-08,4.937e-10,optimal,4
946,JCRbdO{ze|?,11,28,3,3.6666666709,0.6666666709,3.6666666791,8.147e-09,4.255e-10,optimal,4
947,JCp`fQ[rei_,11,26,3,3.6666666709,0.6666666709,3.6666667017,3.078e-08,4.747e-10,optimal,4
948,JCRbdO{lny_,11,29,3,3.6666666708,0.6666666708,3.6666666797,8.916e-09,5.118e-10,optimal,4
949,JCRbdO{uv{?,11,28,3,3.6666666708,0.6666666708,3.6666666845,1.376e-08,5.032e-10,optimal,4
950,JCRbdO{xbn?,11,27,3,3.6666666708,0.6666666708,3.6666666810,1.028e-08,5.670e-10,optimal,4
951,JCQbdfgRry?,11,26,3,3.6666666707,0.6666666707,3.6666666790,8.222e-09,3.996e-10,optimal,4
952,JCRbdO{vfm_,11,29,3,3.6666666707,0.6666666707,3.6666666817,1.096e-08,4.254e-10,optimal,4
953,JCRbdO{\av_,11,27,3,3.6666666706,0.6666666706,3.6666666871,1.642e-08,4.849e-10,optimal,4
954,JCRbdO{|bz_,11,29,3,3.6666666706,0.6666666706,3.6666666817,1.113e-08,8.225e-10,optimal,4
955,JCRbdO{\bn_,11,28,3,3.6666666706,0.6666666706,3.6666667040,3.339e-08,4.544e-10,optimal,4
956,JCRbdO{|bt_,11,28,3,3.6666666706,0.6666666706,3.6666666832,1.268e-08,4.783e-10,optimal,4
957,JCRbdO{xL}?,11,27,3,3.6666666704,0.6666666704,3.6666666901,1.967e-08,6.074e-10,optimal,4
958,JCRbdO{|v~_,11,32,3,3.6666666704,0.6666666704,3.6666666784,7.973e-09,4.561e-10,optimal,4
959,JCRbdO{~f]?,11,29,3,3.6666666704,0.6666666704,3.6666667000,2.965e-08,4.856e-10,optimal,4
960,JCRbdO{ve~_,11,30,3,3.6666666704,0.6666666704,3.6666666783,7.881e-09,4.093e-10,optimal,4
961,JCRbdRquPx_,11,27,3,3.6666666703,0.6666666703,3.6666666812,1.089e-08,5.778e-10,optimal,4
962,JCRbdO{|fZ_,11,29,3,3.6666666703,0.6666666703,3.6666666811,1.073e-08,4.817e-10,optimal,4
963,JCRbdO{v`v_,11,28,3,3.6666666703,0.6666666703,3.6666666783,8.027e-09,3.116e-10,optimal,4
964,JCRbdO{\cv?,11,26,3,3.6666666703,0.6666666703,3.6666666859,1.565e-08,3.895e-10,optimal,4
965,JCRbdO{{dV?,11,26,3,3.6666666702,0.6666666702,3.6666666792,8.980e-09,3.673e-10,optimal,4
966,JCRV@qk[rh_,11,26,3,3.6666666701,0.6666666701,3.6666666784,8.274e-09,3.691e-10,optimal,4
967,JCRbdO{\f|_,11,29,3,3.6666666701,0.6666666701,3.6666666820,1.193e-08,4.053e-10,optimal,4
968,JCRbdO{\aZ_,11,26,3,3.6666666701,0.6666666701,3.6666666903,2.022e-08,1.280e-09,optimal,4
969,JCRbdO{lNN_,11,28,3,3.6666666700,0.6666666700,3.6666666813,1.134e-08,4.543e-10,optimal,4
970,JCQbeT[xNw?,11,26,3,3.6666666699,0.6666666699,3.6666666855,1.564e-08,5.767e-10,optimal,4
971,JCRbdO{|u|?,11,29,3,3.6666666699,0.6666666699,3.6666666802,1.038e-08,4.919e-10,optimal,4
972,JCRbdO{vfz_,11,30,3,3.6666666699,0.6666666699,3.6666666800,1.019e-08,2.774e-10,optimal,4
973,JCRbdO{lM}_,11,28,3,3.6666666697,0.6666666697,3.6666666811,1.132e-08,2.579e-10,optimal,4
974,JCRbdO{vf~?,11,30,3,3.6666666697,0.6666666697,3.6666666859,1.624e-08,2.976e-10,optimal,4
975,JCRbdO{ucn?,11,26,3,3.6666666695,0.6666666695,3.6666666827,1.317e-08,4.698e-10,optimal,4
976,JCRbdO{zfy_,11,29,3,3.6666666695,0.6666666695,3.6666666799,1.038e-08,3.174e-10,optimal,4
977,JCRbdO{ze}_,11,29,3,3.6666666694,0.6666666694,3.6666666797,1.026e-08,3.222e-10,optimal,4
978,JCRbdO{z`n_,11,28,3,3.6666666694,0.6666666694,3.6666666979,2.847e-08,3.671e-10,optimal,4
979,JCRbdO{lN\_,11,28,3,3.6666666693,0.6666666693,3.6666666790,9.723e-09,3.684e-10,optimal,4
980,JCRbdO{vfu_,11,29,3,3.6666666693,0.6666666693,3.6666666856,1.625e-08,3.430e-10,optimal,4
981,JCRbdO{vb^_,11,29,3,3.6666666692,0.6666666692,3.6666666828,1.360e-08,3.466e-10,optimal,4
982,JCRbdO{\fv_,11,29,3,3.6666666692,0.6666666692,3.6666667025,3.335e-08,3.604e-10,optimal,4
983,JCRbdO{vbu_,11,28,3,3.6666666692,0.6666666692,3.6666666939,2.476e-08,4.688e-10,optimal,4
984,JCRbdO{|nl_,11,30,3,3.6666666692,0.6666666692,3.6666666838,1.463e-08,5.143e-10,optimal,4
985,JCRbdO{\fn_,11,29,3,3.6666666691,0.6666666691,3.6666666990,2.988e-08,4.495e-10,optimal,4
986,JCRbdRYV`x_,11,27,3,3.6666666691,0.6666666691,3.6666666822,1.306e-08,2.381e-10,optimal,4
987,JCRbdO{vf^_,11,30,3,3.6666666691,0.6666666691,3.6666666812,1.215e-08,2.699e-10,optimal,4
988,JCRbdO{ze|_,11,29,3,3.6666666690,0.6666666690,3.6666667042,3.520e-08,3.339e-10,optimal,4
989,JCRbdO{|`~_,11,29,3,3.6666666688,0.6666666688,3.6666666789,1.006e-08,3.494e-10,optimal,4
990,JCRbdO{\d~_,11,29,3,3.6666666688,0.6666666688,3.6666666801,1.128e-08,3.769e-10,optimal,4
991,JCRbdO{vfN_,11,29,3,3.6666666688,0.6666666688,3.6666666824,1.366e-08,5.020e-10,optimal,4
992,JCRbdO{\e}?,11,27,3,3.6666666687,0.6666666687,3.6666666985,2.982e-08,3.001e-10,optimal,4
993,JCRbdO{lN{_,11,28,3,3.6666666687,0.6666666687,3.6666666944,2.569e-08,3.862e-10,optimal,4
994,JCRbcqhNRY_,11,26,3,3.6666666687,0.6666666687,3.6666666817,1.296e-08,2.134e-10,optimal,4
995,JCRbdO{\fl_,11,28,3,3.6666666687,0.6666666687,3.6666666865,1.778e-08,2.846e-10,optimal,4
996,J?`DD`gDbc?,11,17,4,4.6666666687,0.6666666687,4.6666666832,1.451e-08,1.472e-10,optimal,5
997,J?`FBQcJfz?,11,23,4,4.6666666686,0.6666666686,4.6666666934,2.479e-08,2.297e-10,optimal,5
998,JCRbdO{lNy_,11,28,3,3.6666666682,0.6666666682,3.6666666798,1.153e-08,3.985e-10,optimal,4
999,JCRbdO{vf^?,11,29,3,3.6666666681,0.6666666681,3.6666666790,1.096e-08,1.638e-10,optimal,4
1000,JCRbdO{lLn_,11,28,3,3.6666666679,0.6666666679,3.6666666814,1.346e-08,1.120e-09,optimal,4
