rank,graph6,n,edges,alpha,theta_hi,delta_hi,theta_bulk,solver_diff,pr_hi,status_hi,chi_comp
708,JCRbdO{\f{_,11,28,3,3.6666666790,0.6666666790,3.6666667074,2.835e-08,1.216e-09,optimal,4
709,JCRbdO{|ft_,11,29,3,3.6666666790,0.6666666790,3.6666666933,1.433e-08,1.344e-09,optimal,4
710,JCRbdO{^fk_,11,28,3,3.6666666789,0.6666666789,3.6666666850,6.066e-09,1.448e-09,optimal,4
711,JCRbdO{xb|_,11,28,3,3.6666666789,0.6666666789,3.6666666950,1.616e-08,1.482e-09,optimal,4
712,JCRbdO{{fz_,11,29,3,3.6666666789,0.6666666789,3.6666666832,4.368e-09,1.625e-09,optimal,4
713,JCRbdO{~e~_,11,31,3,3.6666666789,0.6666666789,3.6666666951,1.629e-08,1.013e-09,optimal,4
714,JCRbdO{}eZ_,11,28,3,3.6666666789,0.6666666789,3.6666666838,4.901e-09,1.959e-09,optimal,4
715,JCRbdO{^f~?,11,30,3,3.6666666788,0.6666666788,3.6666667013,2.249e-08,2.478e-09,optimal,4
716,JCRbdO{\br?,11,26,3,3.6666666788,0.6666666788,3.6666666793,4.373e-10,2.196e-09,optimal,4
717,JCRbdO{{eY_,11,26,3,3.6666666788,0.6666666788,3.6666666904,1.157e-08,1.855e-09,optimal,4
718,JCRbdO{^b|_,11,29,3,3.6666666788,0.6666666788,3.6666666789,1.446e-10,1.172e-09,optimal,4
719,JCRbdO{^fN_,11,29,3,3.6666666787,0.6666666787,3.6666666890,1.029e-08,1.381e-09,optimal,4
720,JCQ`fP[rfj?,11,26,3,3.6666666787,0.6666666787,3.6666666783,3.691e-10,9.266e-10,optimal,4
721,JCQQVrezFc_,11,27,3,3.6666666787,0.6666666787,3.6666666881,9.450e-09,1.093e-09,optimal,4
722,JCQubQie]X_,11,26,3,3.6666666786,0.6666666786,3.6666666817,3.060e-09,1.040e-09,optimal,4
723,JCRbdO{|I~_,11,29,3,3.6666666786,0.6666666786,3.6666666790,3.918e-10,1.631e-09,optimal,4
724,JCRbdO{zn~?,11,31,3,3.6666666786,0.6666666786,3.6666666904,1.188e-08,1.554e-09,optimal,4
725,JCRbdO{xcy_,11,26,3,3.6666666786,0.6666666786,3.6666666787,1.120e-10,1.181e-09,optimal,4
726,JCQ`fP[rfN?,11,26,3,3.6666666785,0.6666666785,3.6666666800,1.430e-09,9.777e-10,optimal,4
727,JCRbdO{}vu?,11,29,3,3.6666666785,0.6666666785,3.6666666826,4.073e-09,1.063e-09,optimal,4
728,JCRV@qkUZh_,11,26,3,3.6666666784,0.6666666784,3.6666667017,2.328e-08,1.150e-09,optimal,4
729,JCQeRamNfK_,11,26,3,3.6666666783,0.6666666783,3.6666666805,2.231e-09,9.865e-10,optimal,4
730,JCRbdO{udy?,11,26,3,3.6666666783,0.6666666783,3.6666666817,3.375e-09,1.055e-09,optimal,4
731,JCRbdO{\a|?,11,26,3,3.6666666783,0.6666666783,3.6666666802,1.959e-09,1.361e-09,optimal,4
732,JCRbcqhNU]?,11,26,3,3.6666666783,0.6666666783,3.6666666838,5.582e-09,1.192e-09,optimal,4
733,JCRbdO{vbz_,11,29,3,3.6666666782,0.6666666782,3.6666666827,4.490e-09,1.415e-09,optimal,4
734,JCRbdO{}a}_,11,28,3,3.6666666782,0.6666666782,3.6666666905,1.227e-08,1.697e-09,optimal,4
735,JCRbdO{ln{_,11,29,3,3.6666666781,0.6666666781,3.6666666838,5.699e-09,1.106e-09,optimal,4
736,JCRbdO{ufz_,11,29,3,3.6666666781,0.6666666781,3.6666667074,2.936e-08,1.537e-09,optimal,4
737,JCRbdO{xfn_,11,29,3,3.6666666780,0.6666666780,3.6666666784,3.164e-10,1.198e-09,optimal,4
738,JCOebGmnDr?,11,24,3,3.6666666780,0.6666666780,3.6666666812,3.211e-09,1.081e-09,optimal,4
739,JCRbdO{vb|?,11,28,3,3.6666666780,0.6666666780,3.6666666785,4.924e-10,1.486e-09,optimal,4
740,JCRbdO{~fn_,11,31,3,3.6666666780,0.6666666780,3.6666666921,1.416e-08,9.680e-10,optimal,4
741,JCRbdO{}f}?,11,29,3,3.6666666779,0.6666666779,3.6666666954,1.751e-08,1.077e-09,optimal,4
742,JCRbdO{^f}_,11,30,3,3.6666666779,0.6666666779,3.6666667032,2.531e-08,2.611e-09,optimal,4
743,JCRbdO{xdN_,11,27,3,3.6666666777,0.6666666777,3.6666666921,1.443e-08,1.583e-09,optimal,4
744,JCRbdO{\d}_,11,28,3,3.6666666776,0.6666666776,3.6666666801,2.469e-09,1.107e-09,optimal,4
745,JCRbdO{udj?,11,26,3,3.6666666776,0.6666666776,3.6666666844,6.799e-09,1.687e-09,optimal,4
746,JCRbdO{\fU?,11,26,3,3.6666666775,0.6666666775,3.6666666863,8.772e-09,1.258e-09,optimal,4
747,JCRbdO{vcz_,11,28,3,3.6666666774,0.6666666774,3.6666666796,2.153e-09,1.330e-09,optimal,4
748,JCRbdO{va~_,11,29,3,3.6666666774,0.6666666774,3.6666666807,3.275e-09,1.065e-09,optimal,4
749,JCRbdO{}fk_,11,28,3,3.6666666774,0.6666666774,3.6666666784,9.957e-10,1.916e-09,optimal,4
750,JCRbdO{}e^?,11,28,3,3.6666666774,0.6666666774,3.6666666891,1.171e-08,1.521e-09,optimal,4
751,JCRbdO{}v\?,11,29,3,3.6666666773,0.6666666773,3.6666666956,1.828e-08,1.113e-09,optimal,4
752,JCRbdO{lM]?,11,26,3,3.6666666773,0.6666666773,3.6666666939,1.662e-08,1.074e-09,optimal,4
753,JCQbfP[rfu_,11,28,3,3.6666666773,0.6666666773,3.6666666808,3.532e-09,1.077e-09,optimal,4
754,JCQbfP[rfz?,11,28,3,3.6666666773,0.6666666773,3.6666666797,2.455e-09,1.158e-09,optimal,4
755,JCRbdO{|df_,11,28,3,3.6666666772,0.6666666772,3.6666666982,2.092e-08,1.552e-09,optimal,4
756,JCRbdO{\fv?,11,28,3,3.6666666772,0.6666666772,3.6666666967,1.948e-08,1.063e-09,optimal,4
757,JCRbdO{ue]?,11,26,3,3.6666666772,0.6666666772,3.6666666830,5.802e-09,1.443e-09,optimal,4
758,JCRbdO{ucy_,11,26,3,3.6666666772,0.6666666772,3.6666666833,6.172e-09,1.092e-09,optimal,4
759,JCRbdO{ufL?,11,26,3,3.6666666772,0.6666666772,3.6666666863,9.164e-09,1.061e-09,optimal,4
760,JCRbdO{|b]_,11,28,3,3.6666666771,0.6666666771,3.6666666876,1.047e-08,1.518e-09,optimal,4
761,JCRbdO{\ex?,11,26,3,3.6666666771,0.6666666771,3.6666666811,3.979e-09,1.212e-09,optimal,4
762,JCRbdO{~f|?,11,30,3,3.6666666771,0.6666666771,3.6666666913,1.420e-08,9.420e-10,optimal,4
763,JCRbcqhNUR_,11,26,3,3.6666666771,0.6666666771,3.6666666857,8.656e-09,1.335e-09,optimal,4
764,JCRbdO{vex_,11,28,3,3.6666666770,0.6666666770,3.6666666901,1.311e-08,1.034e-09,optimal,4
765,JCOedrdjfw?,11,26,3,3.6666666769,0.6666666769,3.6666667061,2.921e-08,9.359e-10,optimal,4
766,JCpdQiw[sm?,11,25,3,3.6666666769,0.6666666769,3.6666666883,1.145e-08,1.337e-09,optimal,4
767,JCRbdO{lMm_,11,27,3,3.6666666769,0.6666666769,3.6666666791,2.215e-09,8.762e-10,optimal,4
768,JCRbcqhNTw_,11,26,3,3.6666666769,0.6666666769,3.6666666805,3.676e-09,1.194e-09,optimal,4
769,JCRbdO{~b|_,11,30,3,3.6666666768,0.6666666768,3.6666666948,1.798e-08,1.086e-09,optimal,4
770,JCRbcqhNVJ?,11,26,3,3.6666666768,0.6666666768,3.6666666788,2.045e-09,9.169e-10,optimal,4
771,JCQ`fP[rfR_,11,26,3,3.6666666768,0.6666666768,3.6666666850,8.221e-09,8.782e-10,optimal,4
772,JCRbdO{xfI_,11,26,3,3.6666666767,0.6666666767,3.6666666977,2.096e-08,6.906e-10,optimal,5
773,JCRbdO{zjz?,11,29,3,3.6666666766,0.6666666766,3.6666666833,6.669e-09,1.633e-09,optimal,4
774,JCRbdO{ufM?,11,26,3,3.6666666766,0.6666666766,3.6666666806,3.953e-09,1.191e-09,optimal,4
775,JCRbdO{ln~?,11,30,3,3.6666666765,0.6666666765,3.6666666799,3.391e-09,9.337e-10,optimal,4
776,JCQeRpsMix_,11,26,3,3.6666666765,0.6666666765,3.6666666808,4.240e-09,9.416e-10,optimal,4
777,JCRbdO{}f]_,11,29,3,3.6666666765,0.6666666765,3.6666666804,3.932e-09,7.468e-10,optimal,4
778,JCRbdO{~b~?,11,30,3,3.6666666764,0.6666666764,3.6666666811,4.703e-09,1.286e-09,optimal,4
779,JCRbdO{{bV?,11,26,3,3.6666666764,0.6666666764,3.6666666838,7.383e-09,1.320e-09,optimal,4
780,JCRbdO{\di_,11,26,3,3.6666666764,0.6666666764,3.6666666850,8.604e-09,8.410e-10,optimal,4
781,JCRbdQuuPx_,11,27,3,3.6666666763,0.6666666763,3.6666666797,3.361e-09,1.111e-09,optimal,4
782,JCRbdO{\c|_,11,27,3,3.6666666763,0.6666666763,3.6666666847,8.322e-09,1.035e-09,optimal,4
783,JCRbdO{znz?,11,30,3,3.6666666763,0.6666666763,3.6666666791,2.859e-09,9.885e-10,optimal,4
784,JCQeRH{[vq?,11,26,3,3.6666666763,0.6666666763,3.6666666887,1.246e-08,1.313e-09,optimal,4
785,J?`FBQcJdu?,11,21,4,4.6666666763,0.6666666763,4.6666666829,6.658e-09,9.818e-10,optimal,5
786,JCpdQiwss}?,11,26,3,3.6666666763,0.6666666763,3.6666666835,7.272e-09,1.120e-09,optimal,4
787,JCRbdO{vd}_,11,29,3,3.6666666762,0.6666666762,3.6666666814,5.256e-09,1.195e-09,optimal,4
788,JCRbdO{~nz_,11,32,3,3.6666666761,0.6666666761,3.6666667057,2.962e-08,9.573e-10,optimal,4
789,JCRbdO{{`t_,11,26,3,3.6666666761,0.6666666761,3.6666666792,3.096e-09,9.451e-10,optimal,4
790,JCRbdO{{f}_,11,29,3,3.6666666760,0.6666666760,3.6666666842,8.190e-09,1.286e-09,optimal,4
791,JCRbdO{lL|_,11,28,3,3.6666666760,0.6666666760,3.6666666851,9.150e-09,1.017e-09,optimal,4
792,JCRbdO{xfq?,11,26,3,3.6666666760,0.6666666760,3.6666666789,2.875e-09,1.061e-09,optimal,4
793,JCRbdO{xtx_,11,28,3,3.6666666759,0.6666666759,3.6666666826,6.659e-09,1.110e-09,optimal,4
794,JCRbcqhNVh?,11,26,3,3.6666666759,0.6666666759,3.6666666829,6.936e-09,7.218e-10,optimal,4
795,JCRbdO{}f|?,11,29,3,3.6666666759,0.6666666759,3.6666666822,6.323e-09,7.544e-10,optimal,4
796,JCRbdO{|b^_,11,29,3,3.6666666759,0.6666666759,3.6666666844,8.498e-09,1.194e-09,optimal,4
797,JCRbdO{|v\?,11,29,3,3.6666666758,0.6666666758,3.6666666822,6.387e-09,1.029e-09,optimal,4
798,JCRbdO{|dm_,11,28,3,3.6666666758,0.6666666758,3.6666666885,1.278e-08,9.578e-10,optimal,4
799,JCRbdO{|vV?,11,29,3,3.6666666757,0.6666666757,3.6666666794,3.607e-09,7.972e-10,optimal,4
800,JCRbcqhNVt_,11,28,3,3.6666666757,0.6666666757,3.6666666808,5.074e-09,6.690e-10,optimal,4
801,JCRbdO{ueq_,11,26,3,3.6666666757,0.6666666757,3.6666666835,7.818e-09,1.509e-09,optimal,4
802,JCRbdO{}f{_,11,29,3,3.6666666757,0.6666666757,3.6666667015,2.587e-08,9.972e-10,optimal,4
803,JCRbdO{~b|?,11,29,3,3.6666666756,0.6666666756,3.6666667073,3.163e-08,9.260e-10,optimal,4
804,JCRbdO{\em_,11,27,3,3.6666666756,0.6666666756,3.6666666894,1.381e-08,1.229e-09,optimal,4
805,JCRbdO{vdl_,11,28,3,3.6666666755,0.6666666755,3.6666666803,4.758e-09,1.534e-09,optimal,4
806,JCRbdO{\dY_,11,26,3,3.6666666755,0.6666666755,3.6666666808,5.291e-09,6.768e-10,optimal,4
807,J?`FBQcJfv?,11,23,4,4.6666666755,0.6666666755,4.6666666824,6.900e-09,5.722e-10,optimal,5
808,JCRbdO{lLY_,11,26,3,3.6666666755,0.6666666755,3.6666666822,6.678e-09,1.238e-09,optimal,4
809,JCRbdO{~fV_,11,30,3,3.6666666755,0.6666666755,3.6666666812,5.729e-09,1.367e-09,optimal,4
810,JCRbdO{|fn?,11,29,3,3.6666666755,0.6666666755,3.6666666795,4.005e-09,8.252e-10,optimal,4
811,JCRbdO{{eR_,11,26,3,3.6666666754,0.6666666754,3.6666666903,1.488e-08,9.956e-10,optimal,4
812,JCRV@qkY[t_,11,26,3,3.6666666753,0.6666666753,3.6666666911,1.578e-08,7.459e-10,optimal,4
813,JCRbdRqrPx_,11,27,3,3.6666666753,0.6666666753,3.6666666803,4.990e-09,8.996e-10,optimal,4
814,JCRbdO{\dz_,11,28,3,3.6666666753,0.6666666753,3.6666666805,5.129e-09,1.008e-09,optimal,4
815,JCRbdO{|N\_,11,29,3,3.6666666753,0.6666666753,3.6666666910,1.573e-08,1.024e-09,optimal,4
816,JCRbdQytPx_,11,27,3,3.6666666752,0.6666666752,3.6666666895,1.436e-08,9.839e-10,optimal,4
817,JCRbdO{ve^_,11,29,3,3.6666666751,0.6666666751,3.6666666812,6.075e-09,9.584e-10,optimal,4
818,J?`@E`Wd@y?,11,17,4,4.6666666751,0.6666666751,4.6666666919,1.681e-08,5.349e-10,optimal,5
819,JCRbdO{{dd_,11,26,3,3.6666666751,0.6666666751,3.6666667067,3.160e-08,1.083e-09,optimal,4
820,JCRbdO{xf~_,11,30,3,3.6666666751,0.6666666751,3.6666666785,3.429e-09,9.377e-10,optimal,4
821,JCRbdO{{`v?,11,26,3,3.6666666750,0.6666666750,3.6666666906,1.562e-08,9.239e-10,optimal,4
822,JCRbdO{uex?,11,26,3,3.6666666749,0.6666666749,3.6666667004,2.543e-08,1.077e-09,optimal,4
823,JCRbdO{lmz?,11,28,3,3.6666666749,0.6666666749,3.6666666861,1.121e-08,7.871e-10,optimal,4
824,JCRbdO{lmz_,11,29,3,3.6666666749,0.6666666749,3.6666666841,9.195e-09,9.630e-10,optimal,4
825,JCRbdO{\bV?,11,26,3,3.6666666748,0.6666666748,3.6666666800,5.143e-09,8.071e-10,optimal,4
826,JCRbdO{}e{_,11,28,3,3.6666666748,0.6666666748,3.6666666812,6.332e-09,1.066e-09,optimal,4
827,JCRbdO{|vN?,11,29,3,3.6666666748,0.6666666748,3.6666666829,8.121e-09,8.099e-10,optimal,4
828,JCRbdO{vft_,11,29,3,3.6666666748,0.6666666748,3.6666666802,5.445e-09,7.643e-10,optimal,4
829,JCRbdO{}fl?,11,28,3,3.6666666748,0.6666666748,3.6666666804,5.665e-09,7.492e-10,optimal,4
830,JCRbdO{uek_,11,26,3,3.6666666747,0.6666666747,3.6666666848,1.009e-08,1.505e-09,optimal,4
831,J?`FBQcJf}?,11,23,4,4.6666666747,0.6666666747,4.6666666836,8.860e-09,6.295e-10,optimal,5
832,JCRbdO{xdf?,11,26,3,3.6666666746,0.6666666746,3.6666666866,1.201e-08,7.180e-10,optimal,4
833,JCRbdO{{e]?,11,26,3,3.6666666746,0.6666666746,3.6666666808,6.234e-09,8.605e-10,optimal,4
834,JCRbdO{\az?,11,26,3,3.6666666745,0.6666666745,3.6666666834,8.922e-09,8.060e-10,optimal,4
835,JCRbdO{xer?,11,26,3,3.6666666745,0.6666666745,3.6666666870,1.254e-08,8.470e-10,optimal,4
836,JCRbdO{xdf_,11,27,3,3.6666666745,0.6666666745,3.6666666874,1.297e-08,8.965e-10,optimal,4
837,JCQRDrsfem?,11,26,3,3.6666666744,0.6666666744,3.6666666799,5.515e-09,9.771e-10,optimal,4
838,JCRbdO{zfr?,11,28,3,3.6666666744,0.6666666744,3.6666667024,2.807e-08,1.000e-09,optimal,4
839,JCRbdO{xdi_,11,26,3,3.6666666744,0.6666666744,3.6666667044,3.002e-08,7.601e-10,optimal,4
840,JCRbdO{|L}?,11,28,3,3.6666666743,0.6666666743,3.6666666821,7.853e-09,1.012e-09,optimal,4
841,JCRbcqhNTJ_,11,26,3,3.6666666743,0.6666666743,3.6666666881,1.377e-08,6.937e-10,optimal,4
842,JCRbdO{xb[_,11,26,3,3.6666666743,0.6666666743,3.6666667008,2.649e-08,8.870e-10,optimal,4
843,JCRbdO{^fx_,11,29,3,3.6666666742,0.6666666742,3.6666666846,1.040e-08,1.128e-09,optimal,4
844,JCRbdR[Z`x_,11,27,3,3.6666666742,0.6666666742,3.6666666872,1.301e-08,1.144e-09,optimal,4
845,JCRbdO{\f}_,11,29,3,3.6666666742,0.6666666742,3.6666666853,1.112e-08,8.592e-10,optimal,4
846,JCRbdO{ua}?,11,26,3,3.6666666742,0.6666666742,3.6666667047,3.050e-08,1.523e-09,optimal,4
847,JCQeV`[Md|?,11,26,3,3.6666666741,0.6666666741,3.6666666814,7.246e-09,6.091e-10,optimal,4
848,JCRbdO{}fj?,11,28,3,3.6666666741,0.6666666741,3.6666666792,5.024e-09,1.387e-09,optimal,4
849,JCQeV`[Mf}?,11,27,3,3.6666666741,0.6666666741,3.6666666909,1.675e-08,9.636e-10,optimal,4
850,JCRbdO{|M|?,11,28,3,3.6666666741,0.6666666741,3.6666666813,7.142e-09,1.048e-09,optimal,4
851,JCRbdO{vfr_,11,29,3,3.6666666741,0.6666666741,3.6666666836,9.547e-09,1.038e-09,optimal,4
852,JCRV@qkU[t_,11,26,3,3.6666666741,0.6666666741,3.6666666805,6.463e-09,7.369e-10,optimal,4
853,JCRbdO{}vN?,11,29,3,3.6666666741,0.6666666741,3.6666666899,1.581e-08,9.868e-10,optimal,4
854,JCRbdO{\eZ?,11,26,3,3.6666666740,0.6666666740,3.6666666848,1.083e-08,8.633e-10,optimal,4
855,JCRbdO{}vl_,11,30,3,3.6666666739,0.6666666739,3.6666666802,6.262e-09,7.114e-10,optimal,4
856,JCRbdO{xdV?,11,26,3,3.6666666739,0.6666666739,3.6666666825,8.618e-09,8.972e-10,optimal,4
857,JCRbdO{|a~_,11,29,3,3.6666666739,0.6666666739,3.6666666791,5.198e-09,7.124e-10,optimal,4
858,JCRbdO{^fm_,11,29,3,3.6666666738,0.6666666738,3.6666666852,1.134e-08,1.071e-09,optimal,4
859,JCRbdO{ub[_,11,26,3,3.6666666738,0.6666666738,3.6666666844,1.062e-08,9.683e-10,optimal,4
860,JCRbdO{{dY_,11,26,3,3.6666666738,0.6666666738,3.6666666842,1.033e-08,9.446e-10,optimal,4
861,JCRbdO{|vv?,11,30,3,3.6666666738,0.6666666738,3.6666666785,4.653e-09,8.753e-10,optimal,4
862,JCRbdO{xcx_,11,26,3,3.6666666738,0.6666666738,3.6666666798,5.953e-09,8.050e-10,optimal,4
863,JCRbdO{\ft_,11,28,3,3.6666666738,0.6666666738,3.6666666982,2.440e-08,8.265e-10,optimal,4
864,JCQbfP[rd~?,11,28,3,3.6666666737,0.6666666737,3.6666666790,5.246e-09,7.186e-10,optimal,4
865,JCRbdO{ven_,11,29,3,3.6666666737,0.6666666737,3.6666666783,4.597e-09,9.879e-10,optimal,4
866,JCRbdO{x`t_,11,26,3,3.6666666737,0.6666666737,3.6666666792,5.462e-09,1.517e-09,optimal,5
867,JCRbdO{|f{_,11,29,3,3.6666666737,0.6666666737,3.6666666816,7.953e-09,9.667e-10,optimal,4
868,JCRbdO{{bl?,11,26,3,3.6666666736,0.6666666736,3.6666666899,1.630e-08,6.737e-10,optimal,4
869,JCRbdO{zfx?,11,28,3,3.6666666735,0.6666666735,3.6666666839,1.033e-08,6.308e-10,optimal,4
870,JCQeV`[Mbz?,11,26,3,3.6666666735,0.6666666735,3.6666666902,1.670e-08,8.725e-10,optimal,4
871,JCRbdO{}un?,11,29,3,3.6666666735,0.6666666735,3.6666666913,1.783e-08,7.975e-10,optimal,4
872,JCRbdO{zn\_,11,30,3,3.6666666735,0.6666666735,3.6666666837,1.021e-08,9.499e-10,optimal,4
873,JCRbcqhNVz?,11,28,3,3.6666666735,0.6666666735,3.6666666798,6.376e-09,7.370e-10,optimal,4
874,JCRbdO{{dx?,11,26,3,3.6666666734,0.6666666734,3.6666666854,1.201e-08,7.541e-10,optimal,4
875,JCRbdO{|bN_,11,28,3,3.6666666734,0.6666666734,3.6666667004,2.702e-08,1.057e-09,optimal,4
876,JCRbdO{vfh_,11,28,3,3.6666666734,0.6666666734,3.6666666840,1.061e-08,7.005e-10,optimal,4
877,JCRbdO{|dv_,11,29,3,3.6666666734,0.6666666734,3.6666666787,5.368e-09,9.937e-10,optimal,4
878,JCRbcqhNUZ?,11,26,3,3.6666666733,0.6666666733,3.6666666787,5.391e-09,7.511e-10,optimal,4
879,JCRbdO{ve~?,11,29,3,3.6666666733,0.6666666733,3.6666666852,1.186e-08,5.599e-10,optimal,4
880,JCRbdO{lK}_,11,27,3,3.6666666733,0.6666666733,3.6666666894,1.608e-08,8.581e-10,optimal,4
881,JCRbdO{\ef_,11,27,3,3.6666666733,0.6666666733,3.6666667055,3.220e-08,7.961e-10,optimal,4
882,JCRbdO{|fj?,11,28,3,3.6666666733,0.6666666733,3.6666666787,5.443e-09,7.580e-10,optimal,4
883,JCRbdO{\fk_,11,27,3,3.6666666733,0.6666666733,3.6666666890,1.572e-08,8.820e-10,optimal,4
884,JCRbdO{ud]?,11,26,3,3.6666666732,0.6666666732,3.6666666838,1.054e-08,7.141e-10,optimal,4
885,JCQbfP[rdM_,11,26,3,3.6666666732,0.6666666732,3.6666666812,8.026e-09,6.013e-10,optimal,4
886,JCRbdO{~n~_,11,33,3,3.6666666732,0.6666666732,3.6666666927,1.954e-08,7.529e-10,optimal,4
887,JCRbdO{zd^_,11,29,3,3.6666666731,0.6666666731,3.6666666827,9.551e-09,5.807e-10,optimal,4
888,JCRbdO{udn?,11,27,3,3.6666666730,0.6666666730,3.6666666838,1.076e-08,7.477e-10,optimal,4
889,JCRbdO{~vv_,11,32,3,3.6666666730,0.6666666730,3.6666666971,2.413e-08,4.761e-10,optimal,4
890,JCQeV`[Mfx?,11,26,3,3.6666666730,0.6666666730,3.6666666796,6.662e-09,6.809e-10,optimal,4
891,JCRbdO{|b~_,11,30,3,3.6666666730,0.6666666730,3.6666667037,3.071e-08,8.453e-10,optimal,4
892,JCRbcqhNVv?,11,28,3,3.6666666730,0.6666666730,3.6666666947,2.173e-08,5.394e-10,optimal,4
893,JCRbdO{|v}_,11,31,3,3.6666666729,0.6666666729,3.6666666906,1.768e-08,6.751e-10,optimal,4
894,JCRbdO{\`v?,11,26,3,3.6666666729,0.6666666729,3.6666666872,1.435e-08,7.038e-10,optimal,4
895,JCRbdO{{cl_,11,26,3,3.6666666729,0.6666666729,3.6666666796,6.767e-09,7.240e-10,optimal,4
896,JCRbdO{udU_,11,26,3,3.6666666728,0.6666666728,3.6666666792,6.323e-09,1.023e-09,optimal,4
897,JCQeV`[Mfn_,11,28,3,3.6666666728,0.6666666728,3.6666666864,1.360e-08,1.516e-09,optimal,4
898,JCQeV`[Mfa?,11,24,3,3.6666666728,0.6666666728,3.6666666819,9.092e-09,6.659e-10,optimal,4
899,JCRbdO{^f\_,11,29,3,3.6666666728,0.6666666728,3.6666666943,2.155e-08,7.077e-10,optimal,4
900,JCRbdO{\b]_,11,27,3,3.6666666728,0.6666666728,3.6666666906,1.786e-08,7.066e-10,optimal,4
901,JCRbdO{vdf_,11,28,3,3.6666666727,0.6666666727,3.6666666817,8.965e-09,7.566e-10,optimal,4
902,JCQeV`[Mf|_,11,28,3,3.6666666727,0.6666666727,3.6666666846,1.184e-08,1.307e-09,optimal,4
903,JCRV@qk]bh_,11,26,3,3.6666666727,0.6666666727,3.6666666907,1.798e-08,1.126e-09,optimal,4
904,JCRbdO{~fz?,11,30,3,3.6666666726,0.6666666726,3.6666667085,3.592e-08,6.997e-10,optimal,4
905,JCRbdO{ude_,11,26,3,3.6666666726,0.6666666726,3.6666666834,1.086e-08,9.271e-10,optimal,4
906,JCRbdO{zdj_,11,28,3,3.6666666725,0.6666666725,3.6666666868,1.423e-08,6.205e-10,optimal,4
907,JCRbdO{ze~?,11,29,3,3.6666666724,0.6666666724,3.6666666813,8.901e-09,4.956e-10,optimal,4
908,JCRbdO{xff?,11,27,3,3.6666666724,0.6666666724,3.6666667019,2.959e-08,6.310e-10,optimal,4
909,JCRbdO{{a^?,11,26,3,3.6666666723,0.6666666723,3.6666667006,2.825e-08,6.106e-10,optimal,4
910,JCRbdO{~fl?,11,29,3,3.6666666723,0.6666666723,3.6666666899,1.760e-08,7.873e-10,optimal,4
911,JCRbdO{xvm?,11,28,3,3.6666666723,0.6666666723,3.6666666786,6.313e-09,8.495e-10,optimal,4
912,JCQeV`[Mbx_,11,26,3,3.6666666723,0.6666666723,3.6666666904,1.811e-08,6.031e-10,optimal,4
913,JCQe`rdnD]?,11,26,3,3.6666666723,0.6666666723,3.6666666941,2.183e-08,8.482e-10,optimal,4
914,JCRbdO{}vm?,11,29,3,3.6666666722,0.6666666722,3.6666667104,3.822e-08,5.638e-10,optimal,4
915,JCRbdO{|fu_,11,29,3,3.6666666721,0.6666666721,3.6666666894,1.733e-08,7.222e-10,optimal,4
916,JCRbdO{ln^_,11,30,3,3.6666666720,0.6666666720,3.6666666802,8.201e-09,5.346e-10,optimal,4
917,JCRbdO{~fr?,11,29,3,3.6666666720,0.6666666720,3.6666666856,1.362e-08,4.411e-10,optimal,4
918,JCRbdO{|f}_,11,30,3,3.6666666720,0.6666666720,3.6666666851,1.314e-08,6.296e-10,optimal,4
919,JCRbdO{^fj?,11,28,3,3.6666666720,0.6666666720,3.6666666989,2.692e-08,4.953e-10,optimal,4
920,JCRbdO{\bk_,11,26,3,3.6666666719,0.6666666719,3.6666666796,7.696e-09,6.008e-10,optimal,4
921,JCRbdO{xbx_,11,27,3,3.6666666718,0.6666666718,3.6666666953,2.343e-08,5.829e-10,optimal,4
922,JCRbdO{|c~_,11,29,3,3.6666666718,0.6666666718,3.6666666833,1.145e-08,1.084e-09,optimal,4
923,JCRbdO{~Nx_,11,30,3,3.6666666718,0.6666666718,3.6666666813,9.557e-09,5.714e-10,optimal,4
924,JCRbdO{{b]?,11,26,3,3.6666666717,0.6666666717,3.6666666918,2.009e-08,5.832e-10,optimal,4
925,JCdebQklTF_,11,26,3,3.6666666717,0.6666666717,3.6666666842,1.255e-08,4.992e-10,optimal,4
926,JCRbdO{\e^_,11,28,3,3.6666666716,0.6666666716,3.6666666877,1.605e-08,5.948e-10,optimal,4
927,JCRbdO{{cr_,11,26,3,3.6666666716,0.6666666716,3.6666666902,1.860e-08,6.188e-10,optimal,4
928,JCRbdO{{ed_,11,26,3,3.6666666716,0.6666666716,3.6666666901,1.852e-08,7.745e-10,optimal,4
929,JCRbdO{uvu_,11,29,3,3.6666666716,0.6666666716,3.6666666841,1.255e-08,1.338e-09,optimal,4
930,JCRbdO{|vn_,11,31,3,3.6666666715,0.6666666715,3.6666666819,1.031e-08,4.744e-10,optimal,4
931,JCRbdO{|Mn_,11,29,3,3.6666666715,0.6666666715,3.6666666905,1.899e-08,9.398e-10,optimal,4
932,JCRbdO{ue\?,11,26,3,3.6666666714,0.6666666714,3.6666666950,2.356e-08,4.246e-10,optimal,4
933,JCRbdO{xbM_,11,26,3,3.6666666714,0.6666666714,3.6666666833,1.197e-08,9.992e-10,optimal,4
934,JCRbdO{ze\_,11,28,3,3.6666666714,0.6666666714,3.6666666873,1.590e-08,4.865e-10,optimal,4
935,JCRbdO{zb}_,11,29,3,3.6666666713,0.6666666713,3.6666666921,2.088e-08,5.325e-10,optimal,4
