graph6,n,edges,alpha,theta,delta,perfect,chi_comp,solve_time,status,pr
FCxsw,7,11,3,2.999999995597327,-4.40267289292251e-09,False,3,0.0015901810256764293,solved,1.468139648927237e-10
FCxuW,7,11,3,3.0000000221491514,2.2149151401862355e-08,False,3,0.07282985199708492,solved,1.3135322394976673e-08
FCxuw,7,12,3,3.0000000063061356,6.306135613698416e-09,False,3,0.07113175297854468,solved,1.1860221883201209e-08
FCxv?,7,10,3,3.1965575950420924,0.19655759504209236,False,4,0.0010905649978667498,solved,1.2240686522269092e-10
FCxvO,7,11,3,3.000000024594381,2.4594381198284054e-08,False,3,0.0017547720053698868,solved,4.456166045460021e-09
FCxvW,7,12,3,3.0000000246270644,2.462706438777218e-08,False,3,0.036616499011870474,solved,7.877022654222694e-09
FCxv_,7,11,3,3.0000000280761507,2.8076150737632588e-08,False,3,0.002386382984695956,solved,5.0908283260563065e-09
FCxvo,7,12,3,2.9999999773565302,-2.264346976588172e-08,False,3,0.11962656801915728,solved,1.0929282656405981e-08
FCxvw,7,13,3,3.000000001019877,1.01987707168405e-09,False,3,0.0010632459889166057,solved,3.723732986721285e-10
FCx}w,7,13,3,3.0000000020378867,2.0378867482406804e-09,True,3,0.0011611460067797452,solved,3.4812101694047e-10
FCx~w,7,14,3,2.999999995505429,-4.494570937652043e-09,True,3,0.0011034719937015325,solved,1.0299538999447577e-12
FCz\w,7,13,3,2.999999999791701,-2.0829915570175217e-10,True,3,0.0015312570030800998,solved,1.2829253637468875e-10
FCz]w,7,13,3,2.9999999972349927,-2.7650073342044834e-09,True,3,0.0014137029938865453,solved,2.1622878117801162e-10
FCz^g,7,13,3,2.999999992461513,-7.538487167835228e-09,True,3,0.0013898229808546603,solved,9.735545702937998e-13
FCz^o,7,13,3,2.9999999978111282,-2.1888717505191835e-09,True,3,0.001400337991071865,solved,2.1550315627810977e-10
FCz^w,7,14,3,2.9999999970296503,-2.970349743947054e-09,True,3,0.0010515229951124638,solved,1.6719958750854857e-13
FCzaw,7,11,3,2.9999999977895953,-2.2104047481263933e-09,True,3,0.0014751940034329891,solved,2.1538326677728037e-14
FCzbW,7,11,3,3.00000000219449,2.1944899231129966e-09,True,3,0.0012189339904580265,solved,3.5777817840748473e-10
FCzbo,7,11,3,2.9999999984892853,-1.510714664476609e-09,False,3,0.00170060497475788,solved,2.957849209007609e-10
FCzbw,7,12,3,2.999999981884098,-1.8115902111759397e-08,True,3,0.0015649849956389517,solved,1.6821670883337012e-09
FCzcw,7,11,3,2.9999999968420643,-3.1579356907229794e-09,True,3,0.001407620991813019,solved,6.826725596666787e-11
FCzeW,7,11,3,2.999999995483343,-4.516656826325516e-09,True,3,0.0013150390004739165,solved,2.7533531010703882e-14
FCzew,7,12,3,3.0000000654721095,6.547210951168836e-08,True,3,0.0011955529917031527,solved,9.209011331519713e-09
FCzfO,7,11,3,3.000000001920424,1.9204238199677093e-09,True,3,0.0017189159989356995,solved,2.7190832732254896e-10
FCzfW,7,12,3,2.9999999797418218,-2.0258178246024272e-08,True,3,0.0016941619978751987,solved,2.90745205688836e-12
FCzf_,7,11,3,2.99999999982369,-1.763100776486226e-10,True,3,0.00123066600644961,solved,4.138162041581813e-12
FCzfo,7,12,3,3.0000000012805343,1.2805343452271245e-09,True,3,0.0014786779938731343,solved,6.480757878251302e-10
FCzfw,7,13,3,2.9999999962817587,-3.718241270433964e-09,True,3,0.0010648989991750568,solved,2.0650148258027912e-14
FCzjw,7,13,3,3.0000000002396656,2.3966562068267194e-10,True,3,0.00138760099071078,solved,1.2546257893787855e-10
FCzmw,7,13,3,2.9999999972219515,-2.7780484579409404e-09,True,3,0.0014360930072143674,solved,1.9182220023535506e-10
FCznW,7,13,3,2.9999999999621907,-3.780931123742448e-11,True,3,0.0014884450065437704,solved,1.2396937581682534e-10
FCzno,7,13,3,2.999999996686578,-3.3134219812325227e-09,True,3,0.0013548900024034083,solved,6.150635556423367e-13
FCznw,7,14,3,3.0000000008322085,8.322085243150923e-10,True,3,0.0012799059913959354,solved,1.251939116345241e-10
FCzro,7,12,3,2.9999999859715656,-1.4028434414115054e-08,True,3,0.0012352890043985099,solved,2.2930546350607983e-12
FCzrw,7,13,3,3.000000001266247,1.2662471071678283e-09,True,3,0.001710697019007057,solved,1.455554760273813e-10
FCzvg,7,13,3,2.9999999986376884,-1.3623115968641741e-09,True,3,0.0016264109872281551,solved,2.002262702915517e-10
FCzvo,7,13,3,2.9999999949550804,-5.044919593188979e-09,True,3,0.001324606011621654,solved,1.2639780791821947e-10
FCzvw,7,14,3,2.9999999995721676,-4.2783243614508137e-10,True,3,0.0010938519844785333,solved,1.6686652060116103e-13
FCz~w,7,15,3,3.000000001617698,1.6176979755755383e-09,True,3,0.0008249719976447523,solved,2.2251139152198237e-10
FC~uw,7,14,3,3.000000035030629,3.5030629064181085e-08,True,3,0.0006154509901534766,solved,4.218209266811286e-09
FC~vW,7,14,3,2.9999999987338666,-1.2661334203301067e-09,True,3,0.0009891600057017058,solved,3.0120350658080497e-13
FC~vo,7,14,3,2.9999999987924904,-1.2075096478270098e-09,True,3,0.00042434901115484536,solved,1.860324114146013e-10
FC~vw,7,15,3,3.000000000508347,5.083471421585273e-10,True,3,0.00034136598696932197,solved,1.8116522128505417e-10
FC~~w,7,16,3,3.0000000022591515,2.259151532513215e-09,True,3,0.00031455999123863876,solved,3.029837216059321e-10
FEhbo,7,10,3,2.999999997053294,-2.9467059903254267e-09,True,3,0.0013634659990202636,solved,5.095215435828275e-11
FEhd_,7,9,3,2.9999999974557046,-2.544295440998212e-09,False,3,0.0015866419998928905,solved,3.197442310920451e-14
FEhe_,7,9,3,3.0000000027478584,2.7478583852769134e-09,True,3,0.0010111280134879053,solved,9.497815283724975e-10
FEheo,7,10,3,3.0000000262104995,2.6210499548540156e-08,False,3,0.0009032700036186725,solved,2.6956294878973765e-09
FEhf?,7,9,4,4.000000006545043,6.545042730010664e-09,True,4,0.001760321989422664,solved,3.3575031185695956e-10
FEhf_,7,10,3,3.0000000168785275,1.687852746456997e-08,True,3,0.0014045790012460202,solved,2.271014336362158e-09
FEhfo,7,11,3,3.0000000018213533,1.8213532904098884e-09,True,3,0.0010788310028146952,solved,7.034196265131312e-10
FEhfw,7,12,3,2.9999999979380845,-2.0619155272072476e-09,True,3,0.0008181210141628981,solved,2.426947531830592e-13
FEhro,7,11,3,2.9999999995145146,-4.854854296354461e-10,False,3,0.0012118509912397712,solved,3.786228415674638e-10
FEhtg,7,11,3,2.9999999957132455,-4.2867545069213975e-09,False,3,0.0012358349922578782,solved,1.4953593918676233e-12
FEhto,7,11,3,3.000000008823051,8.823051178552532e-09,False,3,0.001032818981911987,solved,1.3950991777884652e-09
FEhtw,7,12,3,3.0000000012447243,1.244724323612445e-09,False,3,0.0009722570248413831,solved,9.77794076463759e-10
FEhuO,7,10,3,2.999999993286097,-6.713903211164052e-09,False,3,0.001395403000060469,solved,7.636113963371827e-13
FEhuo,7,11,3,3.000000011340072,1.1340071992549383e-08,False,3,0.0012620599882211536,solved,2.4612578676891767e-09
FEhuw,7,12,3,3.0000000219214984,2.1921498394306127e-08,False,3,0.000990897009614855,solved,5.024092310055378e-09
FEhv?,7,10,3,3.0000000006575727,6.575726629876044e-10,False,3,0.0022819349833298475,solved,7.524436765860769e-11
FEhvO,7,11,3,2.99999998618941,-1.3810590004936785e-08,False,3,0.0015003219887148589,solved,4.913403017781093e-12
FEhvg,7,12,3,3.000000003658564,3.6585641183251028e-09,False,3,0.0011162859736941755,solved,1.5207852823292483e-09
FEhvo,7,12,3,2.9999999928798413,-7.120158684870148e-09,False,3,0.0011173980019520968,solved,2.02127203863256e-12
FEhvw,7,13,3,3.0000000066269243,6.626924342612028e-09,False,3,0.0008439699886366725,solved,2.349790953699515e-09
FEhzo,7,12,3,2.999999998616022,-1.383977821234339e-09,True,3,0.0011331859859637916,solved,9.186951941552115e-11
FEhzw,7,13,3,2.9999999994682978,-5.317022377937519e-10,True,3,0.000945081003010273,solved,9.547622811326298e-11
FEh}o,7,12,3,3.000000002043488,2.0434880454445192e-09,True,3,0.0011550940107554197,solved,8.85359151513302e-10
FEh}w,7,13,3,3.0000000000636105,6.361045024050327e-11,True,3,0.0009879530116450042,solved,1.3967096636449947e-09
FEh~o,7,13,3,2.999999972863275,-2.7136724867204975e-08,True,3,0.0010526819969527423,solved,7.741696173013679e-12
FEh~w,7,14,3,3.0000000109603038,1.0960303775675584e-08,True,3,0.0006687130080536008,solved,1.245677575196225e-08
FEiro,7,11,3,2.9999999930073,-6.992700196661872e-09,True,3,0.0010029010009020567,solved,4.0406566302652475e-10
FEitW,7,11,3,3.000000002500619,2.5006188231202486e-09,True,3,0.0011937899980694056,solved,2.567900455595295e-09
FEitw,7,12,3,3.000000003866372,3.866372111360761e-09,True,3,0.000969738990534097,solved,2.049956647447204e-09
FEivW,7,12,3,3.0000000012184485,1.2184484532440365e-09,True,3,0.0009742729889694601,solved,1.9492536588068433e-10
FEivg,7,12,3,2.999999996874089,-3.125911085533062e-09,True,3,0.0012881410075351596,solved,5.520200192434372e-11
FEivo,7,12,3,3.0000000026732216,2.673221644045043e-09,True,3,0.0011339180055074394,solved,1.5126001145246387e-08
FEivw,7,13,3,3.000000014529811,1.4529811132035775e-08,True,3,0.0007470870041288435,solved,3.1742671512350203e-09
FEj\w,7,13,3,2.9999999921720057,-7.827994252807002e-09,True,3,0.0010961320076603442,solved,6.904476990143849e-13
FEj]w,7,13,3,3.000000004502342,4.502342054735209e-09,True,3,0.0008466150029562414,solved,1.8747663316327364e-09
FEj^o,7,13,3,2.9999999723105377,-2.7689462278601695e-08,True,3,0.0009464909962844104,solved,7.245759547913622e-12
FEj^w,7,14,3,3.000000052712886,5.271288605612767e-08,True,3,0.0007078369962982833,solved,7.407594635690748e-09
FEjbo,7,11,3,2.99999999901994,-9.800600331288933e-10,False,3,0.0011814610043074936,solved,4.296050895305715e-12
FEjdg,7,11,3,2.999999999976221,-2.3779200830631453e-11,True,3,0.0014833890018053353,solved,1.9462596109332683e-10
FEjeg,7,11,3,3.000000028424735,2.8424735010190716e-08,True,3,0.0009800760017242283,solved,2.7480855416494215e-09
FEjeo,7,11,3,2.9999999696756823,-3.032431772354016e-08,False,3,0.00125775599735789,solved,7.702172233337023e-12
FEjfG,7,11,3,3.00000000969737,9.697370018102447e-09,True,3,0.0015566970105282962,solved,4.7767683396642196e-09
FEjf_,7,11,3,3.000000000046461,4.64610572237234e-11,True,3,0.001825006998842582,solved,1.6564743660484555e-11
FEjfg,7,12,3,3.000000002156946,2.1569461772230625e-09,True,3,0.0011089809995610267,solved,5.003503588968053e-09
FEjfo,7,12,3,2.999999997249526,-2.7504740707229303e-09,True,3,0.0011608950153458863,solved,1.115379649763835e-09
FEjfw,7,13,3,2.9999999913264217,-8.673578300033569e-09,True,3,0.0007582950056530535,solved,1.3921086505774838e-12
FEjrw,7,13,3,2.9999999747283175,-2.5271682524419248e-08,True,3,0.0009839699778240174,solved,7.807865465281338e-12
FEjtw,7,13,3,3.00000000272046,2.720459857386004e-09,True,3,0.0010822540207300335,solved,6.99715501085571e-10
FEjuw,7,13,3,3.000000009038889,9.038889192680699e-09,True,3,0.0009497010032646358,solved,1.172984187144327e-09
FEjvW,7,13,3,2.999999992508141,-7.491859133068601e-09,True,3,0.0009320940007455647,solved,2.2444268665822165e-12
FEjvg,7,13,3,2.9999999940648525,-5.935147484592562e-09,True,3,0.0009722090035211295,solved,1.0162981567418683e-12
FEjvo,7,13,3,2.9999999820109404,-1.7989059575285182e-08,True,3,0.0009653629967942834,solved,5.565770067050835e-12
FEjvw,7,14,3,2.999999988863363,-1.1136636945963119e-08,True,3,0.0007167820003814995,solved,3.962608019492109e-12
FEj~o,7,14,3,3.0000000118891634,1.1889163431533234e-08,True,3,0.0005881219985894859,solved,3.347524020671284e-09
FEj~w,7,15,3,3.000000000006362,6.362022020311997e-12,True,3,0.0005464350106194615,solved,8.23085734577119e-12
FEl}w,7,14,3,3.0000000021468765,2.1468764543897123e-09,True,3,0.0009596229938324541,solved,1.8680726519984117e-10
FEl~o,7,14,3,3.0000000140023464,1.4002346393482412e-08,True,3,0.0008765590027906001,solved,2.5817891195342467e-09
FEl~w,7,15,3,2.999999995962232,-4.0377678978131826e-09,True,3,0.001176258985651657,solved,6.055156376305604e-13
FEnaw,7,12,3,2.9999999941315343,-5.868465713376736e-09,False,3,0.0014115810045041144,solved,1.910138713867582e-12
FEnbg,7,12,3,2.9999999801723884,-1.9827611552614144e-08,False,3,0.0010874529834836721,solved,5.275335723808894e-12
FEnbo,7,12,3,3.0000000039649883,3.964988337656905e-09,False,3,0.0022304480080492795,solved,3.8153417072579426e-10
FEnbw,7,13,3,2.9999999686599295,-3.1340070538732334e-08,False,3,0.0010837270237971097,solved,8.866574141563888e-12
FEncw,7,12,3,3.000000019348501,1.9348501023586095e-08,False,3,0.000994108006125316,solved,3.349182267735364e-09
FEndg,7,12,3,3.000000019381874,1.9381873883617118e-08,False,3,0.001011028012726456,solved,6.922773653299573e-09
FEnew,7,13,3,2.9999999850058243,-1.4994175678850752e-08,False,3,0.0010850210092030466,solved,4.589661983800397e-12
FEnf_,7,12,3,2.999999999842851,-1.5714896051122196e-10,False,3,0.0009981449984479696,solved,1.6498581458716435e-10
FEnfg,7,13,3,2.9999999951896617,-4.81033834986988e-09,False,3,0.001248006010428071,solved,5.079255223471898e-10
FEnfo,7,13,3,2.9999999966094006,-3.3905993568339454e-09,False,3,0.0011853190080728382,solved,3.758281474418486e-10
FEnfw,7,14,3,3.0000000053923563,5.392356339228854e-09,False,3,0.0009448239870835096,solved,7.778552206997657e-10
FEnvW,7,14,3,2.9999999606340575,-3.936594250575354e-08,True,3,0.0009893369860947132,solved,1.1589840198666934e-11
FEnvg,7,14,3,2.9999999952092526,-4.790747354377345e-09,True,3,0.0008892799960449338,solved,7.418200946253843e-10
FEnvo,7,14,3,2.999999988969418,-1.1030581781312776e-08,True,3,0.0009586359956301749,solved,2.7349233988616106e-12
FEnvw,7,15,3,3.000000007752176,7.752175790187721e-09,True,3,0.0007027829997241497,solved,1.7288548797534025e-09
FEn~w,7,16,3,3.000000001230048,1.2300480634053201e-09,True,3,0.0004656189994420856,solved,2.023321505399384e-09
FEr^o,7,13,3,3.0000000279677628,2.7967762772362903e-08,True,3,0.0012141390179749578,solved,4.9748113941819715e-09
FEr^w,7,14,3,2.9999999891061755,-1.089382450913945e-08,True,3,0.0009958409937098622,solved,2.308264690498163e-12
FErtw,7,13,3,2.9999999963464625,-3.65353747255881e-09,True,3,0.000992348010186106,solved,1.171264788897693e-09
FEruw,7,13,3,2.9999999974234477,-2.5765523048448813e-09,True,3,0.0011045430146623403,solved,2.2602157373148997e-09
FErvW,7,13,3,3.000000007699767,7.699767046176476e-09,True,3,0.0008609920041635633,solved,6.989744880390443e-09
FErvg,7,13,3,2.999999992432778,-7.567221960158577e-09,True,3,0.0016188670124392956,solved,7.0815527880808906e-09
FErvo,7,13,3,3.000000000504074,5.0407411578135e-10,True,3,0.0012398659891914576,solved,5.040273863444183e-10
FErvw,7,14,3,3.000000008489786,8.489786207377392e-09,True,3,0.0009363320132251829,solved,1.1021143486621683e-08
FEr~o,7,14,3,2.999999997672941,-2.3270589899482275e-09,True,3,0.00043540599290281534,solved,1.3437799484331154e-10
FEr~w,7,15,3,2.999999999666119,-3.3388092290920213e-10,True,3,0.00043229199945926666,solved,3.1732672055996813e-11
FEu|w,7,14,3,2.9999999849944894,-1.5005510611842965e-08,True,3,0.0008801310032140464,solved,3.6460834351714766e-12
FEu~g,7,14,3,3.0000000068018062,6.801806229361773e-09,True,3,0.0008702579943928868,solved,2.285674247571204e-09
FEu~o,7,14,3,2.9999999854587918,-1.4541208237517367e-08,True,3,0.0009036379924509674,solved,3.97326616052851e-12
FEu~w,7,15,3,2.999999992922563,-7.077436858793362e-09,True,3,0.0007617109804414213,solved,1.41364095350028e-10
FEv\w,7,14,3,2.9999999764282372,-2.35717627639076e-08,True,3,0.0007639090181328356,solved,7.542633184698389e-12
FEv^o,7,14,3,2.9999999930191708,-6.98082924799337e-09,True,3,0.0009372650238219649,solved,4.1620189977160484e-11
FEv^w,7,15,3,2.9999999793109806,-2.0689019386566088e-08,True,3,0.0006263240065891296,solved,6.476930103360701e-12
FEvvW,7,14,3,3.0000000091123287,9.112328669402814e-09,True,3,0.0006858330161776394,solved,1.3483864285284316e-09
FEvvg,7,14,3,3.0000000132627482,1.3262748232989452e-08,True,3,0.000940491008805111,solved,3.3066405664672087e-09
FEvvo,7,14,3,2.9999999893304614,-1.0669538585972305e-08,True,3,0.0008263869967777282,solved,2.2890578321721478e-12
FEvvw,7,15,3,2.9999999757609985,-2.42390014726368e-08,True,3,0.0007106100092642009,solved,6.091127602303459e-12
FEv~w,7,16,3,2.999999989392173,-1.060782706119312e-08,True,3,0.0006010780052747577,solved,2.7287061499237097e-12
FEzPw,7,12,3,3.0000000005329137,5.329137131582229e-10,True,3,0.001432251010555774,solved,2.65200697115928e-10
FEzSw,7,12,3,2.9999999907645716,-9.235428422016412e-09,True,3,0.0009268780122511089,solved,1.4670487047396819e-12
FEzTg,7,12,3,3.000000000957607,9.576068826788742e-10,False,3,0.0012094659905415028,solved,1.1427898303883122e-10
FEzTw,7,13,3,2.9999999774292108,-2.2570789237619238e-08,True,3,0.0009120780159719288,solved,5.749400955323836e-12
FEzUg,7,12,3,3.0000000030442258,3.044225760362451e-09,True,3,0.0009401369898114353,solved,9.674227727347502e-10
FEzUo,7,12,3,2.9999999933914054,-6.608594560475467e-09,True,3,0.0013794699916616082,solved,9.094947017729282e-13
FEzUw,7,13,3,2.9999999878750057,-1.212499434188885e-08,True,3,0.0009111249819397926,solved,3.913314117198752e-12
FEzVO,7,12,3,3.0000000015622463,1.5622463322984004e-09,True,3,0.0011840829974971712,solved,2.1653897637651477e-10
FEzV_,7,12,3,3.000000004145469,4.14546885707523e-09,True,3,0.0010022080095950514,solved,2.8029122656044067e-09
FEzVg,7,13,3,3.0000000288642745,2.8864274526085865e-08,True,3,0.0008718030003365129,solved,6.8843011294060076e-09
FEzVo,7,13,3,2.999999995611019,-4.388981178493623e-09,True,3,0.0011330080160405487,solved,3.6348074608104423e-10
FEzVw,7,14,3,3.000000004654436,4.6544359477707076e-09,True,3,0.0007642779964953661,solved,1.6926636446042983e-09
FEzeW,7,12,3,3.000000001619864,1.619863798651977e-09,True,3,0.0017849129799287766,solved,1.5000644636426298e-10
FEzfO,7,12,3,3.000000013728604,1.3728604031371106e-08,True,3,0.001452719996450469,solved,1.7120146305751427e-09
FEzfW,7,13,3,2.9999999999173967,-8.260325756737075e-11,True,3,0.0014016279892530292,solved,1.4605077659315388e-09
FEzf_,7,12,3,3.000000008830767,8.830766784484467e-09,True,3,0.0020211730152368546,solved,3.2373953795393854e-09
FEzfo,7,13,3,3.000000008438672,8.43867198341286e-09,True,3,0.0017866900016088039,solved,4.670164008520912e-09
FEzfw,7,14,3,2.999999997361773,-2.638226970219648e-09,True,3,0.0011858770158141851,solved,3.004290217943022e-10
FEznW,7,14,3,2.9999999831663646,-1.6833635374524647e-08,True,3,0.0009610530105419457,solved,4.96269692007445e-12
FEzno,7,14,3,2.999999995869145,-4.130855213446694e-09,True,3,0.0011405450059100986,solved,1.1397549570801857e-12
FEznw,7,15,3,3.000000027056425,2.7056425100369097e-08,True,3,0.0007534339965786785,solved,5.667095096259911e-09
FEzvO,7,13,3,2.9999999793693743,-2.0630625652273693e-08,True,3,0.0010620079992804676,solved,4.102052031385028e-12
FEzvg,7,14,3,2.999999982563521,-1.743647892737954e-08,True,3,0.0008693250128999352,solved,5.477174269685747e-12
FEzvo,7,14,3,2.9999999882365826,-1.176341735131814e-08,True,3,0.000976504001300782,solved,2.5268676040468563e-12
FEzvw,7,15,3,2.999999993554257,-6.44574305042056e-09,True,3,0.0007173139892984182,solved,3.2286325017881077e-10
FEz~w,7,16,3,2.999999953076808,-4.692319199861572e-08,True,3,0.0005052720080129802,solved,1.645839020625317e-11
FE~tw,7,15,3,3.0000000351102227,3.51102227291733e-08,True,3,0.0006789419858250767,solved,5.740874534379848e-09
FE~uw,7,15,3,2.9999999803461113,-1.9653888738702108e-08,True,3,0.0007266929897014052,solved,5.5779825203217115e-12
FE~vW,7,15,3,2.9999999455197424,-5.4480257638545027e-08,True,3,0.0005827469867654145,solved,1.694822060471779e-11
FE~vo,7,15,3,2.9999999828505772,-1.7149422770756928e-08,True,3,0.0006463910103775561,solved,4.321210056446034e-12
FE~vw,7,16,3,3.0000000486432765,4.864327651787903e-08,True,3,0.0004721769946627319,solved,6.5144573116519836e-09
FE~~w,7,17,3,3.000000000893345,8.933449535675209e-10,True,3,0.0004093460156582296,solved,7.830056274613292e-10
FFzeo,7,13,3,2.9999999991301762,-8.698237685678123e-10,True,3,0.0013351520174182951,solved,1.5195180971870886e-10
FFzf_,7,13,3,2.999999998843564,-1.1564358359805738e-09,True,3,0.0004150629974901676,solved,6.439293542825908e-14
FFzfo,7,14,3,3.000000001924763,1.9247630156371542e-09,True,3,0.0005693539860658348,solved,2.015132835846571e-10
FFzfw,7,15,3,3.0000000000080993,8.099299009245442e-12,True,3,0.0002125999890267849,solved,7.287631856407651e-13
FFzvO,7,14,3,3.00000000023618,2.361799644745588e-10,True,3,0.000435937981819734,solved,6.014692916172075e-11
FFzvg,7,15,3,3.000000000011356,1.1355805185075951e-11,True,3,0.00042924299486912787,solved,1.0142564899922047e-12
FFzvo,7,15,3,3.000000000010235,1.0234924019414393e-11,True,3,0.00046940799802541733,solved,1.1054771331974562e-12
FFzvw,7,16,3,2.999999955884865,-4.411513510049758e-08,True,3,0.0003457890124991536,solved,1.2223386250089792e-09
FFz~o,7,16,3,3.000000001906146,1.90614590778182e-09,True,3,0.00033856998197734356,solved,1.9062372490199888e-10
FFz~w,7,17,3,2.9999999718677706,-2.8132229434874034e-08,True,3,0.00023862399393692613,solved,6.894487913174272e-11
FF~~w,7,18,3,3.0000000031289145,3.128914460859278e-09,True,3,0.0002130290085915476,solved,5.294439338671425e-10
FQhV?,7,9,3,2.9999999799421015,-2.0057898453273992e-08,True,3,0.0010487419785931706,solved,3.231082068566593e-12
FQhVO,7,10,2,2.0000000131411984,1.314119835171823e-08,True,2,0.0014475939969997853,solved,1.8773872263646435e-09
FQhV_,7,10,3,2.999999999553057,-4.469429271125591e-10,True,3,0.0016200339887291193,solved,4.485365452400809e-11
FQhVo,7,11,2,1.99999998868647,-1.131352989069967e-08,True,2,0.0015123310149647295,solved,8.659739592076221e-13
FQhVw,7,12,2,1.9999999977528713,-2.2471287053349442e-09,True,2,0.00038649901398457587,solved,3.686163514037275e-11
FQinO,7,11,3,3.000000000935955,9.359548691634245e-10,True,3,0.0016966150142252445,solved,1.3180544207634047e-10
FQinW,7,12,2,1.9999999989396011,-1.0603988798152386e-09,True,2,0.0014909550081938505,solved,6.328271240363392e-15
FQino,7,12,2,2.000000000431793,4.3179282371852423e-10,True,2,0.001761446997988969,solved,6.170614276360128e-11
FQinw,7,13,2,2.000000012385552,1.2385552139448919e-08,True,2,0.000882380991242826,solved,1.9776838389596457e-09
FQjR_,7,10,3,3.000000002728083,2.72808309276229e-09,False,3,0.0012010829814244062,solved,3.5139101926523765e-10
FQjRo,7,11,2,2.2360679662281155,0.23606796622811554,False,3,0.001175704994238913,solved,5.3339666017393483e-11
FQjUg,7,11,2,2.0000000161729727,1.6172972738814906e-08,True,2,0.001173116994323209,solved,2.310528844658986e-09
FQjVG,7,11,3,3.0000000012008288,1.2008287697540254e-09,True,3,0.0012430789938662201,solved,1.640361605592718e-10
FQjVO,7,11,2,1.999999994190193,-5.809807079870666e-09,True,2,0.0010674540244508535,solved,2.473576898864849e-13
FQjV_,7,11,3,3.000000005531298,5.5312980862254335e-09,True,3,0.0010582089889794588,solved,2.6777883577948625e-09
FQjVg,7,12,2,2.000000000971875,9.718750249021468e-10,True,2,0.0013500149943865836,solved,1.3882553941980933e-10
FQjVo,7,12,2,2.0000000014740795,1.474079525110028e-09,True,2,0.0014890359889250249,solved,2.1060829399742056e-10
FQjVw,7,13,2,1.9999999993137192,-6.862808099583617e-10,True,2,0.0007683190051466227,solved,2.5512309752458695e-10
FQjdg,7,11,3,2.99999999624913,-3.750869836949278e-09,True,3,0.0009639470081310719,solved,6.664668816824815e-13
FQjdo,7,11,3,2.9999999986940846,-1.3059153758376851e-09,False,3,0.0012881099828518927,solved,1.1592664069470338e-10
FQjdw,7,12,3,2.9999999911957658,-8.804234230552765e-09,True,3,0.0011324509978294373,solved,2.0720092308579297e-12
FQjew,7,12,3,3.0000000350764755,3.5076475501938376e-08,True,3,0.0009786270093172789,solved,6.295930527581784e-09
FQjfG,7,11,3,3.000000012766067,1.2766066870284476e-08,True,3,0.0010615359933581203,solved,1.4014980317249434e-09
FQjfW,7,12,3,3.000000014745979,1.474597910444686e-08,True,3,0.001002700999379158,solved,2.35666002458221e-09
FQjfg,7,12,3,3.0000000134335623,1.343356226257697e-08,True,3,0.0010921409993898124,solved,2.387173164362018e-09
FQjfo,7,12,3,3.000000014685203,1.468520283154362e-08,True,3,0.0011368890118319541,solved,1.3448272842999471e-09
FQjfw,7,13,3,3.000000003326383,3.3263831689112067e-09,True,3,0.000991377019090578,solved,6.781473342261551e-10
FQjlw,7,13,2,1.9999999915200743,-8.479925650561881e-09,True,2,0.0015034950047265738,solved,6.417089082333405e-13
FQjnW,7,13,2,2.000000001056009,1.0560090579758707e-09,True,2,0.0015597600140608847,solved,1.5085281108716814e-10
FQjno,7,13,2,1.9999999983420245,-1.6579755346413094e-09,True,2,0.0014939020038582385,solved,6.772360450213455e-14
FQjnw,7,14,2,1.999999997114837,-2.8851629974013804e-09,True,2,0.001187888003187254,solved,9.992007221626409e-15
FQjuw,7,13,2,2.0000000032843537,3.284353677912577e-09,True,2,0.0013868240057490766,solved,4.691795579381576e-10
FQjvW,7,13,2,1.9999999838797002,-1.61202997617238e-08,True,2,0.001370940008200705,solved,4.432010314303625e-13
FQjvg,7,13,2,1.9999999881395683,-1.1860431747834355e-08,True,2,0.0014777729811612517,solved,1.0436096431476471e-12
FQjvo,7,13,2,1.9999999977710186,-2.2289814438636313e-09,True,2,0.0015620189951732755,solved,5.10702591327572e-14
FQjvw,7,14,2,2.0000000059092473,5.909247313695687e-09,True,2,0.0009627359977457672,solved,9.347059884670686e-10
FQj~o,7,14,2,2.0000000012356343,1.235634261576024e-09,True,2,0.000670592999085784,solved,1.7643553285040525e-10
FQj~w,7,15,2,2.0000000009803167,9.803167166921867e-10,True,2,0.0005620990123134106,solved,2.6257383507061194e-10
FQyqw,7,12,2,2.2360679800288583,0.23606798002885832,False,3,0.0013129589788150042,solved,3.569505717297465e-10
FQytW,7,12,2,2.236067973883818,0.23606797388381784,False,3,0.0016831709945108742,solved,1.6653345369377348e-15
FQyuW,7,12,3,2.9999999803279205,-1.9672079520915986e-08,False,3,0.0010650479816831648,solved,6.212030889685138e-12
FQyuo,7,12,2,2.2360679855286754,0.23606798552867536,False,3,0.0014331770071294159,solved,1.647194347798111e-09
FQyuw,7,13,2,2.236067974997574,0.23606797499757404,False,3,0.001492857001721859,solved,2.738995724298448e-10
FQyvO,7,12,2,2.236067975591958,0.23606797559195813,False,3,0.001552116998936981,solved,1.2179146580137967e-13
FQyvW,7,13,2,2.2360679757062787,0.2360679757062787,False,3,0.001385503011988476,solved,7.663137999022456e-10
FQyv_,7,12,3,2.999999999199495,-8.005049956238963e-10,False,3,0.0011945900041610003,solved,9.252405567856234e-11
FQyvo,7,13,2,2.236067976534036,0.2360679765340361,False,3,0.0012612760183401406,solved,2.8135183894570355e-10
