rank,graph6,n,edges,alpha,theta_hi,delta_hi,theta_bulk,solver_diff,pr_hi,status_hi,perfect,chi_comp
609,HCdebRE,9,15,3,3.3176672364,0.3176672364,3.317667208924742,2.749e-08,5.438e-09,optimal,False,4
610,HCp`ejh,9,16,3,3.3176672360,0.3176672360,3.317667214910048,2.112e-08,5.110e-09,optimal,False,4
611,HCp`fQt,9,16,3,3.3176672358,0.3176672358,3.3176672139512724,2.190e-08,4.123e-09,optimal,False,4
612,HCp`eju,9,17,3,3.3176672358,0.3176672358,3.3176672166972367,1.907e-08,3.862e-09,optimal,False,4
613,HCp`ej},9,18,3,3.3176672353,0.3176672353,3.3176672040454207,3.122e-08,4.113e-09,optimal,False,4
614,HCp`fj\,9,18,3,3.3176672352,0.3176672352,3.3176672008455688,3.440e-08,6.159e-09,optimal,False,4
615,HCp`er\,9,17,3,3.3176672352,0.3176672352,3.317667208685218,2.654e-08,4.814e-09,optimal,False,4
616,HCp`fRj,9,17,3,3.3176672349,0.3176672349,3.3176672053275205,2.959e-08,5.143e-09,optimal,False,4
617,HCp`fP^,9,17,3,3.3176672348,0.3176672348,3.3176671974208403,3.742e-08,5.807e-09,optimal,False,4
618,HCp`eq|,9,17,3,3.3176672340,0.3176672340,3.3176672122478745,2.178e-08,3.448e-09,optimal,False,4
619,HCQbQrc,9,14,3,3.3176672328,0.3176672328,3.3176672137099876,1.909e-08,3.299e-09,optimal,False,4
620,HCQbQqu,9,15,3,3.3176672328,0.3176672328,3.3176672141716668,1.861e-08,3.254e-09,optimal,False,4
621,HCQbQqs,9,14,3,3.3176672326,0.3176672326,3.3176672284821938,4.121e-09,4.909e-09,optimal,False,4
622,HCp`fR],9,17,3,3.3176672324,0.3176672324,3.317667212152113,2.024e-08,5.503e-09,optimal,False,4
623,HCp`erM,9,16,3,3.3176672322,0.3176672322,3.3176672049745197,2.727e-08,4.386e-09,optimal,False,4
624,HCp`fQe,9,15,3,3.3176672322,0.3176672322,3.317667215532906,1.668e-08,5.192e-09,optimal,False,4
625,HCQvBP[,9,15,3,3.3176672320,0.3176672320,3.317667220644863,1.138e-08,3.691e-09,optimal,False,4
626,HCp`eit,9,16,3,3.3176672320,0.3176672320,3.317667199884167,3.213e-08,5.398e-09,optimal,False,4
627,H?bB@Rs,9,12,4,4.3176672317,0.3176672317,4.31766720539507,2.632e-08,4.305e-09,optimal,False,5
628,HCp`ejw,9,16,3,3.3176672317,0.3176672317,3.3176672267635525,4.940e-09,4.756e-09,optimal,False,4
629,HCQbQpj,9,15,3,3.3176672315,0.3176672315,3.317667231302303,1.647e-10,2.697e-09,optimal,False,4
630,HCQbQrr,9,16,3,3.3176672315,0.3176672315,3.317667219078158,1.238e-08,4.593e-09,optimal,False,4
631,HCp`fQ^,9,17,3,3.3176672311,0.3176672311,3.3176672073653735,2.378e-08,5.202e-09,optimal,False,4
632,HCp`fOm,9,15,3,3.3176672311,0.3176672311,3.317667220809219,1.029e-08,3.483e-09,optimal,False,4
633,HCQbQpz,9,16,3,3.3176672310,0.3176672310,3.317667209758139,2.120e-08,2.619e-09,optimal,False,4
634,HCp`frN,9,18,3,3.3176672309,0.3176672309,3.317667200395176,3.055e-08,3.180e-09,optimal,False,4
635,HCp`fR|,9,18,3,3.3176672307,0.3176672307,3.31766719561744,3.510e-08,6.014e-09,optimal,False,4
636,H?bB@R{,9,13,4,4.3176672306,0.3176672306,4.317667214875249,1.576e-08,4.786e-09,optimal,False,5
637,HCQbQr],9,16,3,3.3176672303,0.3176672303,3.317667210206606,2.006e-08,2.732e-09,optimal,False,4
638,HCp`ei\,9,16,3,3.3176672298,0.3176672298,3.317667213123752,1.665e-08,4.557e-09,optimal,False,4
639,HCp`fRv,9,18,3,3.3176672286,0.3176672286,3.3176672063748773,2.223e-08,4.812e-09,optimal,False,4
640,HCp`erL,9,16,3,3.3176672285,0.3176672285,3.31766721000818,1.854e-08,4.859e-09,optimal,False,4
641,HCp`fQu,9,16,3,3.3176672283,0.3176672283,3.3176672089082895,1.939e-08,4.367e-09,optimal,False,4
642,HCOe`Ys,9,13,3,3.3176672280,0.3176672280,3.317667217415833,1.062e-08,2.228e-09,optimal,False,4
643,HCp`fjw,9,17,3,3.3176672277,0.3176672277,3.3176672083040715,1.943e-08,2.132e-09,optimal,False,4
644,HCp`eh{,9,16,3,3.3176672275,0.3176672275,3.317667219308515,8.182e-09,4.091e-09,optimal,False,4
645,HCQbQpy,9,15,3,3.3176672272,0.3176672272,3.3176672129064797,1.427e-08,2.895e-09,optimal,False,4
646,HCp`fjn,9,19,3,3.3176672270,0.3176672270,3.317667209322506,1.767e-08,3.136e-09,optimal,False,4
647,HCQbQpi,9,14,3,3.3176672269,0.3176672269,3.3176672187694924,8.089e-09,1.695e-09,optimal,False,4
648,HCp`fRN,9,17,3,3.3176672266,0.3176672266,3.3176672146942883,1.189e-08,3.949e-09,optimal,False,4
649,HCp`fRz,9,18,3,3.3176672262,0.3176672262,3.31766721058514,1.562e-08,4.372e-09,optimal,False,4
650,HCp`fR\,9,17,3,3.3176672261,0.3176672261,3.3176672100275626,1.608e-08,2.303e-09,optimal,False,4
651,HCp`ejz,9,18,3,3.3176672261,0.3176672261,3.3176672024084537,2.367e-08,2.816e-09,optimal,False,4
652,HCp`eir,9,16,3,3.3176672261,0.3176672261,3.3176672198931163,6.175e-09,2.383e-09,optimal,False,4
653,HCp`fim,9,17,3,3.3176672258,0.3176672258,3.3176672509471103,2.512e-08,2.358e-09,optimal,False,4
654,HCQdbPY,9,14,3,3.3176672256,0.3176672256,3.3176672088068675,1.684e-08,2.896e-09,optimal,False,4
655,HCp`eiu,9,16,3,3.3176672256,0.3176672256,3.317667195622823,2.993e-08,2.211e-09,optimal,False,4
656,HCp`ep{,9,16,3,3.3176672254,0.3176672254,3.3176672067705506,1.860e-08,5.009e-09,optimal,False,4
657,HCp`fQ~,9,18,3,3.3176672248,0.3176672248,3.3176672080020553,1.678e-08,3.339e-09,optimal,False,4
658,HCp`er},9,18,3,3.3176672247,0.3176672247,3.317667207751928,1.691e-08,4.340e-09,optimal,False,4
659,HCp`fRZ,9,17,3,3.3176672246,0.3176672246,3.3176672309930155,6.355e-09,4.282e-09,optimal,False,4
660,HCQbQp},9,16,3,3.3176672246,0.3176672246,3.317667212011404,1.256e-08,3.186e-09,optimal,False,4
661,HCp`fR^,9,18,3,3.3176672245,0.3176672245,3.3176672060438728,1.848e-08,3.509e-09,optimal,False,4
662,HCp`fR{,9,17,3,3.3176672242,0.3176672242,3.3176672042241644,1.993e-08,3.591e-09,optimal,False,4
663,HCp`fPz,9,17,3,3.3176672238,0.3176672238,3.317667214322828,9.525e-09,2.894e-09,optimal,False,4
664,HCp`epu,9,16,3,3.3176672236,0.3176672236,3.317667210488783,1.307e-08,1.615e-09,optimal,False,4
665,HCp`erv,9,18,3,3.3176672235,0.3176672235,3.317667204977176,1.854e-08,4.235e-09,optimal,False,4
666,HCQbQrf,9,16,3,3.3176672234,0.3176672234,3.3176672247461947,1.338e-09,2.032e-09,optimal,False,4
667,H?bB@RW,9,11,4,4.3176672234,0.3176672234,4.317667208669165,1.472e-08,2.288e-09,optimal,False,5
668,HCp`ejq,9,16,3,3.3176672233,0.3176672233,3.3176672063103054,1.702e-08,2.710e-09,optimal,False,4
669,HCp`er^,9,18,3,3.3176672231,0.3176672231,3.3176672035576,1.955e-08,4.308e-09,optimal,False,4
670,HCp`fr],9,18,3,3.3176672230,0.3176672230,3.3176672049921803,1.798e-08,1.971e-09,optimal,False,4
671,HCp`ejj,9,17,3,3.3176672229,0.3176672229,3.3176672459919265,2.305e-08,2.134e-09,optimal,False,4
672,HCp`fRf,9,17,3,3.3176672227,0.3176672227,3.317667208240941,1.441e-08,4.974e-09,optimal,False,4
673,HCp`fjz,9,19,3,3.3176672226,0.3176672226,3.317667210197222,1.236e-08,2.209e-09,optimal,False,4
674,HCp`erU,9,16,3,3.3176672225,0.3176672225,3.3176672067102952,1.582e-08,2.514e-09,optimal,False,4
675,HCp`epv,9,17,3,3.3176672225,0.3176672225,3.3176672083060734,1.418e-08,2.498e-09,optimal,False,4
676,HCp`fP|,9,17,3,3.3176672225,0.3176672225,3.317667211435249,1.102e-08,3.830e-09,optimal,False,4
677,HCp`fj[,9,17,3,3.3176672220,0.3176672220,3.3176672070308615,1.501e-08,5.586e-09,optimal,False,4
678,HCp`fRm,9,17,3,3.3176672220,0.3176672220,3.317667205544911,1.647e-08,3.209e-09,optimal,False,4
679,HCp`fRe,9,16,3,3.3176672215,0.3176672215,3.317667218126265,3.421e-09,2.061e-09,optimal,False,4
680,HCp`fRx,9,17,3,3.3176672215,0.3176672215,3.317667216475371,5.070e-09,3.953e-09,optimal,False,4
681,HCp`fR[,9,16,3,3.3176672213,0.3176672213,3.317667211432728,9.912e-09,2.278e-09,optimal,False,4
682,HCp`fZ~,9,20,3,3.3176672212,0.3176672212,3.3176671979549965,2.326e-08,2.886e-09,optimal,False,4
683,HCQbQrq,9,15,3,3.3176672212,0.3176672212,3.3176672095772446,1.163e-08,2.006e-09,optimal,False,4
684,HCp`fRu,9,17,3,3.3176672211,0.3176672211,3.317667208637024,1.247e-08,2.422e-09,optimal,False,4
685,HCQbQqf,9,15,3,3.3176672210,0.3176672210,3.3176671985646853,2.247e-08,1.717e-09,optimal,False,4
686,HCQbQri,9,15,3,3.3176672210,0.3176672210,3.3176672052457303,1.572e-08,2.635e-09,optimal,False,4
687,HCp`epl,9,16,3,3.3176672209,0.3176672209,3.3176672097611712,1.116e-08,4.856e-09,optimal,False,4
688,HCp`fP],9,16,3,3.3176672208,0.3176672208,3.3176672141915136,6.599e-09,1.720e-09,optimal,False,4
689,HCp`fPn,9,17,3,3.3176672207,0.3176672207,3.317667214521999,6.225e-09,4.745e-09,optimal,False,4
690,HCp`fQq,9,15,3,3.3176672207,0.3176672207,3.3176672224197867,1.709e-09,2.132e-09,optimal,False,4
691,HCp`equ,9,16,3,3.3176672206,0.3176672206,3.317667211422824,9.141e-09,2.823e-09,optimal,False,4
692,HCp`eqn,9,17,3,3.3176672204,0.3176672204,3.3176672131423444,7.244e-09,1.614e-09,optimal,False,4
693,HCp`ejr,9,17,3,3.3176672204,0.3176672204,3.317667206706676,1.367e-08,2.570e-09,optimal,False,4
694,HCQbRpe,9,15,3,3.3176672203,0.3176672203,3.3176672179687565,2.373e-09,2.400e-09,optimal,False,4
695,HCp`fRn,9,18,3,3.3176672202,0.3176672202,3.317667202019741,1.814e-08,2.640e-09,optimal,False,4
696,HCp`fQv,9,17,3,3.3176672201,0.3176672201,3.317667208884989,1.126e-08,2.266e-09,optimal,False,4
697,HCp`fj],9,18,3,3.3176672201,0.3176672201,3.317667203189074,1.692e-08,2.919e-09,optimal,False,4
698,HCp`erl,9,17,3,3.3176672200,0.3176672200,3.3176672107681227,9.260e-09,3.723e-09,optimal,False,4
699,HCp`fRV,9,17,3,3.3176672200,0.3176672200,3.3176672068355963,1.312e-08,3.880e-09,optimal,False,4
700,HCQbQrk,9,15,3,3.3176672199,0.3176672199,3.3176672149741013,4.971e-09,1.939e-09,optimal,False,4
701,HCp`erk,9,16,3,3.3176672198,0.3176672198,3.3176672085657564,1.127e-08,3.245e-09,optimal,False,4
702,HCp`eqm,9,16,3,3.3176672194,0.3176672194,3.3176672091169666,1.031e-08,1.725e-09,optimal,False,4
703,HCp`ers,9,16,3,3.3176672194,0.3176672194,3.317667205510545,1.391e-08,2.756e-09,optimal,False,4
704,HCp`fRY,9,16,3,3.3176672194,0.3176672194,3.317667208621789,1.078e-08,3.489e-09,optimal,False,4
705,HCp`ei},9,17,3,3.3176672194,0.3176672194,3.317667211788949,7.590e-09,4.541e-09,optimal,False,4
706,HCp`fjy,9,18,3,3.3176672192,0.3176672192,3.317667206552268,1.270e-08,1.336e-09,optimal,False,4
707,HCp`eij,9,16,3,3.3176672192,0.3176672192,3.317667214013943,5.194e-09,1.063e-09,optimal,False,4
708,H?b@b_w,9,11,4,4.3176672189,0.3176672189,4.317667207203705,1.170e-08,1.508e-09,optimal,False,5
709,HCp`fYz,9,18,3,3.3176672188,0.3176672188,3.317667202588045,1.619e-08,3.350e-09,optimal,False,4
710,HCp`fQ],9,16,3,3.3176672188,0.3176672188,3.317667202281692,1.648e-08,1.658e-09,optimal,False,4
711,HCp`fP{,9,16,3,3.3176672187,0.3176672187,3.317667206478154,1.218e-08,2.862e-09,optimal,False,4
712,HCp`eiy,9,16,3,3.3176672184,0.3176672184,3.3176672115599737,6.888e-09,1.788e-09,optimal,False,4
713,HCQbQqU,9,14,3,3.3176672184,0.3176672184,3.3176671968241704,2.155e-08,1.514e-09,optimal,False,4
714,HCQbQr{,9,16,3,3.3176672183,0.3176672183,3.3176672123655657,5.885e-09,1.197e-09,optimal,False,4
715,HCp`fZ{,9,18,3,3.3176672182,0.3176672182,3.3176672065396158,1.170e-08,5.242e-09,optimal,False,4
716,HCp`ehl,9,16,3,3.3176672182,0.3176672182,3.3176672022053153,1.600e-08,1.742e-09,optimal,False,4
717,HCp`fPv,9,17,3,3.3176672182,0.3176672182,3.317667203647951,1.455e-08,1.591e-09,optimal,False,4
718,HCQbQry,9,16,3,3.3176672182,0.3176672182,3.317667217627407,5.614e-10,1.774e-09,optimal,False,4
719,HCp`fr},9,19,3,3.3176672181,0.3176672181,3.3176672015395545,1.660e-08,1.949e-09,optimal,False,4
720,HCp`fPN,9,16,3,3.3176672181,0.3176672181,3.3176672192886665,1.197e-09,2.101e-09,optimal,False,4
721,HCQTbRK,9,14,3,3.3176672181,0.3176672181,3.3176672077030664,1.038e-08,1.774e-09,optimal,False,4
722,HCp`fOn,9,16,3,3.3176672180,0.3176672180,3.3176672151596702,2.830e-09,2.539e-09,optimal,False,4
723,HCp`eqf,9,16,3,3.3176672179,0.3176672179,3.3176672164393834,1.464e-09,1.190e-09,optimal,False,4
724,HCQbQrj,9,16,3,3.3176672179,0.3176672179,3.3176672091639863,8.711e-09,1.284e-09,optimal,False,4
725,HCp`fRt,9,17,3,3.3176672178,0.3176672178,3.3176672097550743,8.007e-09,4.486e-09,optimal,False,4
726,HCp`fzv,9,20,3,3.3176672178,0.3176672178,3.3176671995371394,1.822e-08,1.800e-09,optimal,False,4
727,HCp`fj},9,19,3,3.3176672176,0.3176672176,3.3176672050105696,1.261e-08,1.797e-09,optimal,False,4
728,HCQbQrN,9,16,3,3.3176672176,0.3176672176,3.3176672114881534,6.118e-09,3.235e-09,optimal,False,4
729,HCp`fi],9,17,3,3.3176672176,0.3176672176,3.317667206040946,1.152e-08,1.481e-09,optimal,False,4
730,HCp`epf,9,16,3,3.3176672175,0.3176672175,3.3176672077289764,9.721e-09,1.185e-09,optimal,False,4
731,HCQbQqR,9,14,3,3.3176672172,0.3176672172,3.3176672103074036,6.886e-09,1.547e-09,optimal,False,4
732,HCp`fj~,9,20,3,3.3176672172,0.3176672172,3.317667202628966,1.456e-08,1.479e-09,optimal,False,4
733,HCp`er],9,17,3,3.3176672171,0.3176672171,3.317667213835407,3.298e-09,3.016e-09,optimal,False,4
734,H?bB@Qo,9,10,4,4.3176672170,0.3176672170,4.31766718779529,2.918e-08,1.779e-09,optimal,False,5
735,HCp`ejT,9,16,3,3.3176672169,0.3176672169,3.317667208394689,8.463e-09,1.866e-09,optimal,False,4
736,HCp`fQx,9,16,3,3.3176672167,0.3176672167,3.3176672191724648,2.468e-09,1.114e-09,optimal,False,4
737,HCp`fR},9,18,3,3.3176672167,0.3176672167,3.317667216613401,8.330e-11,1.736e-09,optimal,False,4
738,HCp`fQs,9,15,3,3.3176672166,0.3176672166,3.317667211720712,4.896e-09,8.838e-10,optimal,False,4
739,HCp`ept,9,16,3,3.3176672166,0.3176672166,3.3176672124327733,4.170e-09,1.969e-09,optimal,False,4
740,HCp`fRr,9,17,3,3.3176672165,0.3176672165,3.317667201149068,1.534e-08,4.199e-09,optimal,False,4
741,HCp`ei{,9,16,3,3.3176672164,0.3176672164,3.3176672106695366,5.759e-09,2.126e-09,optimal,False,4
742,HCQbQr~,9,18,3,3.3176672163,0.3176672163,3.3176672045584694,1.173e-08,9.122e-10,optimal,False,4
743,H?bB@Ry,9,13,4,4.3176672163,0.3176672163,4.31766721749602,1.211e-09,1.495e-09,optimal,False,5
744,HCp`frM,9,17,3,3.3176672163,0.3176672163,3.317667208559271,7.723e-09,1.145e-09,optimal,False,4
745,HCp`fPV,9,16,3,3.3176672162,0.3176672162,3.3176672069807,9.183e-09,2.528e-09,optimal,False,4
746,HCp`fPq,9,15,3,3.3176672160,0.3176672160,3.31766721748703,1.477e-09,1.540e-09,optimal,False,4
747,HCp`ejt,9,17,3,3.3176672158,0.3176672158,3.3176672069920414,8.813e-09,1.958e-09,optimal,False,4
748,HCp`ei~,9,18,3,3.3176672158,0.3176672158,3.317667201301599,1.450e-08,1.773e-09,optimal,False,4
749,HCp`fQ},9,17,3,3.3176672157,0.3176672157,3.3176672056724037,1.006e-08,1.250e-09,optimal,False,4
750,HCRcrQp,9,15,3,3.3176672156,0.3176672156,3.317667214641182,9.408e-10,2.130e-09,optimal,False,4
751,HCp`fQy,9,16,3,3.3176672155,0.3176672155,3.317667211897228,3.641e-09,2.256e-09,optimal,False,4
752,HCp`fPm,9,16,3,3.3176672155,0.3176672155,3.317667208671327,6.865e-09,1.552e-09,optimal,False,4
753,HCp`eqv,9,17,3,3.3176672155,0.3176672155,3.317667219587185,4.052e-09,1.292e-09,optimal,False,4
754,HCp`fP~,9,18,3,3.3176672155,0.3176672155,3.3176672030539334,1.240e-08,1.553e-09,optimal,False,4
755,HCp`eik,9,15,3,3.3176672153,0.3176672153,3.3176672172813477,1.937e-09,6.398e-10,optimal,False,4
756,HCp`fXz,9,18,3,3.3176672153,0.3176672153,3.3176672046533517,1.069e-08,1.866e-09,optimal,False,4
757,HCp`fRy,9,17,3,3.3176672152,0.3176672152,3.3176672066866133,8.547e-09,4.298e-09,optimal,False,4
758,HCp`ejd,9,16,3,3.3176672152,0.3176672152,3.317667212107098,3.092e-09,1.076e-09,optimal,False,4
759,HCQbQpe,9,14,3,3.3176672151,0.3176672151,3.317667211306506,3.764e-09,1.143e-09,optimal,False,4
760,HCp`fY},9,18,3,3.3176672150,0.3176672150,3.3176672016504356,1.335e-08,4.495e-09,optimal,False,4
761,HCp`frV,9,18,3,3.3176672149,0.3176672149,3.3176672045806668,1.030e-08,1.403e-09,optimal,False,4
762,HCp`fr~,9,20,3,3.3176672147,0.3176672147,3.317667206412214,8.324e-09,2.160e-09,optimal,False,4
763,HCp`fPu,9,16,3,3.3176672147,0.3176672147,3.317667191580402,2.315e-08,1.710e-09,optimal,False,4
764,HCp`fz|,9,20,3,3.3176672145,0.3176672145,3.3176672030986456,1.136e-08,1.767e-09,optimal,False,4
765,HCp`fr{,9,18,3,3.3176672145,0.3176672145,3.317667206693884,7.758e-09,1.029e-09,optimal,False,4
766,HCp`frl,9,18,3,3.3176672144,0.3176672144,3.3176672028579586,1.155e-08,2.493e-09,optimal,False,4
767,HCp`er|,9,18,3,3.3176672144,0.3176672144,3.3176671934929094,2.091e-08,1.315e-09,optimal,False,4
768,HCp`fPt,9,16,3,3.3176672142,0.3176672142,3.3176672157535188,1.586e-09,2.840e-09,optimal,False,4
769,HCp`erf,9,17,3,3.3176672141,0.3176672141,3.317667215401968,1.273e-09,1.727e-09,optimal,False,4
770,HCp`fjm,9,18,3,3.3176672140,0.3176672140,3.317667200743197,1.327e-08,1.911e-09,optimal,False,4
771,HCp`frv,9,19,3,3.3176672140,0.3176672140,3.3176672027938667,1.121e-08,1.044e-09,optimal,False,4
772,HCp`ere,9,16,3,3.3176672140,0.3176672140,3.317667213284318,6.834e-10,1.039e-09,optimal,False,4
773,HCQbQqr,9,15,3,3.3176672140,0.3176672140,3.317667211180606,2.779e-09,9.590e-10,optimal,False,4
774,HCp`fP},9,17,3,3.3176672138,0.3176672138,3.3176672070728306,6.710e-09,1.127e-09,optimal,False,4
775,HCp`ern,9,18,3,3.3176672137,0.3176672137,3.3176671963191726,1.738e-08,2.628e-09,optimal,False,4
776,HCp`eiz,9,17,3,3.3176672136,0.3176672136,3.3176672029897287,1.059e-08,1.674e-09,optimal,False,4
777,HCp`fji,9,17,3,3.3176672136,0.3176672136,3.317667239729974,2.615e-08,1.447e-09,optimal,False,4
778,HCp`fq|,9,18,3,3.3176672135,0.3176672135,3.317667203455242,1.009e-08,1.833e-09,optimal,False,4
779,HCp`fRq,9,16,3,3.3176672135,0.3176672135,3.317667200290479,1.323e-08,1.069e-09,optimal,False,4
780,HCp`fre,9,17,3,3.3176672135,0.3176672135,3.3176672081799294,5.300e-09,6.266e-10,optimal,False,4
781,H?bB@Ro,9,11,4,4.3176672135,0.3176672135,4.317667209783933,3.678e-09,9.562e-10,optimal,False,5
782,HCp`fRl,9,17,3,3.3176672134,0.3176672134,3.317667213039808,3.457e-10,1.171e-09,optimal,False,4
783,HCp`fpu,9,17,3,3.3176672134,0.3176672134,3.3176672046044393,8.777e-09,1.120e-09,optimal,False,4
784,HCp`erm,9,17,3,3.3176672134,0.3176672134,3.317667210512019,2.845e-09,9.001e-10,optimal,False,4
785,HCp`ej~,9,19,3,3.3176672134,0.3176672134,3.3176672076565725,5.694e-09,1.880e-09,optimal,False,4
786,HCp`eru,9,17,3,3.3176672133,0.3176672133,3.3176672080895577,5.206e-09,5.096e-09,optimal,False,4
787,HCp`frn,9,19,3,3.3176672130,0.3176672130,3.317667196754744,1.629e-08,1.528e-09,optimal,False,4
788,HCp`ei|,9,17,3,3.3176672129,0.3176672129,3.3176672139274355,9.885e-10,1.663e-09,optimal,False,4
789,HCp`fRU,9,16,3,3.3176672129,0.3176672129,3.3176672044467987,8.426e-09,1.071e-09,optimal,False,4
790,HCQbQr},9,17,3,3.3176672128,0.3176672128,3.3176672032242696,9.562e-09,7.873e-10,optimal,False,4
791,HCp`fPZ,9,16,3,3.3176672128,0.3176672128,3.3176672156961344,2.915e-09,1.545e-09,optimal,False,4
792,H?bB@Rw,9,12,4,4.3176672127,0.3176672127,4.317667205336437,7.361e-09,6.622e-10,optimal,False,5
793,HCp`frU,9,17,3,3.3176672127,0.3176672127,3.3176672095768938,3.081e-09,1.401e-09,optimal,False,4
794,HCp`fjj,9,18,3,3.3176672126,0.3176672126,3.3176672125806763,5.817e-11,1.042e-09,optimal,False,4
795,HCp`fRQ,9,15,3,3.3176672126,0.3176672126,3.3176672136254455,1.000e-09,1.420e-09,optimal,False,4
796,HCp`fRS,9,15,3,3.3176672125,0.3176672125,3.3176672158777674,3.350e-09,1.703e-09,optimal,False,4
797,HCQbQrz,9,17,3,3.3176672125,0.3176672125,3.317667211201007,1.255e-09,4.519e-10,optimal,False,4
798,HCp`fr\,9,18,3,3.3176672124,0.3176672124,3.3176672064362718,5.983e-09,1.713e-09,optimal,False,4
799,HCp`fhn,9,18,3,3.3176672124,0.3176672124,3.3176672048634415,7.543e-09,1.095e-09,optimal,False,4
800,HCQbQrv,9,17,3,3.3176672124,0.3176672124,3.317667188957391,2.344e-08,4.355e-10,optimal,False,4
801,HCp`ehz,9,17,3,3.3176672123,0.3176672123,3.31766721005055,2.264e-09,7.618e-10,optimal,False,4
802,HCp`fr|,9,19,3,3.3176672123,0.3176672123,3.3176672066028745,5.673e-09,9.460e-10,optimal,False,4
803,HCQbQrJ,9,15,3,3.3176672123,0.3176672123,3.317667203015711,9.252e-09,6.421e-10,optimal,False,4
804,HCp`fRc,9,15,3,3.3176672122,0.3176672122,3.3176672228995177,1.066e-08,6.993e-10,optimal,False,4
805,HCQbQru,9,16,3,3.3176672122,0.3176672122,3.3176671831355082,2.906e-08,4.643e-10,optimal,False,4
806,HCp`erX,9,16,3,3.3176672122,0.3176672122,3.3176672011156794,1.108e-08,1.182e-09,optimal,False,4
807,HCp`fQn,9,17,3,3.3176672122,0.3176672122,3.317667217735063,5.556e-09,1.535e-09,optimal,False,4
808,HCp`ej{,9,17,3,3.3176672122,0.3176672122,3.3176672049131875,7.265e-09,6.336e-10,optimal,False,4
809,HCp`eg~,9,17,3,3.3176672122,0.3176672122,3.3176672050310017,7.124e-09,6.383e-10,optimal,False,4
810,HCQbQpm,9,15,3,3.3176672121,0.3176672121,3.3176672136229923,1.491e-09,7.100e-10,optimal,False,4
811,HCp`fq{,9,17,3,3.3176672121,0.3176672121,3.3176672103876252,1.717e-09,7.690e-10,optimal,False,4
812,HCp`eiv,9,17,3,3.3176672121,0.3176672121,3.3176672099241693,2.153e-09,1.442e-09,optimal,False,4
813,HCp`frm,9,18,3,3.3176672120,0.3176672120,3.3176672064261545,5.619e-09,1.259e-09,optimal,False,4
814,HCp`fYy,9,17,3,3.3176672120,0.3176672120,3.3176672180668523,6.087e-09,2.169e-09,optimal,False,4
815,HCp`fp{,9,17,3,3.3176672120,0.3176672120,3.3176672157306037,3.757e-09,7.632e-10,optimal,False,4
816,HCp`fz~,9,21,3,3.3176672119,0.3176672119,3.3176672042237874,7.719e-09,2.724e-09,optimal,False,4
817,HCp`fR~,9,19,3,3.3176672119,0.3176672119,3.3176672031501715,8.768e-09,9.474e-10,optimal,False,4
818,HCQbRXq,9,15,3,3.3176672119,0.3176672119,3.317667242936576,3.103e-08,9.491e-10,optimal,False,4
819,HCdebIk,9,15,3,3.3176672119,0.3176672119,3.3176672060859875,5.803e-09,1.122e-09,optimal,False,4
820,HCRcrRS,9,15,3,3.3176672118,0.3176672118,3.31766721469521,2.882e-09,1.674e-09,optimal,False,4
821,HCp`fr^,9,19,3,3.3176672118,0.3176672118,3.317667202754267,9.058e-09,9.887e-10,optimal,False,4
822,HCp`ejx,9,17,3,3.3176672118,0.3176672118,3.3176672176374526,5.876e-09,7.138e-10,optimal,False,4
823,HCp`frf,9,18,3,3.3176672117,0.3176672117,3.3176672031121526,8.637e-09,7.937e-10,optimal,False,4
824,HCQbQrR,9,15,3,3.3176672117,0.3176672117,3.317667223174634,1.146e-08,1.513e-09,optimal,False,4
825,HCQbQrm,9,16,3,3.3176672117,0.3176672117,3.3176672146291013,2.914e-09,5.126e-10,optimal,False,4
826,HCp`eil,9,16,3,3.3176672117,0.3176672117,3.3176672161621314,4.456e-09,3.976e-10,optimal,False,4
827,HCp`fZY,9,17,3,3.3176672117,0.3176672117,3.3176672041884503,7.504e-09,3.896e-09,optimal,False,4
828,HCp`fRX,9,16,3,3.3176672116,0.3176672116,3.317667214632487,3.019e-09,8.510e-10,optimal,False,4
829,HCp`fRd,9,16,3,3.3176672116,0.3176672116,3.31766721128591,2.848e-10,1.737e-09,optimal,False,4
830,H?bB@RY,9,12,4,4.3176672116,0.3176672116,4.317667211587506,3.128e-11,1.186e-09,optimal,False,5
831,HCQbQrn,9,17,3,3.3176672115,0.3176672115,3.3176672089900654,2.557e-09,7.848e-10,optimal,False,4
832,HCp`fj|,9,19,3,3.3176672115,0.3176672115,3.317667207569658,3.976e-09,7.146e-10,optimal,False,4
833,HCp`ejy,9,17,3,3.3176672115,0.3176672115,3.3176672024781664,9.053e-09,9.645e-10,optimal,False,4
834,HCp`ejv,9,18,3,3.3176672114,0.3176672114,3.317667197458907,1.395e-08,1.385e-09,optimal,False,4
835,HCp`fQ|,9,17,3,3.3176672113,0.3176672113,3.3176672174419655,6.166e-09,1.581e-09,optimal,False,4
836,HCp`f~~,9,22,3,3.3176672112,0.3176672112,3.317667208248092,2.989e-09,8.007e-10,optimal,False,4
837,HCp`fO~,9,17,3,3.3176672112,0.3176672112,3.3176672021188054,9.086e-09,1.654e-09,optimal,False,4
838,HCp`fP\,9,16,3,3.3176672110,0.3176672110,3.3176672110613845,4.250e-11,2.539e-09,optimal,False,4
839,HCp`fjx,9,18,3,3.3176672110,0.3176672110,3.3176672015652606,9.386e-09,4.473e-10,optimal,False,4
