rank,graph6,n,edges,alpha,theta_hi,delta_hi,theta_bulk,solver_diff,pr_hi,status_hi,perfect,chi_comp
378,HQyurj~,9,24,2,2.3431457509,0.3431457509,2.3431457698526477,1.898e-08,6.747e-11,optimal,False,3
379,HCRVBiZ,9,17,3,3.3380445125,0.3380445125,3.3380444568287944,5.565e-08,5.431e-09,optimal,False,4
380,HCpdQj{,9,17,3,3.3380445088,0.3380445088,3.3380444628399886,4.595e-08,5.448e-09,optimal,False,4
381,HCpdQhm,9,16,3,3.3380445062,0.3380445062,3.338044464214496,4.198e-08,4.360e-09,optimal,False,4
382,HCpdQis,9,15,3,3.3380445044,0.3380445044,3.3380444565746514,4.780e-08,4.192e-09,optimal,False,4
383,HQyurz~,9,25,2,2.3380445007,0.3380445007,2.3380444612231264,3.945e-08,6.094e-09,optimal,False,3
384,HCQuQpi,9,15,3,3.3380444996,0.3380444996,3.338044466253654,3.336e-08,3.950e-09,optimal,False,4
385,HCpdQiu,9,16,3,3.3380444894,0.3380444894,3.338044471952377,1.749e-08,4.518e-09,optimal,False,4
386,HCpdQjs,9,16,3,3.3380444874,0.3380444874,3.3380444555016493,3.190e-08,5.071e-09,optimal,False,4
387,HCpdQjf,9,17,3,3.3380444872,0.3380444872,3.338044462174312,2.498e-08,4.833e-09,optimal,False,4
388,HCpdQjy,9,17,3,3.3380444826,0.3380444826,3.3380444604266106,2.215e-08,2.778e-09,optimal,False,4
389,HCpdQhu,9,16,3,3.3380444800,0.3380444800,3.3380444626139076,1.737e-08,2.276e-09,optimal,False,4
390,HQyurzy,9,23,2,2.3380444799,0.3380444799,2.3380444561559366,2.374e-08,4.146e-09,optimal,False,3
391,HCpdQj},9,18,3,3.3380444775,0.3380444775,3.33804446049417,1.700e-08,2.400e-09,optimal,False,4
392,HCpdQi},9,17,3,3.3380444772,0.3380444772,3.3380444671408505,1.004e-08,2.740e-09,optimal,False,4
393,HCpdQjI,9,15,3,3.3380444769,0.3380444769,3.3380444622282153,1.463e-08,1.631e-09,optimal,False,4
394,HCpdQie,9,15,3,3.3380444747,0.3380444747,3.33804447013879,4.551e-09,3.198e-09,optimal,False,4
395,HQjRvU},9,22,2,2.3380444741,0.3380444741,2.338044462176447,1.196e-08,2.465e-09,optimal,False,3
396,HCpdQi],9,16,3,3.3380444727,0.3380444727,3.3380444601439,1.254e-08,1.703e-09,optimal,False,4
397,HCpdQim,9,16,3,3.3380444726,0.3380444726,3.338044462741626,9.906e-09,1.804e-09,optimal,False,4
398,HQyurz|,9,24,2,2.3380444724,0.3380444724,2.338044458884498,1.350e-08,1.625e-09,optimal,False,3
399,HQyurz},9,24,2,2.3380444723,0.3380444723,2.3380444532381754,1.909e-08,2.430e-09,optimal,False,3
400,HCQbee],9,16,3,3.3380444710,0.3380444710,3.3380444680147336,2.955e-09,1.232e-09,optimal,False,4
401,HCpdQjk,9,16,3,3.3380444706,0.3380444706,3.3380444658513313,4.755e-09,1.465e-09,optimal,False,4
402,HCpdQiy,9,16,3,3.3380444673,0.3380444673,3.338044464219017,3.050e-09,1.444e-09,optimal,False,4
403,HCpdQju,9,17,3,3.3380444669,0.3380444669,3.338044463296115,3.560e-09,1.439e-09,optimal,False,4
404,HCQbcvU,9,16,3,3.3380444668,0.3380444668,3.3380444625595316,4.192e-09,9.426e-10,optimal,False,4
405,HQyurzl,9,23,2,2.3380444659,0.3380444659,2.3380444536438225,1.228e-08,1.018e-09,optimal,False,3
406,HQyury|,9,23,2,2.3380444659,0.3380444659,2.338044456150612,9.749e-09,9.287e-10,optimal,False,3
407,HCpdQje,9,16,3,3.3380444656,0.3380444656,3.3380444576858666,7.911e-09,1.261e-09,optimal,False,4
408,HQjRvj],9,22,2,2.3380444656,0.3380444656,2.3380444547144172,1.088e-08,9.344e-10,optimal,False,3
409,HCpdQj],9,17,3,3.3380444655,0.3380444655,3.338044468394938,2.855e-09,7.046e-10,optimal,False,4
410,HCpdQjM,9,16,3,3.3380444652,0.3380444652,3.338044462710291,2.460e-09,1.532e-09,optimal,False,4
411,HCpdQjN,9,17,3,3.3380444649,0.3380444649,3.3380444658002832,9.325e-10,6.528e-10,optimal,False,4
412,HQyurx|,9,23,2,2.3380444649,0.3380444649,2.3380444584157667,6.442e-09,1.379e-09,optimal,False,3
413,HCpdQhe,9,15,3,3.3380444640,0.3380444640,3.33804446984473,5.823e-09,5.820e-10,optimal,False,4
414,HCpdQji,9,16,3,3.3380444639,0.3380444639,3.3380444750276137,1.108e-08,6.250e-10,optimal,False,4
415,HCQbcvq,9,16,3,3.3380444637,0.3380444637,3.338044460887046,2.790e-09,6.985e-10,optimal,False,4
416,HCpdQjv,9,18,3,3.3380444631,0.3380444631,3.338044445529754,1.756e-08,9.911e-10,optimal,False,4
417,HQyurz],9,23,2,2.3380444629,0.3380444629,2.3380444574243486,5.470e-09,6.147e-10,optimal,False,3
418,HCpdQiv,9,17,3,3.3380444618,0.3380444618,3.3380444620049423,1.558e-10,6.302e-10,optimal,False,4
419,HCpdQj~,9,19,3,3.3380444613,0.3380444613,3.338044454871452,6.454e-09,2.706e-10,optimal,False,4
420,HCpdQif,9,16,3,3.3380444613,0.3380444613,3.3380444699427585,8.623e-09,9.214e-10,optimal,False,4
421,HCpdQgu,9,15,3,3.3380444608,0.3380444608,3.3380444753569583,1.455e-08,3.833e-10,optimal,False,4
422,HQyurz^,9,24,2,2.3380444605,0.3380444605,2.33804445672879,3.816e-09,4.578e-10,optimal,False,3
423,HCpdQjm,9,17,3,3.3380444602,0.3380444602,3.3380444600089945,1.661e-10,1.815e-10,optimal,False,4
424,HCQ`epk,9,14,3,3.3380444600,0.3380444600,3.338044460922471,9.251e-10,1.252e-10,optimal,False,4
425,HCpdQh},9,17,3,3.3380444599,0.3380444599,3.338044468789883,8.868e-09,2.191e-10,optimal,False,4
426,HCpdQjn,9,18,3,3.3380444599,0.3380444599,3.3380444542886054,5.598e-09,1.794e-10,optimal,False,4
427,HCpdUg{,9,16,3,3.3358717921,0.3358717921,3.3358717909599718,1.100e-09,3.369e-10,optimal,False,4
428,HQyvuzu,9,24,2,2.3333333580,0.3333333580,2.3333333301551193,2.780e-08,3.913e-09,optimal,False,3
429,HUZurzu,9,24,2,2.3333333550,0.3333333550,2.3333333317153624,2.324e-08,4.464e-09,optimal,False,3
430,HQjurzu,9,23,2,2.3333333456,0.3333333456,2.3333333230924564,2.252e-08,2.127e-09,optimal,False,3
431,HUZurz|,9,25,2,2.3333333373,0.3333333373,2.3333333505534504,1.322e-08,6.993e-10,optimal,False,3
432,HUZurz~,9,26,2,2.3333333372,0.3333333372,2.3333333418667,4.699e-09,9.715e-10,optimal,False,3
433,HUZurz},9,25,2,2.3333333370,0.3333333370,2.333333340244911,3.232e-09,5.669e-10,optimal,False,3
434,HUZurzt,9,24,2,2.3333333354,0.3333333354,2.3333333272639067,8.100e-09,2.966e-10,optimal,False,3
435,HCRbcqd,9,15,3,3.3315438722,0.3315438722,3.3315438554438974,1.672e-08,1.957e-09,optimal,False,4
436,HCRbcp|,9,17,3,3.3309707015,0.3309707015,3.3309706533121797,4.815e-08,5.778e-09,optimal,False,4
437,HCRbcqx,9,16,3,3.3309706997,0.3309706997,3.3309706717181675,2.800e-08,3.090e-09,optimal,False,4
438,HCRbcq},9,17,3,3.3309706964,0.3309706964,3.330970637935796,5.851e-08,3.552e-09,optimal,False,4
439,HCRbcrH,9,15,3,3.3309706948,0.3309706948,3.330970650405046,4.435e-08,4.915e-09,optimal,False,4
440,HCRbcrc,9,15,3,3.3309706899,0.3309706899,3.3309706638648455,2.604e-08,3.467e-09,optimal,False,4
441,HCY^B`Y,9,16,3,3.3309706898,0.3309706898,3.330970659844946,2.991e-08,3.140e-09,optimal,False,4
442,HCdebQ[,9,15,3,3.3309706874,0.3309706874,3.3309706523262954,3.512e-08,5.498e-09,optimal,False,4
443,HCY^B`i,9,16,3,3.3309706849,0.3309706849,3.330970658564959,2.630e-08,4.242e-09,optimal,False,4
444,HCRbcqm,9,16,3,3.3309706823,0.3309706823,3.3309706512533346,3.106e-08,3.188e-09,optimal,False,4
445,HCpbdie,9,16,3,3.3309706817,0.3309706817,3.330970664765711,1.692e-08,2.629e-09,optimal,False,4
446,HCRbcrm,9,17,3,3.3309706809,0.3309706809,3.330970655627328,2.522e-08,3.857e-09,optimal,False,4
447,HCRbcp{,9,16,3,3.3309706801,0.3309706801,3.3309706567154085,2.339e-08,4.016e-09,optimal,False,4
448,HCOedW{,9,14,3,3.3309706800,0.3309706800,3.330970657379332,2.261e-08,2.411e-09,optimal,False,4
449,HCRbcqu,9,16,3,3.3309706780,0.3309706780,3.3309706502983922,2.774e-08,2.190e-09,optimal,False,4
450,HCRbcpM,9,15,3,3.3309706774,0.3309706774,3.3309706592675625,1.809e-08,2.116e-09,optimal,False,4
451,HCRbcrK,9,15,3,3.3309706756,0.3309706756,3.3309706614521786,1.413e-08,2.760e-09,optimal,False,4
452,HCRbcqV,9,16,3,3.3309706752,0.3309706752,3.330970667720107,7.484e-09,2.358e-09,optimal,False,4
453,HCRbcp\,9,16,3,3.3309706721,0.3309706721,3.330970665577121,6.507e-09,3.276e-09,optimal,False,4
454,HCRbcr^,9,18,3,3.3309706719,0.3309706719,3.3309706566512154,1.527e-08,2.191e-09,optimal,False,4
455,HCRbcon,9,16,3,3.3309706717,0.3309706717,3.3309706603347196,1.134e-08,2.975e-09,optimal,False,4
456,HCRbcqv,9,17,3,3.3309706710,0.3309706710,3.3309706520385953,1.893e-08,2.057e-09,optimal,False,4
457,HCRbcr\,9,17,3,3.3309706707,0.3309706707,3.330970657223134,1.347e-08,3.065e-09,optimal,False,4
458,HCRbcpL,9,15,3,3.3309706703,0.3309706703,3.3309706669142836,3.344e-09,1.459e-09,optimal,False,4
459,HCRbcq|,9,17,3,3.3309706702,0.3309706702,3.3309706609474627,9.213e-09,3.321e-09,optimal,False,4
460,HCpb`xe,9,16,3,3.3309706691,0.3309706691,3.3309706582367973,1.091e-08,1.459e-09,optimal,False,4
461,HCRbdqu,9,17,3,3.3309706691,0.3309706691,3.330970648309661,2.078e-08,1.302e-09,optimal,False,4
462,HCRbcrv,9,18,3,3.3309706682,0.3309706682,3.330970643001467,2.522e-08,1.766e-09,optimal,False,4
463,HCRbcr~,9,19,3,3.3309706681,0.3309706681,3.3309706160441963,5.201e-08,1.727e-09,optimal,False,4
464,HCRbcru,9,17,3,3.3309706678,0.3309706678,3.330970657650653,1.018e-08,1.647e-09,optimal,False,4
465,HCRbcrN,9,17,3,3.3309706668,0.3309706668,3.3309706510902997,1.572e-08,2.838e-09,optimal,False,4
466,HCRbcqe,9,15,3,3.3309706667,0.3309706667,3.3309706522087983,1.448e-08,1.440e-09,optimal,False,4
467,HCRbcq\,9,16,3,3.3309706665,0.3309706665,3.3309706605180094,5.959e-09,1.511e-09,optimal,False,4
468,HCRbcof,9,15,3,3.3309706654,0.3309706654,3.3309706593580377,6.056e-09,1.022e-09,optimal,False,4
469,HCRbcrh,9,16,3,3.3309706652,0.3309706652,3.330970664583858,6.139e-10,1.279e-09,optimal,False,4
470,HCRbcpn,9,17,3,3.3309706648,0.3309706648,3.3309706420884417,2.268e-08,1.297e-09,optimal,False,4
471,HCQ`fPY,9,14,3,3.3309706645,0.3309706645,3.330970657971946,6.545e-09,8.938e-10,optimal,False,4
472,HCRbcrd,9,16,3,3.3309706643,0.3309706643,3.330970662808188,1.527e-09,9.695e-10,optimal,False,4
473,HCRbcrs,9,16,3,3.3309706643,0.3309706643,3.330970661253491,3.046e-09,1.886e-09,optimal,False,4
474,HCRbcre,9,16,3,3.3309706642,0.3309706642,3.3309706624679474,1.765e-09,1.753e-09,optimal,False,4
475,HCRbcrf,9,17,3,3.3309706642,0.3309706642,3.3309706500085863,1.418e-08,1.018e-09,optimal,False,4
476,HCRbcql,9,16,3,3.3309706635,0.3309706635,3.3309706472608096,1.621e-08,1.125e-09,optimal,False,4
477,HCRbcrl,9,17,3,3.3309706630,0.3309706630,3.3309706629309392,2.753e-11,1.081e-09,optimal,False,4
478,HCRbcph,9,15,3,3.3309706625,0.3309706625,3.330970651006176,1.153e-08,7.919e-10,optimal,False,4
479,HCRbcq^,9,17,3,3.3309706623,0.3309706623,3.330970646378672,1.589e-08,1.746e-09,optimal,False,4
480,HCRbcr[,9,16,3,3.3309706623,0.3309706623,3.33097066585753,3.601e-09,1.037e-09,optimal,False,4
481,HCRbcpe,9,15,3,3.3309706621,0.3309706621,3.330970672015063,9.934e-09,5.234e-10,optimal,False,4
482,HCRbcrX,9,16,3,3.3309706621,0.3309706621,3.330970659701741,2.368e-09,7.786e-10,optimal,False,4
483,HCRbcrx,9,17,3,3.3309706610,0.3309706610,3.330970664273459,3.232e-09,1.091e-09,optimal,False,4
484,HCRbcrU,9,16,3,3.3309706609,0.3309706609,3.330970650026971,1.089e-08,9.825e-10,optimal,False,4
485,HCRbcrT,9,16,3,3.3309706609,0.3309706609,3.330970657071823,3.830e-09,7.304e-10,optimal,False,4
486,HCRbcrM,9,16,3,3.3309706607,0.3309706607,3.330970651249294,9.430e-09,7.634e-10,optimal,False,4
487,HCRbcrk,9,16,3,3.3309706605,0.3309706605,3.3309706625182844,2.061e-09,7.360e-10,optimal,False,4
488,HCRbcq~,9,18,3,3.3309706602,0.3309706602,3.330970647615258,1.256e-08,8.115e-10,optimal,False,4
489,HCRbcrV,9,17,3,3.3309706592,0.3309706592,3.330970661255553,2.033e-09,7.505e-10,optimal,False,4
490,HCRbcqT,9,15,3,3.3309706590,0.3309706590,3.3309706670896686,8.132e-09,4.144e-10,optimal,False,4
491,HCRbcom,9,15,3,3.3309706588,0.3309706588,3.330970665742634,6.911e-09,8.496e-10,optimal,False,4
492,HCRbcqf,9,16,3,3.3309706588,0.3309706588,3.330970669387081,1.057e-08,6.101e-10,optimal,False,4
493,HCRbcpf,9,16,3,3.3309706581,0.3309706581,3.3309706618954706,3.764e-09,4.555e-10,optimal,False,4
494,HCRbcrt,9,17,3,3.3309706579,0.3309706579,3.3309706608007446,2.891e-09,4.652e-10,optimal,False,4
495,HCRbcr},9,18,3,3.3309706578,0.3309706578,3.330970654917107,2.932e-09,3.468e-10,optimal,False,4
496,HCRbcrn,9,18,3,3.3309706576,0.3309706576,3.330970658922745,1.369e-09,3.262e-10,optimal,False,4
497,HCRbcqt,9,16,3,3.3309706574,0.3309706574,3.3309706623050546,4.920e-09,4.430e-10,optimal,False,4
498,HCRbcrL,9,16,3,3.3309706573,0.3309706573,3.330970661235684,3.976e-09,7.066e-10,optimal,False,4
499,HCRbcpN,9,16,3,3.3309706572,0.3309706572,3.330970658283519,1.097e-09,4.407e-10,optimal,False,4
500,HCRbcr],9,17,3,3.3309706571,0.3309706571,3.330970649854332,7.223e-09,2.256e-10,optimal,False,4
501,HCRbcpm,9,16,3,3.3309706569,0.3309706569,3.330970655904142,9.823e-10,2.364e-10,optimal,False,4
502,HCRbcr|,9,18,3,3.3309706568,0.3309706568,3.3309706545343607,2.250e-09,2.665e-10,optimal,False,4
503,HCRbcqn,9,17,3,3.3309706566,0.3309706566,3.33097065057954,6.070e-09,3.256e-10,optimal,False,4
504,HCRbcpl,9,16,3,3.3309706566,0.3309706566,3.3309706864982607,2.989e-08,2.767e-10,optimal,False,4
505,HCRbcr{,9,17,3,3.3309706558,0.3309706558,3.3309706672579993,1.145e-08,1.531e-10,optimal,False,4
506,HCQbfI{,9,16,3,3.3292319190,0.3292319190,3.3292319038485165,1.520e-08,8.021e-10,optimal,False,4
507,HCQeQxy,9,16,3,3.3292177403,0.3292177403,3.32921769151441,4.882e-08,5.616e-09,optimal,False,4
508,HCRbdru,9,18,3,3.3292177401,0.3292177401,3.329217687092802,5.303e-08,5.955e-09,optimal,False,4
509,HCRbdrn,9,19,3,3.3292177391,0.3292177391,3.3292176829173057,5.614e-08,6.136e-09,optimal,False,4
510,HCQbeT{,9,16,3,3.3292177367,0.3292177367,3.3292177022540037,3.446e-08,3.250e-09,optimal,False,4
511,HCRbdr[,9,17,3,3.3292177358,0.3292177358,3.3292176859061198,4.987e-08,5.968e-09,optimal,False,4
512,HCRbdrM,9,17,3,3.3292177329,0.3292177329,3.3292176944189653,3.850e-08,4.326e-09,optimal,False,4
513,HCRbdrv,9,19,3,3.3292177327,0.3292177327,3.3292176591724085,7.357e-08,6.042e-09,optimal,False,4
514,HCRbdp{,9,17,3,3.3292177313,0.3292177313,3.3292176711782377,6.015e-08,4.517e-09,optimal,False,4
515,HCQfLX{,9,17,3,3.3292177312,0.3292177312,3.329217696799347,3.442e-08,4.981e-09,optimal,False,4
516,HCRbdrl,9,18,3,3.3292177280,0.3292177280,3.3292176836946266,4.430e-08,2.802e-09,optimal,False,4
517,HCpb`ze,9,17,3,3.3292177257,0.3292177257,3.329217705949113,1.977e-08,3.191e-09,optimal,False,4
518,HCRbdrf,9,18,3,3.3292177230,0.3292177230,3.3292176979012007,2.508e-08,3.325e-09,optimal,False,4
519,HCRbdrN,9,18,3,3.3292177228,0.3292177228,3.329217689850534,3.296e-08,4.276e-09,optimal,False,4
520,HCRbdrV,9,18,3,3.3292177226,0.3292177226,3.3292176840116254,3.854e-08,5.042e-09,optimal,False,4
521,HCRbdp|,9,18,3,3.3292177210,0.3292177210,3.3292176855601707,3.547e-08,3.787e-09,optimal,False,4
522,HCRbdr{,9,18,3,3.3292177209,0.3292177209,3.329217688636807,3.230e-08,4.108e-09,optimal,False,4
523,HCRVBi{,9,17,3,3.3292177208,0.3292177208,3.3292177002397096,2.058e-08,5.432e-09,optimal,False,4
524,HCQVfI{,9,17,3,3.3292177201,0.3292177201,3.3292176951395946,2.498e-08,3.379e-09,optimal,False,4
525,HCRbdrU,9,17,3,3.3292177198,0.3292177198,3.3292176786255347,4.119e-08,2.665e-09,optimal,False,4
526,HCRbdq|,9,18,3,3.3292177182,0.3292177182,3.329217688304529,2.989e-08,2.898e-09,optimal,False,4
527,HCRbdqx,9,17,3,3.3292177176,0.3292177176,3.329217699874505,1.774e-08,2.962e-09,optimal,False,4
528,HCQbbrM,9,16,3,3.3292177150,0.3292177150,3.3292176953892407,1.957e-08,3.891e-09,optimal,False,4
529,HCRbdqv,9,18,3,3.3292177149,0.3292177149,3.3292176876677755,2.719e-08,2.939e-09,optimal,False,4
530,HCRbdpM,9,16,3,3.3292177136,0.3292177136,3.3292176935752753,1.998e-08,1.884e-09,optimal,False,4
531,HCR`rjk,9,17,3,3.3292177127,0.3292177127,3.329217681920824,3.078e-08,2.939e-09,optimal,False,4
532,HCRbdrk,9,17,3,3.3292177127,0.3292177127,3.329217693625954,1.904e-08,3.050e-09,optimal,False,4
533,HCQfdr[,9,17,3,3.3292177122,0.3292177122,3.3292176961111504,1.608e-08,2.739e-09,optimal,False,4
534,HCRbdq^,9,18,3,3.3292177107,0.3292177107,3.3292176560178026,5.471e-08,3.131e-09,optimal,False,4
535,HCRVDX{,9,17,3,3.3292177093,0.3292177093,3.329217697984546,1.133e-08,2.142e-09,optimal,False,4
536,HCOfdr[,9,16,3,3.3292177087,0.3292177087,3.3292176590872318,4.962e-08,1.724e-09,optimal,False,4
537,HCRbdre,9,17,3,3.3292177077,0.3292177077,3.329217720725347,1.299e-08,2.291e-09,optimal,False,4
538,HCRbdqn,9,18,3,3.3292177074,0.3292177074,3.3292176819656674,2.545e-08,2.052e-09,optimal,False,4
539,HCQbfP],9,16,3,3.3292177065,0.3292177065,3.329217705858764,5.939e-10,1.971e-09,optimal,False,4
540,HCRbdpm,9,17,3,3.3292177061,0.3292177061,3.3292176760214676,3.011e-08,2.467e-09,optimal,False,4
541,HCRbdr~,9,20,3,3.3292177054,0.3292177054,3.329217684848023,2.060e-08,1.544e-09,optimal,False,4
542,HCRbdqm,9,17,3,3.3292177044,0.3292177044,3.3292176974266323,6.959e-09,1.354e-09,optimal,False,4
543,HCRbdrc,9,16,3,3.3292177037,0.3292177037,3.3292176994222786,4.257e-09,1.559e-09,optimal,False,4
544,HCRbdpn,9,18,3,3.3292177037,0.3292177037,3.3292176587402267,4.493e-08,1.457e-09,optimal,False,4
545,HCRctTy,9,17,3,3.3292177031,0.3292177031,3.3292176961532687,6.944e-09,1.293e-09,optimal,False,4
546,HCRbdq},9,18,3,3.3292177028,0.3292177028,3.329217662707257,4.009e-08,1.409e-09,optimal,False,4
547,HCRbfI{,9,17,3,3.3292177026,0.3292177026,3.3292176956433717,6.929e-09,1.495e-09,optimal,False,4
548,HCQVdrk,9,17,3,3.3292177020,0.3292177020,3.329217695233243,6.791e-09,1.189e-09,optimal,False,4
549,HCRbeqx,9,17,3,3.3292177018,0.3292177018,3.329217688678904,1.313e-08,9.662e-10,optimal,False,4
550,HCRbdrs,9,17,3,3.3292177013,0.3292177013,3.329217699531251,1.748e-09,1.103e-09,optimal,False,4
551,HCRbdrx,9,18,3,3.3292177006,0.3292177006,3.329217686205127,1.435e-08,1.345e-09,optimal,False,4
552,HCRbfP],9,17,3,3.3292177002,0.3292177002,3.3292176989182307,1.282e-09,1.096e-09,optimal,False,4
553,HCQfJi{,9,17,3,3.3292177001,0.3292177001,3.329217682797239,1.728e-08,1.263e-09,optimal,False,4
554,HCpbdrS,9,16,3,3.3292176995,0.3292176995,3.329217691952786,7.512e-09,8.604e-10,optimal,False,4
555,HCRbdr\,9,18,3,3.3292176986,0.3292176986,3.3292176813239247,1.727e-08,7.776e-10,optimal,False,4
556,HCQ`fP],9,15,3,3.3292176980,0.3292176980,3.3292176893893917,8.598e-09,4.400e-10,optimal,False,4
557,HCRbdrt,9,18,3,3.3292176980,0.3292176980,3.329217684839734,1.315e-08,7.124e-10,optimal,False,4
558,HCRbdqt,9,17,3,3.3292176977,0.3292176977,3.3292176956610624,2.038e-09,1.089e-09,optimal,False,4
559,HCRbdr],9,18,3,3.3292176976,0.3292176976,3.329217684004935,1.359e-08,6.685e-10,optimal,False,4
560,HCRbdr|,9,19,3,3.3292176975,0.3292176975,3.3292176847546484,1.274e-08,9.468e-10,optimal,False,4
561,HCpdRjc,9,16,3,3.3292176966,0.3292176966,3.3292177005687464,4.013e-09,6.139e-10,optimal,False,4
562,HCRbdr^,9,19,3,3.3292176965,0.3292176965,3.3292176811004017,1.540e-08,7.068e-10,optimal,False,4
563,HCQvDX{,9,17,3,3.3292176960,0.3292176960,3.3292176967430507,7.713e-10,5.995e-10,optimal,False,4
564,HCRbdrm,9,18,3,3.3292176954,0.3292176954,3.3292176889188916,6.442e-09,4.154e-10,optimal,False,4
565,HCRbdr},9,19,3,3.3292176953,0.3292176953,3.3292176834120357,1.193e-08,4.127e-10,optimal,False,4
566,HCRbcyx,9,17,3,3.3292176953,0.3292176953,3.329217688301513,6.968e-09,6.595e-10,optimal,False,4
567,HCRbdq~,9,19,3,3.3292176949,0.3292176949,3.3292176853277446,9.583e-09,5.215e-10,optimal,False,4
568,HCpdPzs,9,17,3,3.3287407381,0.3287407381,3.3287407172599366,2.085e-08,2.490e-09,optimal,False,4
569,HCQbdZs,9,16,3,3.3252868787,0.3252868787,3.325286811054008,6.760e-08,5.078e-09,optimal,False,4
570,HCQbdZe,9,16,3,3.3252868550,0.3252868550,3.3252868081802482,4.681e-08,3.415e-09,optimal,False,4
571,HCQfLXr,9,17,3,3.3251293600,0.3251293600,3.325129348462047,1.153e-08,1.223e-09,optimal,False,4
572,HCQfdpr,9,17,3,3.3251293565,0.3251293565,3.3251293422993884,1.422e-08,1.154e-09,optimal,False,4
573,HCpdPze,9,17,3,3.3232942049,0.3232942049,3.323294151798985,5.312e-08,3.435e-09,optimal,False,4
574,HCRV@p[,9,15,3,3.3216671780,0.3216671780,3.3216671240359785,5.400e-08,5.143e-09,optimal,False,4
575,HCR`vas,9,16,3,3.3187252524,0.3187252524,3.3187251772576687,7.514e-08,3.682e-09,optimal,False,4
576,HQyuzzy,9,24,2,2.3182388406,0.3182388406,2.318238825525696,1.510e-08,2.656e-09,optimal,False,3
577,HCRV@p{,9,16,3,3.3182317763,0.3182317763,3.3182317285866847,4.775e-08,5.239e-09,optimal,False,4
578,HCRV@pt,9,16,3,3.3182317255,0.3182317255,3.318231726898835,1.356e-09,7.208e-10,optimal,False,4
579,HCR`va{,9,17,3,3.3177181279,0.3177181279,3.317718070517308,5.736e-08,4.288e-09,optimal,False,4
580,H?bB@R[,9,12,4,4.3176672685,0.3176672685,4.317667202451499,6.605e-08,4.910e-09,optimal,False,5
581,HCQbQpJ,9,14,3,3.3176672596,0.3176672596,3.3176672089447874,5.067e-08,5.225e-09,optimal,False,4
582,HCp`erx,9,17,3,3.3176672559,0.3176672559,3.317667205819006,5.005e-08,4.808e-09,optimal,False,4
583,HCp`fin,9,18,3,3.3176672558,0.3176672558,3.317667203945797,5.187e-08,4.747e-09,optimal,False,4
584,HCp`egu,9,15,3,3.3176672542,0.3176672542,3.317667214256378,3.990e-08,5.793e-09,optimal,False,4
585,HCQbQrY,9,15,3,3.3176672524,0.3176672524,3.3176672163816496,3.604e-08,6.453e-09,optimal,False,4
586,HCQbQrZ,9,16,3,3.3176672514,0.3176672514,3.3176672168403742,3.457e-08,4.275e-09,optimal,False,4
587,HCpbPhe,9,15,3,3.3176672508,0.3176672508,3.317667193407113,5.741e-08,3.393e-09,optimal,False,4
588,HCp`ej|,9,18,3,3.3176672499,0.3176672499,3.317667199192487,5.073e-08,5.289e-09,optimal,False,4
589,HCp`ej[,9,16,3,3.3176672482,0.3176672482,3.317667220742575,2.744e-08,4.795e-09,optimal,False,4
590,HCp`fQV,9,16,3,3.3176672456,0.3176672456,3.317667218102664,2.752e-08,4.709e-09,optimal,False,4
591,HCQdarK,9,14,3,3.3176672444,0.3176672444,3.3176672128752105,3.157e-08,5.391e-09,optimal,False,4
592,HCp`fQm,9,16,3,3.3176672442,0.3176672442,3.3176672078495373,3.638e-08,6.266e-09,optimal,False,4
593,HCp`erN,9,17,3,3.3176672441,0.3176672441,3.317667217321437,2.682e-08,5.065e-09,optimal,False,4
594,HCp`erd,9,16,3,3.3176672420,0.3176672420,3.317667208898432,3.308e-08,5.606e-09,optimal,False,4
595,H?bB@aS,9,10,4,4.3176672417,0.3176672417,4.31766720087559,4.086e-08,3.747e-09,optimal,False,5
596,HCp`fRk,9,16,3,3.3176672409,0.3176672409,3.31766721144705,2.949e-08,4.275e-09,optimal,False,4
597,HCQbQrs,9,15,3,3.3176672406,0.3176672406,3.3176672139375385,2.663e-08,3.574e-09,optimal,False,4
598,HCQbQor,9,14,3,3.3176672404,0.3176672404,3.3176672124165245,2.802e-08,3.867e-09,optimal,False,4
599,HCp`fQ{,9,16,3,3.3176672404,0.3176672404,3.3176672123821787,2.801e-08,4.943e-09,optimal,False,4
600,HCp`fPy,9,16,3,3.3176672403,0.3176672403,3.3176672038947332,3.644e-08,5.693e-09,optimal,False,4
601,HCp`eg},9,16,3,3.3176672391,0.3176672391,3.3176672084719314,3.066e-08,4.615e-09,optimal,False,4
602,HCp`ehy,9,16,3,3.3176672384,0.3176672384,3.317667208464875,2.996e-08,3.741e-09,optimal,False,4
603,HCp`eq\,9,16,3,3.3176672383,0.3176672383,3.3176672152476967,2.309e-08,5.255e-09,optimal,False,4
604,H?`D@`W,9,9,4,4.3176672382,0.3176672382,4.3176672088937575,2.932e-08,2.656e-09,optimal,False,5
605,HCQbQrU,9,15,3,3.3176672377,0.3176672377,3.3176672178777147,1.981e-08,3.286e-09,optimal,False,4
606,HCQbQqv,9,16,3,3.3176672374,0.3176672374,3.3176672169673522,2.045e-08,2.790e-09,optimal,False,4
607,HCQbQpr,9,15,3,3.3176672366,0.3176672366,3.3176672113775987,2.523e-08,3.032e-09,optimal,False,4
608,HCp`fQz,9,17,3,3.3176672366,0.3176672366,3.317667218312834,1.825e-08,6.004e-09,optimal,False,4
