G?rM^{,8,16,4,4.0000000016887745,1.6887744536120408e-09,True,4,0.0013982399832457304,solved,5.279836275435784e-09
G?rN?{,8,12,4,4.000000009061952,9.061952077615842e-09,True,4,0.0020977109961677343,solved,2.1040189391762023e-09
G?rN@s,8,12,4,3.9999999937803934,-6.219606607515971e-09,True,4,0.0022025330108590424,solved,4.0856684491841835e-10
G?rN@{,8,13,4,4.000000002937523,2.937523113644147e-09,True,4,0.002114704984705895,solved,2.3193983153109477e-10
G?rNC{,8,13,4,4.0000000239047875,2.390478748282021e-08,True,4,0.0018835689988918602,solved,2.4136285097735385e-09
G?rNDs,8,13,4,3.999999997411975,-2.588024905492148e-09,True,4,0.0022856739815324545,solved,1.8514818694887623e-10
G?rNDw,8,13,4,4.000000001128478,1.1284777556852532e-09,False,4,0.0021816689986735582,solved,8.116131701575851e-11
G?rND{,8,14,4,3.9999999929146215,-7.085378506133111e-09,True,4,0.002174323017243296,solved,5.365027449494003e-10
G?rNEc,8,12,4,3.999999988365681,-1.1634318841657887e-08,True,4,0.0023616190010216087,solved,9.559474600036206e-10
G?rNEo,8,12,4,3.999999996125879,-3.8741210239834345e-09,True,4,0.002225286007160321,solved,3.274600918962086e-10
G?rNEs,8,13,4,4.000000002669486,2.669485965611784e-09,True,4,0.0022453849960584193,solved,1.9191004647337559e-10
G?rNEw,8,13,4,4.000000017819417,1.781941705303325e-08,True,4,0.0018615770095493644,solved,1.1655242390454174e-09
G?rNE{,8,14,4,4.000000002857166,2.857166059300198e-09,True,4,0.0020732859848067164,solved,2.3175614102685773e-10
G?rNF_,8,12,4,3.999999995619535,-4.380464879716328e-09,True,4,0.0021063720050733536,solved,4.042804340297022e-10
G?rNFc,8,13,4,4.000000006638763,6.638763316857421e-09,True,4,0.0021439240081235766,solved,5.61099396544366e-10
G?rNFo,8,13,4,4.000000001705223,1.7052226297664674e-09,True,4,0.0022158430074341595,solved,1.2316946754250104e-10
G?rNFs,8,14,4,4.0000000007837535,7.837535065391421e-10,True,4,0.002179661998525262,solved,6.337642688205042e-11
G?rNFw,8,14,4,4.000000007256407,7.256407030808987e-09,True,4,0.0018310020095668733,solved,8.323037997049638e-10
G?rNF{,8,15,4,4.000000010900114,1.0900113700529346e-08,True,4,0.0014209280197974294,solved,5.39631752177988e-09
G?rNT{,8,15,4,3.999999997465348,-2.534652043806318e-09,True,4,0.001710993004962802,solved,2.403653871036376e-10
G?rNUk,8,14,4,4.000000003641391,3.641391188580201e-09,True,4,0.0021340389794204384,solved,2.600990667964483e-10
G?rNUs,8,14,4,3.999999998327783,-1.672217031511991e-09,True,4,0.0021187710226513445,solved,1.1944397457756923e-10
G?rNUw,8,14,4,3.999999997455727,-2.5442727924485098e-09,True,4,0.0021889750205446035,solved,1.7686869097119843e-10
G?rNU{,8,15,4,4.0000000006655725,6.655724860138434e-10,True,4,0.0021601869957521558,solved,5.4010938173807476e-11
G?rNVg,8,14,4,3.999999999143897,-8.561031883402848e-10,False,4,0.0022337959962897003,solved,6.379117038723815e-11
G?rNVk,8,15,4,3.9999999736444622,-2.6355537752209557e-08,True,4,0.0014567470061592758,solved,1.0065633989747713e-08
G?rNVs,8,15,4,3.99999998627877,-1.3721229930041545e-08,True,4,0.0016809990047477186,solved,6.328186878730242e-11
G?rNVw,8,15,4,3.9999999843992122,-1.5600787772740432e-08,True,4,0.0016531200089957565,solved,1.394565305509056e-10
G?rNV{,8,16,4,3.9999999918669964,-8.133003603916222e-09,True,4,0.001510227011749521,solved,3.376183863937415e-10
G?rN]{,8,16,4,3.999999991122331,-8.877668822293572e-09,True,4,0.0016917120083235204,solved,1.0102073714540001e-10
G?rN^w,8,16,4,3.9999999671453046,-3.285469540870167e-08,True,4,0.0016515640018042177,solved,4.173439371868426e-12
G?rN^{,8,17,4,4.000000014716076,1.4716076357501606e-08,True,4,0.0014271459949668497,solved,1.8532386672799958e-09
G?rNdw,8,14,4,3.999999996357782,-3.6422180826889416e-09,False,4,0.0021013730147387832,solved,2.5092532780726766e-10
G?rNd{,8,15,4,3.9999999992763273,-7.236726773385271e-10,True,4,0.002109120978275314,solved,5.1075148287926227e-11
G?rNeW,8,13,4,4.00000000555063,5.5506301777086264e-09,True,4,0.002317785023478791,solved,5.131337545177675e-10
G?rNe[,8,14,4,4.0000000014999735,1.4999734787579655e-09,True,4,0.0025700039986986667,solved,1.3593311520526325e-10
G?rNfO,8,13,4,4.000000004038975,4.038975376374765e-09,True,4,0.0022137930209282786,solved,3.2232908699481607e-10
G?rNfS,8,14,4,4.000000000283653,2.836531010075305e-10,True,4,0.0021803510026074946,solved,2.3820467695217827e-11
G?rNfW,8,14,4,4.000000000432447,4.324469671246334e-10,True,4,0.002150195010472089,solved,4.003517881744651e-11
G?rNf[,8,15,4,4.000000004886471,4.886470783560526e-09,True,4,0.001951852987986058,solved,1.1795074935247303e-09
G?rNfc,8,14,4,3.999999997955223,-2.044776792331504e-09,True,4,0.002286080998601392,solved,3.8987020914783184e-10
G?rNfo,8,14,4,3.999999995907089,-4.092910899089475e-09,True,4,0.002379588026087731,solved,5.8167849310626253e-11
G?rNfs,8,15,4,4.000000012976849,1.29768489287585e-08,True,4,0.0021227539982646704,solved,2.54781431485953e-09
G?rNfw,8,15,4,3.9999999975919063,-2.4080937244264078e-09,True,4,0.0021905190078541636,solved,6.903150937218776e-11
G?rNf{,8,16,4,3.9999999988933874,-1.1066125793490755e-09,True,4,0.001781393977580592,solved,2.137645779366617e-09
G?rNv[,8,16,4,4.0000000128558995,1.2855899456098996e-08,True,4,0.001689661992713809,solved,2.8453190914538693e-09
G?rNvg,8,15,4,4.000000005866942,5.8669415992085305e-09,False,4,0.002629674010677263,solved,4.772315535820645e-10
G?rNvk,8,16,4,4.000000004940342,4.940342357429017e-09,True,4,0.001718985993647948,solved,1.9887572586023223e-09
G?rNvs,8,16,4,3.9999999889300044,-1.1069995586865389e-08,True,4,0.0020955459913238883,solved,9.987566329527908e-13
G?rNvw,8,16,4,3.9999999765189815,-2.3481018462945258e-08,True,4,0.001986855990253389,solved,3.1450397841581434e-12
G?rNv{,8,17,4,3.9999999982747236,-1.7252763662156667e-09,True,4,0.001836912997532636,solved,3.8066391560790695e-10
G?rN~w,8,17,4,4.0000000046504525,4.6504524675583525e-09,True,4,0.0013615990174002945,solved,1.4784717771676898e-09
G?rN~{,8,18,4,3.9999999659263548,-3.407364523866363e-08,True,4,0.0013124899996910244,solved,3.198817413573731e-10
G?rdpw,8,13,4,3.9999999983162695,-1.6837304883665638e-09,False,4,0.001964214985491708,solved,1.8648658150856442e-10
G?rdq{,8,14,4,3.9999999990502477,-9.497522768242561e-10,False,4,0.0017347770044580102,solved,3.294048994200155e-10
G?rdrW,8,13,4,4.000000001828567,1.828566631445483e-09,False,4,0.0022271399793680757,solved,1.5249921114050958e-10
G?rdrs,8,14,4,4.000000004358382,4.358382099667324e-09,False,4,0.0022172599856276065,solved,3.4557971734909004e-10
G?rdrw,8,14,4,4.000000001518296,1.5182957113779594e-09,False,4,0.0022634479973930866,solved,1.213276926239094e-10
G?rdr{,8,15,4,4.000000000960574,9.605738426898824e-10,False,4,0.0017153540102299303,solved,3.2295721966569636e-10
G?rds{,8,14,4,3.999999995119008,-4.880992054978606e-09,False,4,0.002198376983869821,solved,2.991139397217949e-10
G?rdts,8,14,4,4.000000004607835,4.607835002445881e-09,False,4,0.0020095120125915855,solved,4.037618645619206e-10
G?rdtw,8,14,4,3.9999999817284912,-1.827150875044481e-08,False,4,0.0016880090115591884,solved,3.127350590105796e-10
G?rdt{,8,15,4,3.9999999923348217,-7.665178269888884e-09,False,4,0.0016673259960953146,solved,1.1074474670635936e-12
G?rdu[,8,14,4,4.000000009368172,9.368172015911114e-09,False,4,0.0019705159938894212,solved,1.665385562156669e-09
G?rduk,8,14,4,4.000000011941056,1.1941056143882633e-08,False,4,0.0017043529951479286,solved,1.7167875923548987e-09
G?rdus,8,14,4,4.000000004753891,4.753890614495049e-09,False,4,0.0022013010166119784,solved,3.930517962085377e-10
G?rduw,8,14,4,3.999999999838657,-1.6134293900904595e-10,False,4,0.002197296009398997,solved,1.0539365730588358e-11
G?rdu{,8,15,4,4.00000000214112,2.141120170051636e-09,False,4,0.0016688159957993776,solved,4.3665930803051506e-10
G?rdvK,8,14,4,4.000000013273913,1.3273912635725083e-08,False,4,0.0017035029886756092,solved,2.7295110754426503e-09
G?rdvS,8,14,4,4.000000001466215,1.4662147052035834e-09,False,4,0.0017146879981737584,solved,1.4984214921999664e-09
G?rdvW,8,14,4,3.9999999990943507,-9.056493333048365e-10,False,4,0.0021776739740744233,solved,6.376287682649769e-11
G?rdv[,8,15,4,3.999999997917364,-2.082635841560432e-09,False,4,0.0016849749954417348,solved,3.5846229301199393e-10
G?rdvc,8,14,4,4.00000000004312,4.312017409802138e-11,False,4,0.002237065986264497,solved,3.327967355209277e-12
G?rdvg,8,14,4,3.9999999996678692,-3.3213076733318303e-10,False,4,0.002205803000833839,solved,2.5755358817398907e-11
G?rdvk,8,15,4,3.999999994877213,-5.122787083422509e-09,False,4,0.0017094490176532418,solved,1.106358904786055e-09
G?rdvo,8,14,4,4.000000002624863,2.62486299362763e-09,False,4,0.0023049610026646405,solved,1.8749045891351478e-10
G?rdvs,8,15,4,3.9999999984457113,-1.554288697747097e-09,False,4,0.0016822740144561976,solved,1.3445845467065367e-09
G?rdvw,8,15,4,3.999999984931828,-1.506817204344202e-08,False,4,0.0017260040040127933,solved,2.6451063561694355e-12
G?rdv{,8,16,4,3.9999999772397765,-2.276022348368656e-08,False,4,0.0013060469937045127,solved,1.0731048675344068e-08
G?rdz{,8,16,4,4.000000003834887,3.834887074560811e-09,True,4,0.0017552519857417792,solved,4.90104385373374e-10
G?rd|{,8,16,4,3.9999999911429636,-8.857036437603938e-09,True,4,0.001615079992916435,solved,1.7470066548703406e-10
G?rd}{,8,16,4,4.000000059903061,5.990306117809041e-08,True,4,0.0015244249952957034,solved,8.603895882239379e-09
G?rd~[,8,16,4,3.9999999981018965,-1.8981034521914353e-09,True,4,0.0014890949823893607,solved,1.7600302492255632e-10
G?rd~k,8,16,4,3.9999999847785443,-1.5221455651470706e-08,True,4,0.00122027299948968,solved,8.594299085667729e-11
G?rd~o,8,15,4,4.000000001316427,1.3164269674348361e-09,False,4,0.001362757000606507,solved,4.332327825849658e-10
G?rd~s,8,16,4,3.9999999956579,-4.342100012877381e-09,True,4,0.0011410250153858215,solved,4.00679489587219e-13
G?rd~w,8,16,4,3.999999986520643,-1.3479357185985918e-08,True,4,0.0013290919887367636,solved,2.4912294449563888e-12
G?rd~{,8,17,4,3.999999999072929,-9.27070864520374e-10,True,4,0.0010109940194524825,solved,4.1553675690866706e-10
