rank,graph6,n,edges,alpha,theta_hi,delta_hi,theta_bulk,solver_diff,pr_hi,status_hi,chi_comp
472,ICQeR`[cw,10,19,3,3.4678437759,0.4678437759,3.4678437393,3.653e-08,3.843e-09,optimal,4
473,I?`DBOkv?,10,15,4,4.4678437757,0.4678437757,4.4678437474,2.834e-08,4.675e-09,optimal,5
474,ICRV@qktg,10,21,3,3.4678437737,0.4678437737,3.4678437380,3.574e-08,3.022e-09,optimal,4
475,ICQeRa[t_,10,19,3,3.4678437734,0.4678437734,3.4678437393,3.414e-08,4.716e-09,optimal,4
476,ICQb`rYnO,10,21,3,3.4678437729,0.4678437729,3.4678437424,3.055e-08,3.996e-09,optimal,4
477,ICQb`rYfW,10,21,3,3.4678437726,0.4678437726,3.4678437450,2.765e-08,4.869e-09,optimal,4
478,ICQbR_yNw,10,21,3,3.4678437725,0.4678437725,3.4678437430,2.942e-08,3.865e-09,optimal,4
479,ICQb`rqvg,10,22,3,3.4678437725,0.4678437725,3.4678437426,2.986e-08,5.193e-09,optimal,4
480,ICQe`q[Zo,10,20,3,3.4678437723,0.4678437723,3.4678437624,9.902e-09,4.874e-09,optimal,4
481,ICQeR`[{o,10,20,3,3.4678437722,0.4678437722,3.4678437387,3.357e-08,4.148e-09,optimal,4
482,ICQbdW{lg,10,21,3,3.4678437720,0.4678437720,3.4678437386,3.344e-08,3.213e-09,optimal,4
483,ICQb`rYZW,10,21,3,3.4678437715,0.4678437715,3.4678437388,3.269e-08,3.498e-09,optimal,4
484,ICQbdW{Vw,10,22,3,3.4678437712,0.4678437712,3.4678437376,3.361e-08,3.807e-09,optimal,4
485,ICQRDO{|G,10,19,3,3.4678437707,0.4678437707,3.4678437452,2.553e-08,4.853e-09,optimal,4
486,ICOedq[|W,10,21,3,3.4678437707,0.4678437707,3.4678437380,3.277e-08,4.243e-09,optimal,4
487,ICQb`rsyo,10,21,3,3.4678437705,0.4678437705,3.4678437378,3.275e-08,5.793e-09,optimal,4
488,ICQb`rm]o,10,22,3,3.4678437703,0.4678437703,3.4678437375,3.276e-08,3.905e-09,optimal,4
489,ICQb`rq~?,10,21,3,3.4678437702,0.4678437702,3.4678437463,2.396e-08,4.344e-09,optimal,4
490,ICQb`rYtg,10,21,3,3.4678437702,0.4678437702,3.4678437380,3.219e-08,4.707e-09,optimal,4
491,ICOedq[~o,10,22,3,3.4678437697,0.4678437697,3.4678437412,2.849e-08,3.848e-09,optimal,4
492,ICQb`rs~G,10,22,3,3.4678437696,0.4678437696,3.4678437401,2.949e-08,3.734e-09,optimal,4
493,ICQb`rqsw,10,21,3,3.4678437695,0.4678437695,3.4678437382,3.134e-08,4.315e-09,optimal,4
494,ICQb`ryvw,10,24,3,3.4678437693,0.4678437693,3.4678437420,2.733e-08,4.655e-09,optimal,4
495,ICQb`rsno,10,22,3,3.4678437693,0.4678437693,3.4678437378,3.145e-08,3.544e-09,optimal,4
496,ICQb`qr|o,10,22,3,3.4678437692,0.4678437692,3.4678437407,2.852e-08,3.848e-09,optimal,4
497,ICQb`rs|g,10,22,3,3.4678437690,0.4678437690,3.4678437405,2.855e-08,5.353e-09,optimal,4
498,ICQe`q[}o,10,21,3,3.4678437690,0.4678437690,3.4678437384,3.060e-08,4.380e-09,optimal,4
499,ICQb`rr]w,10,23,3,3.4678437688,0.4678437688,3.4678437427,2.618e-08,4.012e-09,optimal,4
500,ICQebP[[g,10,19,3,3.4678437688,0.4678437688,3.4678437408,2.797e-08,2.901e-09,optimal,4
501,ICQeR`[ng,10,21,3,3.4678437686,0.4678437686,3.4678437599,8.740e-09,2.854e-09,optimal,4
502,ICOedq[}o,10,21,3,3.4678437682,0.4678437682,3.4678437389,2.932e-08,3.521e-09,optimal,4
503,ICOedq[}w,10,22,3,3.4678437679,0.4678437679,3.4678437414,2.648e-08,3.160e-09,optimal,4
504,ICQbR_ylO,10,19,3,3.4678437679,0.4678437679,3.4678437464,2.152e-08,3.531e-09,optimal,4
505,ICOedq[|w,10,22,3,3.4678437677,0.4678437677,3.4678437429,2.485e-08,3.696e-09,optimal,4
506,ICQb`qr|g,10,22,3,3.4678437676,0.4678437676,3.4678437407,2.692e-08,4.724e-09,optimal,4
507,ICQ`fH[jG,10,19,3,3.4678437675,0.4678437675,3.4678437497,1.778e-08,4.570e-09,optimal,4
508,ICQbdW{^G,10,21,3,3.4678437671,0.4678437671,3.4678437453,2.181e-08,3.626e-09,optimal,4
509,ICQb`riuo,10,21,3,3.4678437670,0.4678437670,3.4678437386,2.840e-08,5.353e-09,optimal,4
510,ICQb`qu~o,10,23,3,3.4678437669,0.4678437669,3.4678437383,2.866e-08,3.693e-09,optimal,4
511,ICQb`quz_,10,21,3,3.4678437668,0.4678437668,3.4678437679,1.094e-09,4.072e-09,optimal,4
512,ICQb`qurw,10,22,3,3.4678437667,0.4678437667,3.4678437426,2.412e-08,2.979e-09,optimal,4
513,ICQ`fP[x_,10,19,3,3.4678437664,0.4678437664,3.4678437380,2.843e-08,2.605e-09,optimal,4
514,ICQRDO{lW,10,19,3,3.4678437664,0.4678437664,3.4678437415,2.494e-08,4.565e-09,optimal,4
515,ICQ`fIkno,10,21,3,3.4678437661,0.4678437661,3.4678437424,2.374e-08,3.280e-09,optimal,4
516,ICQb`pyn_,10,21,3,3.4678437658,0.4678437658,3.4678437388,2.698e-08,4.418e-09,optimal,4
517,ICQb`rYyW,10,21,3,3.4678437657,0.4678437657,3.4678437430,2.265e-08,5.018e-09,optimal,4
518,ICQbdW{\g,10,21,3,3.4678437655,0.4678437655,3.4678437439,2.165e-08,2.925e-09,optimal,4
519,ICQb`pyzW,10,22,3,3.4678437655,0.4678437655,3.4678437433,2.214e-08,4.931e-09,optimal,4
520,ICpdQiwSo,10,19,3,3.4678437653,0.4678437653,3.4678437432,2.210e-08,4.536e-09,optimal,4
521,ICQb`riug,10,21,3,3.4678437653,0.4678437653,3.4678437390,2.630e-08,4.908e-09,optimal,4
522,ICOedK{|?,10,19,3,3.4678437650,0.4678437650,3.4678437445,2.051e-08,2.356e-09,optimal,4
523,ICQRDqk|w,10,22,3,3.4678437648,0.4678437648,3.4678437394,2.541e-08,5.771e-09,optimal,4
524,ICQb`rm~o,10,24,3,3.4678437642,0.4678437642,3.4678437415,2.277e-08,3.396e-09,optimal,4
525,ICQb`rq^g,10,22,3,3.4678437641,0.4678437641,3.4678437422,2.186e-08,5.053e-09,optimal,4
526,ICQb`rsnO,10,21,3,3.4678437639,0.4678437639,3.4678437539,9.988e-09,3.240e-09,optimal,4
527,ICRV@qk]w,10,22,3,3.4678437638,0.4678437638,3.4678437428,2.101e-08,2.381e-09,optimal,4
528,ICOedq[lW,10,20,3,3.4678437638,0.4678437638,3.4678437476,1.620e-08,3.212e-09,optimal,4
529,ICQb`q}|w,10,24,3,3.4678437635,0.4678437635,3.4678437408,2.273e-08,2.632e-09,optimal,4
530,ICQRDqkyo,10,20,3,3.4678437634,0.4678437634,3.4678437395,2.390e-08,5.559e-09,optimal,4
531,ICQb`rkv_,10,21,3,3.4678437634,0.4678437634,3.4678437455,1.783e-08,4.768e-09,optimal,4
532,ICQb`qrto,10,21,3,3.4678437634,0.4678437634,3.4678437446,1.879e-08,3.965e-09,optimal,4
533,ICQb`qr~G,10,22,3,3.4678437632,0.4678437632,3.4678437434,1.980e-08,3.730e-09,optimal,4
534,ICQRDO{^w,10,21,3,3.4678437629,0.4678437629,3.4678437491,1.387e-08,3.662e-09,optimal,4
535,ICRV@qk^O,10,21,3,3.4678437628,0.4678437628,3.4678437439,1.891e-08,2.962e-09,optimal,4
536,ICQb`qr~?,10,21,3,3.4678437626,0.4678437626,3.4678437398,2.284e-08,4.449e-09,optimal,4
537,ICQb`riqw,10,21,3,3.4678437625,0.4678437625,3.4678437417,2.083e-08,3.394e-09,optimal,4
538,ICQb`qu~G,10,22,3,3.4678437625,0.4678437625,3.4678437376,2.486e-08,4.913e-09,optimal,4
539,ICQb`pz]w,10,23,3,3.4678437624,0.4678437624,3.4678437400,2.240e-08,2.956e-09,optimal,4
540,I?`DE_sd_,10,14,4,4.4678437622,0.4678437622,4.4678437519,1.025e-08,2.610e-09,optimal,5
541,ICQb`quYw,10,21,3,3.4678437621,0.4678437621,3.4678437407,2.143e-08,5.165e-09,optimal,4
542,ICQbdW{NW,10,21,3,3.4678437620,0.4678437620,3.4678437415,2.049e-08,3.139e-09,optimal,4
543,ICQ`fJKVO,10,19,3,3.4678437620,0.4678437620,3.4678437408,2.118e-08,2.794e-09,optimal,4
544,ICQb`rqlw,10,22,3,3.4678437620,0.4678437620,3.4678437379,2.407e-08,3.730e-09,optimal,4
545,ICQRDO{^G,10,19,3,3.4678437618,0.4678437618,3.4678437400,2.177e-08,3.225e-09,optimal,4
546,ICQb`py]w,10,22,3,3.4678437617,0.4678437617,3.4678437432,1.855e-08,5.251e-09,optimal,4
547,ICQbdW{mW,10,21,3,3.4678437613,0.4678437613,3.4678437547,6.600e-09,2.808e-09,optimal,4
548,ICQeR`[dg,10,19,3,3.4678437611,0.4678437611,3.4678437448,1.632e-08,3.077e-09,optimal,4
549,ICQTbPcJO,10,17,3,3.4678437610,0.4678437610,3.4678437389,2.212e-08,2.299e-09,optimal,4
550,ICQb`quzg,10,22,3,3.4678437610,0.4678437610,3.4678437425,1.850e-08,3.426e-09,optimal,4
551,ICQRDqk~O,10,21,3,3.4678437609,0.4678437609,3.4678437512,9.785e-09,3.831e-09,optimal,4
552,ICOedYwxG,10,19,3,3.4678437608,0.4678437608,3.4678437447,1.609e-08,3.544e-09,optimal,4
553,ICRV@qk{g,10,21,3,3.4678437608,0.4678437608,3.4678437412,1.958e-08,3.422e-09,optimal,4
554,ICQ`fIkzW,10,21,3,3.4678437607,0.4678437607,3.4678437392,2.152e-08,4.258e-09,optimal,4
555,ICQb`rkRw,10,21,3,3.4678437606,0.4678437606,3.4678437396,2.103e-08,3.439e-09,optimal,4
556,ICQ`fIk}W,10,21,3,3.4678437603,0.4678437603,3.4678437446,1.568e-08,2.863e-09,optimal,4
557,ICQRDqkUW,10,19,3,3.4678437602,0.4678437602,3.4678437386,2.164e-08,3.745e-09,optimal,4
558,ICQb`ru~g,10,24,3,3.4678437601,0.4678437601,3.4678437411,1.906e-08,3.919e-09,optimal,4
559,ICQb`q}{o,10,22,3,3.4678437601,0.4678437601,3.4678437414,1.869e-08,3.228e-09,optimal,4
560,ICQdbRSfO,10,19,3,3.4678437599,0.4678437599,3.4678437386,2.135e-08,3.235e-09,optimal,4
561,ICQb`qulw,10,22,3,3.4678437597,0.4678437597,3.4678437576,2.083e-09,3.038e-09,optimal,4
562,ICQbdW{Ng,10,21,3,3.4678437597,0.4678437597,3.4678437429,1.674e-08,2.554e-09,optimal,4
563,ICQb`py~w,10,24,3,3.4678437596,0.4678437596,3.4678437434,1.613e-08,4.772e-09,optimal,4
564,ICQb`ru]w,10,23,3,3.4678437595,0.4678437595,3.4678437377,2.188e-08,2.576e-09,optimal,4
565,ICQb`qu|w,10,23,3,3.4678437592,0.4678437592,3.4678437430,1.625e-08,3.892e-09,optimal,4
566,ICQb`qu~g,10,23,3,3.4678437591,0.4678437591,3.4678437440,1.518e-08,3.754e-09,optimal,4
567,ICQb`rr]o,10,22,3,3.4678437591,0.4678437591,3.4678437389,2.028e-08,3.221e-09,optimal,4
568,ICQbR_y|w,10,22,3,3.4678437591,0.4678437591,3.4678437377,2.140e-08,2.714e-09,optimal,4
569,ICQbQrIRW,10,19,3,3.4678437589,0.4678437589,3.4678437450,1.396e-08,4.427e-09,optimal,4
570,ICQeRakN_,10,19,3,3.4678437589,0.4678437589,3.4678437455,1.334e-08,1.983e-09,optimal,4
571,ICQb`qujw,10,22,3,3.4678437588,0.4678437588,3.4678437408,1.799e-08,3.269e-09,optimal,4
572,ICQb`rsqw,10,21,3,3.4678437587,0.4678437587,3.4678437398,1.890e-08,2.905e-09,optimal,4
573,ICQb`pz}w,10,24,3,3.4678437587,0.4678437587,3.4678437415,1.719e-08,2.336e-09,optimal,4
574,ICQb`rssw,10,21,3,3.4678437587,0.4678437587,3.4678437409,1.778e-08,4.594e-09,optimal,4
575,ICQb`rmnO,10,22,3,3.4678437587,0.4678437587,3.4678437450,1.365e-08,2.868e-09,optimal,4
576,ICQb`rY]o,10,21,3,3.4678437587,0.4678437587,3.4678437400,1.865e-08,3.524e-09,optimal,4
577,ICQb`rqNo,10,21,3,3.4678437585,0.4678437585,3.4678437390,1.944e-08,3.693e-09,optimal,4
578,ICQbdW{rW,10,21,3,3.4678437584,0.4678437584,3.4678437394,1.903e-08,2.278e-09,optimal,4
579,ICQb`qr}_,10,21,3,3.4678437582,0.4678437582,3.4678437412,1.695e-08,2.750e-09,optimal,4
580,ICQb`rkLw,10,21,3,3.4678437581,0.4678437581,3.4678437396,1.851e-08,4.512e-09,optimal,4
581,ICQb`py~W,10,23,3,3.4678437581,0.4678437581,3.4678437548,3.317e-09,3.093e-09,optimal,4
582,ICQb`rk|G,10,21,3,3.4678437580,0.4678437580,3.4678437478,1.020e-08,4.659e-09,optimal,4
583,ICQeR`[zW,10,21,3,3.4678437580,0.4678437580,3.4678437380,2.000e-08,2.816e-09,optimal,4
584,ICQb`pylW,10,21,3,3.4678437580,0.4678437580,3.4678437499,8.116e-09,4.200e-09,optimal,4
585,ICQ`fIk{_,10,19,3,3.4678437578,0.4678437578,3.4678437424,1.538e-08,4.772e-09,optimal,4
586,ICQb`rY]W,10,21,3,3.4678437578,0.4678437578,3.4678437432,1.456e-08,2.162e-09,optimal,4
587,ICQb`rYfg,10,21,3,3.4678437573,0.4678437573,3.4678437430,1.429e-08,3.082e-09,optimal,4
588,ICQe`q[~w,10,23,3,3.4678437573,0.4678437573,3.4678437420,1.534e-08,5.061e-09,optimal,4
589,ICQb`py|w,10,23,3,3.4678437572,0.4678437572,3.4678437862,2.907e-08,3.809e-09,optimal,4
590,ICQb`r}zo,10,24,3,3.4678437569,0.4678437569,3.4678437434,1.343e-08,2.310e-09,optimal,4
591,ICQb`q}}w,10,24,3,3.4678437566,0.4678437566,3.4678437427,1.398e-08,2.198e-09,optimal,4
592,ICQeR`[~W,10,22,3,3.4678437566,0.4678437566,3.4678437425,1.407e-08,2.627e-09,optimal,4
593,ICQRDO{yg,10,19,3,3.4678437565,0.4678437565,3.4678437478,8.673e-09,2.953e-09,optimal,4
594,ICQRDO{uW,10,19,3,3.4678437564,0.4678437564,3.4678437430,1.340e-08,2.860e-09,optimal,4
595,ICQb`rYlo,10,21,3,3.4678437563,0.4678437563,3.4678437426,1.371e-08,2.546e-09,optimal,4
596,ICQTbHhj?,10,18,3,3.4678437562,0.4678437562,3.4678437385,1.770e-08,2.794e-09,optimal,4
597,ICRV@qk|O,10,21,3,3.4678437561,0.4678437561,3.4678437393,1.684e-08,2.351e-09,optimal,4
598,ICQb`qrlw,10,22,3,3.4678437558,0.4678437558,3.4678437452,1.063e-08,3.261e-09,optimal,4
599,ICQb`rinO,10,21,3,3.4678437558,0.4678437558,3.4678437424,1.335e-08,2.698e-09,optimal,4
600,ICQb`r{|o,10,23,3,3.4678437557,0.4678437557,3.4678437626,6.937e-09,4.415e-09,optimal,4
601,ICQeR`[vo,10,21,3,3.4678437556,0.4678437556,3.4678437376,1.802e-08,2.495e-09,optimal,4
602,ICQb`rsuW,10,21,3,3.4678437556,0.4678437556,3.4678437636,7.980e-09,3.584e-09,optimal,4
603,ICQb`rkZg,10,21,3,3.4678437554,0.4678437554,3.4678437495,5.904e-09,3.216e-09,optimal,4
604,ICQbdW{Jw,10,21,3,3.4678437552,0.4678437552,3.4678437376,1.766e-08,1.953e-09,optimal,4
605,ICQb`rkYw,10,21,3,3.4678437551,0.4678437551,3.4678437639,8.831e-09,2.238e-09,optimal,4
606,ICQb`rYro,10,21,3,3.4678437550,0.4678437550,3.4678437401,1.493e-08,4.104e-09,optimal,4
607,ICQb`quzW,10,22,3,3.4678437549,0.4678437549,3.4678437399,1.503e-08,3.055e-09,optimal,4
608,ICQRDO{vO,10,19,3,3.4678437548,0.4678437548,3.4678437469,7.902e-09,2.057e-09,optimal,4
609,ICQb`rr~O,10,23,3,3.4678437547,0.4678437547,3.4678437467,8.074e-09,4.944e-09,optimal,4
610,ICQREiwf_,10,19,3,3.4678437547,0.4678437547,3.4678437399,1.475e-08,3.165e-09,optimal,4
611,ICRV@qk~G,10,22,3,3.4678437547,0.4678437547,3.4678437407,1.396e-08,2.512e-09,optimal,4
612,ICQb`rqnW,10,22,3,3.4678437546,0.4678437546,3.4678437376,1.695e-08,2.233e-09,optimal,4
613,ICQb`r}~_,10,24,3,3.4678437545,0.4678437545,3.4678437406,1.399e-08,2.166e-09,optimal,4
614,ICQb`qulg,10,21,3,3.4678437544,0.4678437544,3.4678437447,9.788e-09,2.408e-09,optimal,4
615,ICQb`quuo,10,21,3,3.4678437544,0.4678437544,3.4678437406,1.378e-08,2.842e-09,optimal,4
616,ICQb`r}nw,10,25,3,3.4678437543,0.4678437543,3.4678437429,1.146e-08,1.815e-09,optimal,4
617,ICQeR`[do,10,19,3,3.4678437543,0.4678437543,3.4678437411,1.326e-08,1.874e-09,optimal,4
618,ICQb`ri}W,10,22,3,3.4678437543,0.4678437543,3.4678437388,1.554e-08,3.532e-09,optimal,4
619,ICQb`rynw,10,24,3,3.4678437543,0.4678437543,3.4678437380,1.624e-08,2.511e-09,optimal,4
620,ICQbdW{Vo,10,21,3,3.4678437540,0.4678437540,3.4678437481,5.951e-09,2.762e-09,optimal,4
621,I?`DBOk}O,10,16,4,4.4678437539,0.4678437539,4.4678437396,1.433e-08,1.747e-09,optimal,5
622,ICQeR`[Nw,10,21,3,3.4678437538,0.4678437538,3.4678437383,1.550e-08,2.284e-09,optimal,4
623,ICQb`py~g,10,23,3,3.4678437537,0.4678437537,3.4678437469,6.839e-09,2.795e-09,optimal,4
624,ICQRDqk~_,10,21,3,3.4678437537,0.4678437537,3.4678437408,1.289e-08,2.529e-09,optimal,4
625,I?`D@Rol?,10,14,4,4.4678437537,0.4678437537,4.4678437432,1.049e-08,1.824e-09,optimal,5
626,ICQb`rYUw,10,21,3,3.4678437537,0.4678437537,3.4678437540,2.817e-10,2.624e-09,optimal,4
627,ICQe`q[Ro,10,19,3,3.4678437535,0.4678437535,3.4678437379,1.560e-08,4.318e-09,optimal,4
628,ICQbR_y}w,10,22,3,3.4678437535,0.4678437535,3.4678437389,1.458e-08,2.195e-09,optimal,4
629,ICQb`r{~g,10,24,3,3.4678437535,0.4678437535,3.4678437390,1.451e-08,3.461e-09,optimal,4
630,ICQeR`kJo,10,19,3,3.4678437533,0.4678437533,3.4678437392,1.412e-08,2.540e-09,optimal,4
631,ICQbdW{nW,10,22,3,3.4678437532,0.4678437532,3.4678437408,1.238e-08,2.243e-09,optimal,4
632,I?`bC`WF_,10,14,4,4.4678437531,0.4678437531,4.4678437513,1.762e-09,2.848e-09,optimal,5
633,ICQRFO{u_,10,19,3,3.4678437531,0.4678437531,3.4678437437,9.352e-09,1.659e-09,optimal,4
634,ICOedq[qw,10,20,3,3.4678437530,0.4678437530,3.4678437395,1.357e-08,3.863e-09,optimal,4
635,ICQbdW{[w,10,21,3,3.4678437530,0.4678437530,3.4678437534,3.633e-10,2.316e-09,optimal,4
636,ICQ`fIkvo,10,21,3,3.4678437530,0.4678437530,3.4678437382,1.475e-08,2.668e-09,optimal,4
637,ICOedq[~w,10,23,3,3.4678437528,0.4678437528,3.4678437411,1.172e-08,2.815e-09,optimal,4
638,ICOedq[Zo,10,20,3,3.4678437528,0.4678437528,3.4678437381,1.465e-08,1.774e-09,optimal,4
639,ICQbdW{~_,10,22,3,3.4678437527,0.4678437527,3.4678437443,8.320e-09,2.140e-09,optimal,4
640,ICQbdW{kw,10,21,3,3.4678437526,0.4678437526,3.4678437384,1.418e-08,2.007e-09,optimal,4
641,ICQb`rm~w,10,25,3,3.4678437525,0.4678437525,3.4678437533,7.227e-10,2.185e-09,optimal,4
642,ICQRDqkWw,10,19,3,3.4678437524,0.4678437524,3.4678437406,1.180e-08,2.983e-09,optimal,4
643,ICQb`qruo,10,21,3,3.4678437523,0.4678437523,3.4678437408,1.150e-08,2.427e-09,optimal,4
644,ICQb`ry~w,10,25,3,3.4678437522,0.4678437522,3.4678437412,1.097e-08,3.091e-09,optimal,4
645,ICRV@qkYo,10,20,3,3.4678437521,0.4678437521,3.4678437534,1.283e-09,2.296e-09,optimal,4
646,ICQb`riXw,10,21,3,3.4678437520,0.4678437520,3.4678437378,1.426e-08,2.609e-09,optimal,4
647,ICQb`qr[w,10,21,3,3.4678437520,0.4678437520,3.4678437872,3.520e-08,2.562e-09,optimal,4
648,ICQb`r{|w,10,24,3,3.4678437520,0.4678437520,3.4678437379,1.411e-08,3.344e-09,optimal,4
649,ICRV@qkxo,10,21,3,3.4678437519,0.4678437519,3.4678437417,1.012e-08,1.799e-09,optimal,4
650,ICQb`rimw,10,22,3,3.4678437517,0.4678437517,3.4678437376,1.411e-08,2.459e-09,optimal,4
651,ICQb`rmzg,10,23,3,3.4678437516,0.4678437516,3.4678437579,6.332e-09,3.350e-09,optimal,4
652,ICQbR_ymw,10,21,3,3.4678437514,0.4678437514,3.4678437404,1.106e-08,2.080e-09,optimal,4
653,ICQe`q[eW,10,19,3,3.4678437514,0.4678437514,3.4678437429,8.489e-09,2.499e-09,optimal,4
654,ICQb`py~o,10,23,3,3.4678437513,0.4678437513,3.4678437429,8.437e-09,2.703e-09,optimal,4
655,ICQb`ry^o,10,23,3,3.4678437512,0.4678437512,3.4678437376,1.362e-08,2.545e-09,optimal,4
656,I?`DBOk]?,10,14,4,4.4678437512,0.4678437512,4.4678437428,8.363e-09,1.481e-09,optimal,5
657,ICQb`rY^o,10,22,3,3.4678437511,0.4678437511,3.4678437410,1.003e-08,2.308e-09,optimal,4
658,ICQb`pz~g,10,24,3,3.4678437510,0.4678437510,3.4678437485,2.540e-09,1.701e-09,optimal,4
659,ICQb`rqmw,10,22,3,3.4678437510,0.4678437510,3.4678437383,1.270e-08,2.322e-09,optimal,4
660,ICQbdW{^W,10,22,3,3.4678437510,0.4678437510,3.4678437385,1.244e-08,2.032e-09,optimal,4
661,ICQb`pynO,10,21,3,3.4678437509,0.4678437509,3.4678437423,8.648e-09,1.881e-09,optimal,4
662,ICQeR`[fw,10,21,3,3.4678437509,0.4678437509,3.4678437402,1.069e-08,3.012e-09,optimal,4
663,ICQbdW{^w,10,23,3,3.4678437508,0.4678437508,3.4678437393,1.156e-08,1.637e-09,optimal,4
664,ICQbR_y|o,10,21,3,3.4678437507,0.4678437507,3.4678437496,1.148e-09,2.593e-09,optimal,4
665,ICQb`rYew,10,21,3,3.4678437503,0.4678437503,3.4678437513,1.015e-09,3.662e-09,optimal,4
666,ICRV@qklW,10,21,3,3.4678437502,0.4678437502,3.4678437399,1.027e-08,1.957e-09,optimal,4
667,ICQb`ru|W,10,23,3,3.4678437502,0.4678437502,3.4678437398,1.038e-08,1.504e-09,optimal,4
668,ICQbR_y~w,10,23,3,3.4678437501,0.4678437501,3.4678437406,9.489e-09,1.830e-09,optimal,4
669,ICQb`r{uw,10,23,3,3.4678437501,0.4678437501,3.4678437449,5.188e-09,3.780e-09,optimal,4
670,ICQb`ry]w,10,23,3,3.4678437500,0.4678437500,3.4678437431,6.864e-09,2.262e-09,optimal,4
671,ICQb`rmvO,10,22,3,3.4678437499,0.4678437499,3.4678437394,1.046e-08,1.439e-09,optimal,4
672,ICQb`qu~W,10,23,3,3.4678437498,0.4678437498,3.4678437411,8.720e-09,3.308e-09,optimal,4
673,ICQb`ru{o,10,22,3,3.4678437498,0.4678437498,3.4678437379,1.187e-08,2.786e-09,optimal,4
674,ICQb`q}}o,10,23,3,3.4678437498,0.4678437498,3.4678437379,1.185e-08,1.489e-09,optimal,4
675,ICQRDO{]g,10,19,3,3.4678437497,0.4678437497,3.4678437437,6.049e-09,2.661e-09,optimal,4
676,ICQb`rY\w,10,22,3,3.4678437497,0.4678437497,3.4678437382,1.146e-08,2.965e-09,optimal,4
677,ICQb`rYjW,10,21,3,3.4678437496,0.4678437496,3.4678437494,1.898e-10,2.517e-09,optimal,4
678,ICQbdW{Nw,10,22,3,3.4678437496,0.4678437496,3.4678437468,2.783e-09,1.581e-09,optimal,4
679,ICQ`fIk|W,10,21,3,3.4678437493,0.4678437493,3.4678437396,9.713e-09,1.948e-09,optimal,4
680,ICQb`rqMw,10,21,3,3.4678437493,0.4678437493,3.4678437412,8.124e-09,4.633e-09,optimal,4
681,ICQRDqk^W,10,21,3,3.4678437493,0.4678437493,3.4678437455,3.716e-09,2.184e-09,optimal,4
682,ICQb`rqUw,10,21,3,3.4678437493,0.4678437493,3.4678437444,4.804e-09,5.213e-09,optimal,4
683,ICQeR`[t_,10,19,3,3.4678437492,0.4678437492,3.4678437430,6.200e-09,1.998e-09,optimal,4
684,ICQb`rm|g,10,23,3,3.4678437491,0.4678437491,3.4678437413,7.769e-09,2.879e-09,optimal,4
685,ICQb`rq{w,10,22,3,3.4678437490,0.4678437490,3.4678437376,1.138e-08,2.104e-09,optimal,4
686,ICQb`rmnW,10,23,3,3.4678437488,0.4678437488,3.4678437377,1.111e-08,1.756e-09,optimal,4
687,ICQbR_yng,10,21,3,3.4678437487,0.4678437487,3.4678437489,2.165e-10,1.375e-09,optimal,4
688,ICQb`rizo,10,22,3,3.4678437487,0.4678437487,3.4678437618,1.316e-08,2.682e-09,optimal,4
689,ICQb`rivO,10,21,3,3.4678437487,0.4678437487,3.4678437509,2.232e-09,2.123e-09,optimal,4
690,ICQb`riNW,10,21,3,3.4678437486,0.4678437486,3.4678437429,5.725e-09,2.289e-09,optimal,4
691,ICQb`pyz_,10,21,3,3.4678437485,0.4678437485,3.4678437415,6.933e-09,3.601e-09,optimal,4
692,ICQb`rqmo,10,21,3,3.4678437482,0.4678437482,3.4678437419,6.229e-09,1.916e-09,optimal,4
693,ICQb`qu|g,10,22,3,3.4678437479,0.4678437479,3.4678437476,3.326e-10,3.085e-09,optimal,4
694,ICQb`rslo,10,21,3,3.4678437479,0.4678437479,3.4678437459,2.043e-09,3.028e-09,optimal,4
695,ICQb`riZo,10,21,3,3.4678437478,0.4678437478,3.4678437440,3.885e-09,2.269e-09,optimal,4
696,ICQb`qujo,10,21,3,3.4678437478,0.4678437478,3.4678437448,3.062e-09,2.350e-09,optimal,4
697,ICQb`runO,10,22,3,3.4678437478,0.4678437478,3.4678437415,6.364e-09,2.297e-09,optimal,4
698,ICQb`ri}O,10,21,3,3.4678437478,0.4678437478,3.4678437400,7.774e-09,2.819e-09,optimal,4
699,ICQb`q}zw,10,24,3,3.4678437478,0.4678437478,3.4678437379,9.876e-09,1.384e-09,optimal,4
700,ICQb`rqjw,10,22,3,3.4678437476,0.4678437476,3.4678437435,4.112e-09,1.355e-09,optimal,4
701,ICQb`rs]w,10,22,3,3.4678437475,0.4678437475,3.4678437452,2.315e-09,1.313e-09,optimal,4
702,ICQb`r{]o,10,22,3,3.4678437475,0.4678437475,3.4678437380,9.474e-09,2.620e-09,optimal,4
703,ICQRDqk~w,10,23,3,3.4678437473,0.4678437473,3.4678437408,6.502e-09,2.359e-09,optimal,4
704,ICQbR_yjw,10,21,3,3.4678437473,0.4678437473,3.4678437458,1.501e-09,1.601e-09,optimal,4
705,I?`DBOk|_,10,16,4,4.4678437472,0.4678437472,4.4678437382,9.045e-09,1.728e-09,optimal,5
706,ICQeR`[Vw,10,21,3,3.4678437472,0.4678437472,3.4678437481,9.362e-10,2.791e-09,optimal,4
707,ICQb`ru|_,10,22,3,3.4678437471,0.4678437471,3.4678437689,2.177e-08,1.732e-09,optimal,4
