graph6,n,edges,alpha,theta,delta,perfect,chi_comp,solve_time,status,pr
G?ABc[,8,8,5,4.999999984044891,-1.5955109233800613e-08,True,5,0.001784677995601669,solved,4.652944696204031e-13
G?ABeO,8,7,5,5.000000015716706,1.5716706158741545e-08,True,5,0.0023816130124032497,solved,6.490725343593232e-09
G?ABeS,8,8,5,5.000000026837983,2.683798339120358e-08,True,5,0.002192542015109211,solved,3.166296241649345e-09
G?ABeW,8,8,5,4.99999998839596,-1.16040403952411e-08,True,5,0.002025300986133516,solved,4.5655507731042154e-10
G?ABe[,8,9,5,5.0000000124049,1.2404900218143666e-08,True,5,0.0019504829833749682,solved,7.237075901338849e-10
G?ABfO,8,8,5,4.999999988077276,-1.1922724141300023e-08,True,5,0.0020583140139933676,solved,5.905517701617615e-10
G?ABfS,8,9,5,4.99999999894448,-1.0555201157558258e-09,True,5,0.0016626159776933491,solved,1.5224448987461901e-09
G?ABfW,8,9,5,5.00000001049375,1.0493749869056046e-08,True,5,0.0011815820180345327,solved,8.59994763395479e-10
G?ABf[,8,10,5,5.000000052659816,5.265981606328296e-08,True,5,0.0010537220223341137,solved,4.158679259559614e-09
G?ABfo,8,9,5,4.999999998327232,-1.6727677021322052e-09,True,5,0.0014230420056264848,solved,3.8749518177606176e-10
G?ABfs,8,10,5,5.000000058867265,5.8867264840500866e-08,True,5,0.001234252005815506,solved,5.450031735440229e-09
G?ABfw,8,10,5,5.000000039103894,3.910389434480521e-08,True,5,0.0009914230031426996,solved,2.5162093422179784e-09
G?ABf{,8,11,5,5.0000000009915215,9.915215315459136e-10,True,5,0.0009122409974224865,solved,2.43138280707956e-10
G?ABvG,8,9,5,5.000000000981438,9.81438041947058e-10,True,5,0.001345106982626021,solved,2.1844970560409167e-10
G?ABvK,8,10,5,5.000000043816713,4.381671292463807e-08,True,5,0.001250575005542487,solved,3.6439712018974673e-09
G?ABv_,8,9,5,5.000000017461711,1.74617111881048e-08,True,5,0.001359382993541658,solved,2.572962456485848e-09
G?ABvc,8,10,5,4.999999996711689,-3.288310956861551e-09,True,5,0.001245836989255622,solved,1.5268054026873393e-10
G?ABvg,8,10,5,4.999999999912531,-8.746869895048803e-11,True,5,0.001170654984889552,solved,3.144858858438954e-10
G?ABvk,8,11,5,4.999999999499188,-5.008118364457914e-10,True,5,0.0011611790105234832,solved,1.505525268512422e-10
G?ABvo,8,10,5,5.000000029248859,2.9248859334529698e-08,True,5,0.0010851910046767443,solved,2.0355770557566386e-09
G?ABvs,8,11,5,5.000000002840412,2.8404123497693945e-09,True,5,0.0012112889962736517,solved,2.0270939965785334e-10
G?ABvw,8,11,5,5.000000013047799,1.3047799285459405e-08,True,5,0.001005433005047962,solved,7.029337723042169e-10
G?ABv{,8,12,5,4.999999997884313,-2.1156871810035227e-09,True,5,0.0007404059870168567,solved,1.5743987152060557e-10
G?ACNo,8,8,5,5.000000001811,1.8110002386606538e-09,True,5,0.0013421000039670616,solved,6.411112029382799e-10
G?ACNw,8,9,5,5.00000001663205,1.6632050403586618e-08,True,5,0.0013122980017215014,solved,6.989078072646134e-10
G?ACN{,8,10,5,4.999999997097733,-2.9022668712741506e-09,True,5,0.0014504989958368242,solved,5.773159728050814e-15
G?AEBo,8,7,5,5.000000008636496,8.636495962832669e-09,True,5,0.0017076730146072805,solved,7.733746070593686e-09
G?AEBw,8,8,5,4.999999987131217,-1.2868783372255166e-08,False,5,0.001970748999156058,solved,2.3183132218357155e-09
G?AEDo,8,7,5,5.000000002903964,2.9039641802341976e-09,True,5,0.0015870589995756745,solved,8.400540665119836e-09
G?AEDs,8,8,5,5.000000013768291,1.3768291395876986e-08,True,5,0.0017377309850417078,solved,2.87328107310025e-09
G?AEDw,8,8,5,5.0000000093536165,9.353616547969068e-09,True,5,0.001416782004525885,solved,6.319342323802009e-10
G?AEFo,8,8,5,4.99999999167618,-8.323819855604597e-09,True,5,0.0016796760028228164,solved,2.9849422454465116e-10
G?AEFs,8,9,5,4.999999989024757,-1.097524293669494e-08,True,5,0.0018086149939335883,solved,7.933653733971369e-13
G?AEFw,8,9,5,4.999999998832683,-1.16731690980032e-09,True,5,0.002078531979350373,solved,5.090123921249276e-12
G?AEF{,8,10,5,5.000000004975293,4.975293066422637e-09,True,5,0.0011358089977875352,solved,2.4203211605808136e-10
G?AEJo,8,8,5,5.0000000022794495,2.279449518027832e-09,True,5,0.0011379979841876775,solved,7.375724795333147e-10
G?AEJs,8,9,5,5.000000005539582,5.5395821263459766e-09,True,5,0.0011002880055457354,solved,2.9748834418847786e-10
G?AELo,8,8,5,5.000000003032055,3.0320546073880905e-09,True,5,0.001403338013915345,solved,1.688420531151952e-09
G?AELs,8,9,5,5.000000016664691,1.6664690960510598e-08,True,5,0.0014882120012771338,solved,2.5937878057830406e-09
G?AELw,8,9,5,5.000000006397002,6.397002039193467e-09,True,5,0.0012786989973392338,solved,3.808442086827103e-10
G?AEL{,8,10,5,4.999999991651285,-8.348714608530372e-09,True,5,0.0012586550146806985,solved,1.9521615315917444e-10
G?AENo,8,9,5,5.000000001647917,1.6479173581274154e-09,True,5,0.001257307012565434,solved,8.775137523696838e-11
G?AENs,8,10,5,5.000000000374481,3.744808907413244e-10,True,5,0.001609927014214918,solved,3.105451825641454e-10
G?AENw,8,10,5,4.999999994052425,-5.947574877041006e-09,True,5,0.0020952010236214846,solved,2.0424802235488385e-10
G?AEN{,8,11,5,5.000000001047996,1.047996356362546e-09,True,5,0.0014900969981681556,solved,6.117239303734751e-10
G?AF?w,8,7,5,5.000000043108606,4.3108605574104786e-08,True,5,0.0023793510044924915,solved,1.2807277284187474e-08
G?AF?{,8,8,5,5.000000007666667,7.666667301009511e-09,True,5,0.0021966249914839864,solved,8.772738860509363e-10
G?AFAw,8,8,5,5.000000013797427,1.3797427200756829e-08,False,5,0.002526486001443118,solved,7.881514630819332e-10
G?AFA{,8,9,5,5.0000000171424155,1.7142415487114704e-08,True,5,0.0023548990138806403,solved,7.31286964132569e-09
G?AFBo,8,8,5,5.000000009861237,9.86123716018028e-09,True,5,0.001979979017050937,solved,5.777743406932509e-09
G?AFBs,8,9,5,5.000000021796182,2.1796181748356958e-08,True,5,0.0015783809940330684,solved,2.0678070725377646e-09
G?AFBw,8,9,5,4.999999995216559,-4.783441198696892e-09,False,5,0.0018427289905957878,solved,7.329477639354633e-09
G?AFB{,8,10,5,4.999999997080897,-2.919103181397986e-09,True,5,0.0015995220164768398,solved,1.0746958878371515e-13
G?AFCs,8,8,5,5.00000000145831,1.4583099172682523e-09,True,5,0.0017945730069186538,solved,6.003890019803363e-10
G?AFCw,8,8,5,4.9999999989375175,-1.0624825463878551e-09,True,5,0.0019442949851509184,solved,1.6973469448761163e-09
G?AFC{,8,9,5,5.00000003367234,3.367233958329052e-08,True,5,0.0017545460141263902,solved,5.151951815696966e-09
G?AFEo,8,8,5,5.000000003834369,3.834369266542126e-09,True,5,0.0018332619802094996,solved,2.0914700300700868e-10
G?AFEs,8,9,5,5.000000005232077,5.232076993877399e-09,True,5,0.0015966130013111979,solved,2.0019161986696157e-09
G?AFEw,8,9,5,5.000000043439531,4.3439531083322436e-08,True,5,0.001354527019429952,solved,4.258857818505389e-09
G?AFE{,8,10,5,4.999999996332898,-3.66710217747368e-09,True,5,0.0013434169813990593,solved,1.65663481161109e-10
G?AFFo,8,9,5,5.000000026941554,2.694155387672481e-08,True,5,0.0016261839773505926,solved,4.702507933133105e-09
G?AFFs,8,10,5,4.999999997705091,-2.294909151601132e-09,True,5,0.001647063996642828,solved,1.2490690244847451e-11
G?AFFw,8,10,5,5.000000014985875,1.4985874763340234e-08,True,5,0.0018019549897871912,solved,8.374275034151071e-10
G?AFF{,8,11,5,5.000000013485375,1.3485374594779387e-08,True,5,0.001274191017728299,solved,6.937002947538397e-10
G?AFKw,8,9,5,5.000000007604538,7.604538332373068e-09,True,5,0.0016689419862814248,solved,4.831259866103735e-10
G?AFK{,8,10,5,4.99999999567184,-4.328160052580188e-09,True,5,0.0016687239985913038,solved,1.2020372696749004e-10
G?AFMw,8,10,5,5.000000002430737,2.4307373891474526e-09,True,5,0.0012874679814558476,solved,1.4782312303562686e-10
G?AFM{,8,11,5,4.999999994694522,-5.305477834838257e-09,True,5,0.0013361680030357093,solved,1.2318075428026253e-10
G?AFNo,8,10,5,4.999999990883989,-9.11601105713089e-09,True,5,0.001564036007039249,solved,3.2662815680161834e-10
G?AFNs,8,11,5,5.0000000055097304,5.509730449659855e-09,True,5,0.0014685089990962297,solved,3.2053807053357564e-10
G?AFNw,8,11,5,4.999999999847512,-1.524878001646357e-10,True,5,0.0016385690250899643,solved,5.600290016298153e-12
G?AFN{,8,12,5,5.000000000480316,4.803162312327913e-10,True,5,0.0010959969949908555,solved,5.928527025940458e-11
G?AFbW,8,9,5,5.000000014011357,1.401135740763948e-08,False,5,0.00172302799182944,solved,7.5253233096801e-10
G?AFb[,8,10,5,4.999999965522351,-3.447764918007579e-08,True,5,0.0014401559892576188,solved,3.340463420242189e-09
G?AFbw,8,10,5,5.000000000225347,2.2534685228947637e-10,False,5,0.0014286539808381349,solved,1.8049719543776892e-09
G?AFb{,8,11,5,5.0000000059450835,5.9450835365737476e-09,True,5,0.0012494719994720072,solved,3.924397714488099e-10
G?AFeW,8,9,5,5.0000000000712275,7.122746836785154e-11,True,5,0.0013289340131450444,solved,1.0600935705481548e-10
G?AFe[,8,10,5,4.999999996499492,-3.500508327647367e-09,True,5,0.001386220013955608,solved,1.1076637179340878e-09
G?AFfO,8,9,5,5.000000008014903,8.014903407627116e-09,True,5,0.001397017011186108,solved,4.3867987951512194e-10
G?AFfS,8,10,5,4.999999972292817,-2.7707183214431552e-08,True,5,0.0013189029996283352,solved,3.001865093343119e-09
G?AFfW,8,10,5,5.000000000915696,9.156959634992745e-10,True,5,0.0013337380078155547,solved,8.128919670469698e-11
G?AFf[,8,11,5,4.999999999591279,-4.0872105699918393e-10,True,5,0.0013919030025135726,solved,8.773547004666279e-12
G?AFfo,8,10,5,5.000000000828866,8.288658648325509e-10,True,5,0.001372617989545688,solved,6.901736784147355e-11
G?AFfs,8,11,5,4.9999999965159425,-3.4840574869576812e-09,True,5,0.0012612179853022099,solved,3.4414894616590425e-10
G?AFfw,8,11,5,4.999999984732609,-1.5267390907069966e-08,True,5,0.001387869007885456,solved,1.2797186163488364e-09
G?AFf{,8,12,5,4.999999998816061,-1.1839391689250078e-09,True,5,0.001008486986393109,solved,1.8471165255599613e-11
G?AFnW,8,11,5,5.000000002360697,2.36069741532674e-09,True,5,0.0014147240144666284,solved,1.3885333307431194e-10
G?AFn[,8,12,5,4.9999999623169895,-3.7683010489786284e-08,True,5,0.001053894986398518,solved,2.5375257450832578e-12
G?AFnw,8,12,5,5.000000029205885,2.9205884821692507e-08,True,5,0.0011711459956131876,solved,1.6309217718063952e-09
G?AFn{,8,13,5,5.000000014059291,1.4059290620593856e-08,True,5,0.0007216900121420622,solved,9.419176431458911e-10
G?AFrw,8,11,5,4.999999987085313,-1.2914687097520527e-08,False,5,0.0011376109905540943,solved,3.185487121385819e-09
G?AFr{,8,12,5,5.000000000823017,8.230172099388255e-10,True,5,0.0012055780098307878,solved,4.9433769965146935e-11
G?AFvg,8,11,5,4.99999999943048,-5.695204308153734e-10,True,5,0.0013559830258600414,solved,1.755027711452112e-11
G?AFvk,8,12,5,4.999999994665777,-5.334222841213432e-09,True,5,0.0013268050097394735,solved,8.620240790069448e-11
G?AFvo,8,11,5,5.000000008372798,8.372797566380541e-09,True,5,0.0014312510029412806,solved,4.350590235826444e-10
G?AFvs,8,12,5,5.000000003022363,3.0223628044723228e-09,True,5,0.0014241620083339512,solved,2.0884826535738613e-10
G?AFvw,8,12,5,5.000000033721122,3.372112189481413e-08,True,5,0.0011293749848846346,solved,3.1072548804303323e-09
G?AFv{,8,13,5,4.999999983217421,-1.6782578882157395e-08,True,5,0.001050151011440903,solved,1.813614570173433e-09
G?AF~w,8,13,5,5.0000000367885065,3.6788506463381054e-08,True,5,0.0006598620093427598,solved,2.2235389942287816e-09
G?AF~{,8,14,5,5.0000000043752175,4.37521752161274e-09,True,5,0.0005445410206448287,solved,6.017769206303887e-10
G?B@_[,8,7,5,5.000000015127026,1.5127025854155818e-08,True,5,0.0021666690008714795,solved,6.506350380553999e-09
G?B@`W,8,7,5,4.9999999986900505,-1.309949482219963e-09,True,5,0.0012439669808372855,solved,1.159337691547155e-10
G?B@`w,8,8,5,4.9999999995164535,-4.835465361452407e-10,True,5,0.0018470229988452047,solved,5.709028766466931e-10
G?B@c[,8,8,5,5.000000008086648,8.086647795835233e-09,True,5,0.0012091170065104961,solved,1.075034390673315e-09
G?B@dO,8,7,5,5.000000010456796,1.0456796317726003e-08,True,5,0.0012277789937797934,solved,5.186712040207638e-10
G?B@dW,8,8,5,5.00000001134853,1.1348530115640187e-08,True,5,0.0012397009995765984,solved,2.015086916460463e-09
G?B@d[,8,9,5,5.000000017746996,1.774699587286932e-08,True,5,0.0012463309976737946,solved,1.37646367534103e-09
G?B@dw,8,9,5,5.000000025027906,2.5027905969920994e-08,True,5,0.0012118559970986098,solved,1.4007513979905903e-09
G?B@e[,8,9,5,5.000000014804246,1.4804245829225238e-08,True,5,0.0014454929914791137,solved,1.1303429122370645e-09
G?B@fO,8,8,5,5.000000005448349,5.448349327252799e-09,True,5,0.0012454550014808774,solved,1.0322595029524927e-09
G?B@fW,8,9,5,5.000000025922859,2.592285941460659e-08,True,5,0.0012995150173082948,solved,2.5287988095299803e-09
G?B@f[,8,10,5,5.00000001444834,1.4448340301953522e-08,True,5,0.0012350599863566458,solved,1.1294114218203258e-09
G?B@fo,8,9,5,5.000000003489802,3.4898022249763017e-09,True,5,0.0018831539782695472,solved,3.3826920798032336e-10
G?B@fw,8,10,5,4.999999956172957,-4.38270433278376e-08,True,5,0.001479186990763992,solved,2.8185127960723555e-10
G?B@f{,8,11,5,4.999999998566062,-1.4339383014316809e-09,True,5,0.0013396359863691032,solved,5.221271929581353e-10
G?B@hw,8,9,5,4.999999993466208,-6.5337921739683225e-09,True,5,0.0015060190053191036,solved,4.283240429003854e-13
G?B@lW,8,9,5,5.000000025444253,2.5444252926831723e-08,True,5,0.0012384250003378838,solved,1.1084590610700972e-09
G?B@l[,8,10,5,5.000000000142569,1.425686235734247e-10,True,5,0.0010649719915818423,solved,6.514623098111401e-10
G?B@lw,8,10,5,5.000000001632663,1.6326628937690657e-09,True,5,0.0012134599965065718,solved,8.430372674317859e-11
G?B@mW,8,9,5,5.000000000825936,8.259357642259602e-10,True,5,0.0014845490222796798,solved,6.269465402858592e-10
G?B@m[,8,10,5,4.999999949335123,-5.066487673843767e-08,True,5,0.001313877000939101,solved,5.6815663285192386e-12
G?B@nO,8,9,5,4.999999995307387,-4.692613408963098e-09,False,5,0.0018420300038997084,solved,1.501839968008801e-11
G?B@nW,8,10,5,5.00000001814672,1.8146719682476942e-08,True,5,0.0020071880135219544,solved,1.0695584465891661e-09
G?B@n[,8,11,5,5.0000000027150815,2.71508149296551e-09,True,5,0.001972370984731242,solved,1.9028444049462313e-10
G?B@no,8,10,5,5.000000004721007,4.721006696684071e-09,False,5,0.002772296982584521,solved,2.6227917083426947e-10
G?B@nw,8,11,5,4.999999971906885,-2.809311538953807e-08,True,5,0.0019304039888083935,solved,2.8133309558865476e-11
G?B@n{,8,12,5,5.000000002345574,2.345574401374506e-09,True,5,0.0019230010220780969,solved,2.0596255561144112e-10
G?B@pw,8,9,5,5.000000041015384,4.101538397804916e-08,True,5,0.0021241809881757945,solved,2.3148969647181092e-09
G?B@p{,8,10,5,5.000000001434437,1.4344365695251327e-09,True,5,0.0021624889923259616,solved,3.622937769167028e-10
G?B@tK,8,9,5,4.999999994848117,-5.151883364362675e-09,True,5,0.0019329289789311588,solved,2.0649494797116036e-10
G?B@t_,8,8,5,5.000000010739322,1.0739322320318934e-08,True,5,0.0019671669870149344,solved,1.1841074286006512e-09
G?B@tc,8,9,5,5.000000048529323,4.8529322782542295e-08,True,5,0.0018740420055110008,solved,3.205073511867594e-09
G?B@tg,8,9,5,5.000000017145458,1.7145458386380596e-08,True,5,0.0019485119846649468,solved,1.5954086269939076e-09
G?B@tk,8,10,5,4.999999982706086,-1.7293913856519794e-08,True,5,0.0020540020195767283,solved,1.1781686737322161e-12
G?B@to,8,9,5,5.000000026038658,2.6038658340610255e-08,True,5,0.001819617988076061,solved,2.0660183544911823e-09
G?B@ts,8,10,5,4.999999988974678,-1.1025321988711312e-08,True,5,0.0017832790035754442,solved,8.83785228105141e-11
G?B@tw,8,10,5,5.0000000242211335,2.4221133543278484e-08,True,5,0.0017978179967030883,solved,1.9207698869217238e-09
G?B@t{,8,11,5,5.000000065245233,6.524523321616016e-08,True,5,0.0017851319862529635,solved,3.9872348230706785e-09
G?B@uK,8,9,5,5.000000012910564,1.291056417329628e-08,True,5,0.0022134169994387776,solved,8.118124285696521e-10
G?B@v?,8,8,5,5.000000002244013,2.244012975438636e-09,True,5,0.0021016839891672134,solved,7.9239452829953e-10
G?B@vC,8,9,5,5.000000006712547,6.71254696271717e-09,True,5,0.0023036279890220612,solved,5.017498921556401e-10
G?B@vG,8,9,5,4.999999982546381,-1.7453618994522913e-08,True,5,0.0020649509970098734,solved,9.584234911531304e-10
G?B@vK,8,10,5,4.999999986346968,-1.3653031594174081e-08,True,5,0.00218184498953633,solved,1.155520124029863e-12
G?B@v_,8,9,5,5.000000000667291,6.672911112559632e-10,True,5,0.0023035920166876167,solved,2.790640922237638e-10
G?B@vc,8,10,5,5.000000012427764,1.2427763707023587e-08,True,5,0.002278565982123837,solved,9.62331305412657e-10
G?B@vg,8,10,5,5.000000037318719,3.731871878187576e-08,True,5,0.0022238589881453663,solved,3.270057623694467e-09
G?B@vk,8,11,5,5.000000006098953,6.098953342359437e-09,True,5,0.0023496790090575814,solved,1.1735122633110553e-09
G?B@vo,8,10,5,4.999999984738456,-1.526154402853308e-08,True,5,0.0023848680139053613,solved,5.658806756514423e-13
G?B@vs,8,11,5,5.000000016472629,1.6472628594499383e-08,True,5,0.0021966829954180866,solved,1.5823594455739186e-09
G?B@vw,8,11,5,5.000000002409281,2.409280774884337e-09,True,5,0.0025080360064748675,solved,1.8791085868419246e-10
G?B@v{,8,12,5,5.00000002701799,2.7017989623345784e-08,True,5,0.0018369700119365007,solved,2.387216194737837e-09
G?B@x{,8,11,5,4.9999999944669575,-5.5330424686417246e-09,True,5,0.002313823002623394,solved,5.838662886503698e-13
G?B@|k,8,11,5,5.000000006628259,6.628258830687628e-09,True,5,0.001901599986013025,solved,3.295107173154356e-10
G?B@|o,8,10,5,5.000000019886265,1.98862650790943e-08,False,5,0.0017470729944761842,solved,1.0692430440235699e-09
G?B@|s,8,11,5,5.000000003007481,3.007481375050247e-09,True,5,0.0018451299984008074,solved,5.350144843408557e-10
G?B@|w,8,11,5,5.000000003410611,3.4106113488974188e-09,True,5,0.0018291170126758516,solved,1.77099043995524e-10
G?B@|{,8,12,5,5.000000009409852,9.409851564612381e-09,True,5,0.0017526489973533899,solved,8.880767498109438e-10
G?B@~K,8,11,5,4.999999992620842,-7.3791577293036426e-09,True,5,0.0023342040076386184,solved,7.769340726326845e-13
G?B@~_,8,10,5,4.9999999886013775,-1.1398622490332855e-08,False,5,0.0022947599936742336,solved,8.067990719951013e-13
G?B@~c,8,11,5,4.999999998675111,-1.3248886432393192e-09,True,5,0.002382561011472717,solved,5.421831788768461e-11
G?B@~g,8,11,5,4.999999999304654,-6.95346002999031e-10,True,5,0.002396453986875713,solved,3.215457308982203e-10
G?B@~k,8,12,5,5.000000016250858,1.625085843670604e-08,True,5,0.0023959469981491566,solved,1.100048311677765e-09
G?B@~o,8,11,5,5.000000008934767,8.934766704271624e-09,False,5,0.0024827930028550327,solved,5.591976598725952e-10
G?B@~s,8,12,5,5.000000022239183,2.2239182939642888e-08,True,5,0.0019043479987885803,solved,3.1469445067695614e-09
G?B@~w,8,12,5,5.000000032753882,3.27538822730844e-08,True,5,0.0018610669940244406,solved,2.60939927144715e-09
G?B@~{,8,13,5,4.999999990629226,-9.370774378680835e-09,True,5,0.0013967580161988735,solved,1.1604599448548162e-08
G?BD?{,8,8,5,4.999999989922155,-1.0077845224998327e-08,True,5,0.0020333910069894046,solved,5.637371358753227e-10
G?BD@w,8,8,5,4.99999999133806,-8.661939610021818e-09,False,5,0.0019356329867150635,solved,2.2619716362427125e-10
G?BDAo,8,7,5,5.000000003575689,3.5756890781613038e-09,True,5,0.00209567800629884,solved,6.22084630018116e-10
G?BDAw,8,8,5,4.999999998473941,-1.5260592789445582e-09,True,5,0.001960679015610367,solved,3.119888198417439e-10
G?BDA{,8,9,5,5.000000019003319,1.900331891846463e-08,True,5,0.0017175539978779852,solved,1.7518776842295473e-09
G?BDBo,8,8,5,5.0000000094089065,9.40890654277382e-09,True,5,0.001740929001243785,solved,1.884507964955134e-09
G?BDBw,8,9,5,4.999999950751854,-4.924814600570926e-08,False,5,0.0016748419729992747,solved,9.608860816646148e-10
G?BDB{,8,10,5,5.000000012957322,1.2957322326201393e-08,True,5,0.0017462460091337562,solved,1.893949046049764e-09
G?BDCw,8,8,5,4.999999993167516,-6.8324839119782155e-09,True,5,0.0019587139831855893,solved,6.387040336650502e-10
G?BDC{,8,9,5,4.999999999851603,-1.4839685036349692e-10,True,5,0.0018746159912552685,solved,1.15813874165151e-10
G?BDDw,8,9,5,5.00000000933119,9.33119004287164e-09,True,5,0.0017514500068500638,solved,1.2657027701878982e-09
G?BDEo,8,8,5,5.0000000334337615,3.3433761537082773e-08,True,5,0.0017207869968842715,solved,3.6651895235144416e-09
G?BDEw,8,9,5,4.999999917710899,-8.228910086671704e-08,True,5,0.0017378080228809267,solved,1.4911354776733591e-09
G?BDE{,8,10,5,4.9999999709039775,-2.909602248024612e-08,True,5,0.0017323860083706677,solved,5.257570758972241e-10
G?BDFo,8,9,5,5.00000000966455,9.664550049137688e-09,True,5,0.0017543309950269759,solved,1.3401974832681901e-09
G?BDFw,8,10,5,4.999999998891584,-1.1084155815410668e-09,True,5,0.001925741002196446,solved,9.368043833840728e-11
G?BDF{,8,11,5,5.000000013102024,1.3102024354338937e-08,True,5,0.0016858729941304773,solved,1.234644418694896e-09
G?BDG{,8,9,5,5.000000007603566,7.603565777003496e-09,True,5,0.0018842240097001195,solved,3.836889231618151e-10
G?BDHw,8,9,5,5.000000009101297,9.101296605251719e-09,True,5,0.002009888004977256,solved,5.046771746566678e-10
G?BDI{,8,10,5,4.999999992023191,-7.976809435206178e-09,True,5,0.0018742510001175106,solved,6.079581282847357e-13
G?BDJo,8,9,5,4.999999998580961,-1.4190391084412113e-09,False,5,0.0020439879735931754,solved,3.190533110197567e-10
G?BDJw,8,10,5,4.999999986642225,-1.3357775330291588e-08,True,5,0.0019236139778513461,solved,7.248718773475131e-11
