graph6,n,edges,alpha,theta,delta,perfect,chi_comp,solve_time,status,pr
G?aNbs,8,12,4,3.9999999980990273,-1.9009727125762765e-09,True,4,0.002404061990091577,solved,9.568891067765536e-11
G?aNbw,8,12,4,3.999999981357022,-1.864297782816493e-08,False,4,0.0030856220109853894,solved,9.614460220133554e-10
G?aNb{,8,13,4,4.0000000246179415,2.461794146313423e-08,True,4,0.0028339010023046285,solved,8.549424504581966e-09
G?aNe[,8,12,4,3.9999999839806533,-1.6019346738005424e-08,True,4,0.0022204660053830594,solved,2.366218332383596e-12
G?aNfS,8,12,4,4.000000027564118,2.7564118099121515e-08,True,4,0.0022693270002491772,solved,3.3308631017214914e-09
G?aNfW,8,12,4,3.999999990632086,-9.36791400008019e-09,True,4,0.0025009079836308956,solved,1.112765470819141e-11
G?aNf[,8,13,4,3.999999999301043,-6.989568923643219e-10,True,4,0.0022647260047961026,solved,1.1373394616666637e-10
G?aNfc,8,12,4,3.9999999932670156,-6.732984392243679e-09,True,4,0.0021722989913541824,solved,1.1959246997840202e-09
G?aNfo,8,12,4,3.999999996047608,-3.952392191308718e-09,True,4,0.0023533200146630406,solved,2.9265478929119126e-13
G?aNfs,8,13,4,3.9999999889239537,-1.1076046302349596e-08,True,4,0.002500944014173001,solved,8.552047958687581e-13
G?aNfw,8,13,4,4.000000005436498,5.436498362598741e-09,True,4,0.0025930299889296293,solved,4.160509132924377e-10
G?aNf{,8,14,4,3.9999999991666915,-8.333085332878909e-10,True,4,0.0018495300028007478,solved,1.2130141694151202e-11
G?aNvW,8,13,4,4.000000007836491,7.836490567569854e-09,True,4,0.002613033982925117,solved,5.125222119783365e-10
G?aNv[,8,14,4,3.9999999854352204,-1.4564779604597788e-08,True,4,0.0021544840128626674,solved,8.129052986305396e-13
G?aNvg,8,13,4,3.9999999985675325,-1.4324674779686575e-09,False,4,0.0017809589917305857,solved,5.5793480130019294e-11
G?aNvk,8,14,4,3.999999934212916,-6.57870837805774e-08,True,4,0.0016356720007024705,solved,4.709344025854989e-12
G?aNvo,8,13,4,4.000000012799218,1.2799217685710573e-08,True,4,0.0019347970082890242,solved,8.983271560011753e-10
G?aNvs,8,14,4,4.000000000607092,6.070921543255281e-10,True,4,0.0018105060153175145,solved,5.4085398588028206e-11
G?aNvw,8,14,4,4.000000023820802,2.3820802219631787e-08,True,4,0.0013091580185573548,solved,2.3142048995900795e-09
G?aNv{,8,15,4,4.000000013587453,1.3587452940555522e-08,True,4,0.001465401001041755,solved,7.532994335152792e-09
G?aN~w,8,15,4,4.000000002410847,2.4108466334382683e-09,True,4,0.0014574319939129055,solved,1.48982492774363e-10
G?aN~{,8,16,4,4.000000003850089,3.850089136392398e-09,True,4,0.0010912559810094535,solved,2.5731532972620635e-10
G?b@aS,8,8,4,4.236067976928837,0.23606797692883674,False,5,0.0025881249748636037,solved,1.5164856960066084e-11
G?b@bC,8,8,4,3.9999999998609415,-1.390585424587698e-10,True,4,0.0015535629936493933,solved,1.713500154073656e-09
G?b@bO,8,8,4,3.9999999979456438,-2.05435624067718e-09,False,4,0.0020885269914288074,solved,5.6987354275847156e-11
G?b@bS,8,9,4,4.000000001423597,1.4235972400911123e-09,False,4,0.002082705992506817,solved,8.975480099458626e-11
G?b@b_,8,8,4,3.9999999983347916,-1.6652084156021374e-09,True,4,0.001689397991867736,solved,9.103828801926284e-15
G?b@bc,8,9,4,4.000000015577092,1.5577091616592043e-08,True,4,0.0016337480046786368,solved,9.489637729641244e-10
G?b@bo,8,9,4,3.999999993485225,-6.514774941734913e-09,False,4,0.002165092999348417,solved,1.0206077980642228e-09
G?b@bs,8,10,4,4.000000008250094,8.25009394134213e-09,False,4,0.0022542170190718025,solved,6.00730119583624e-10
G?b@cK,8,8,5,4.9999999795227055,-2.0477294526699552e-08,True,5,0.001296170987188816,solved,8.615330671091215e-13
G?b@cS,8,8,4,4.000000012210091,1.221009071628032e-08,True,4,0.0016358639986719936,solved,1.081096409422609e-09
G?b@dC,8,8,4,3.9999999923380845,-7.661915546464115e-09,True,4,0.0015525030030403286,solved,9.933098643022838e-10
G?b@dG,8,8,4,3.9999999867282097,-1.3271790333391209e-08,True,4,0.001875624991953373,solved,7.715597478531369e-10
G?b@dK,8,9,4,4.000000005628534,5.628534083257364e-09,True,4,0.001532986992970109,solved,2.304217224336915e-09
G?b@dS,8,9,4,4.000000002904177,2.9041773430549256e-09,True,4,0.0013771709927823395,solved,1.0064390164508605e-09
G?b@d_,8,8,4,4.000000006927547,6.927547424595559e-09,True,4,0.0019854790007229894,solved,2.23581276310995e-09
G?b@dc,8,9,4,3.9999999887281055,-1.1271894528874782e-08,True,4,0.0015362419944722205,solved,1.6798167562559443e-09
G?b@dg,8,9,4,4.0000000280304775,2.803047749466714e-08,True,4,0.0018557670118752867,solved,6.37668278858836e-09
G?b@dk,8,10,4,3.9999999817935277,-1.8206472329751477e-08,True,4,0.0018232300062663853,solved,1.0304692113709881e-08
G?b@do,8,9,4,4.000000009286533,9.286533320107537e-09,True,4,0.00160839399904944,solved,5.988931615594523e-10
G?b@ds,8,10,4,4.0000000010143575,1.0143574868948235e-09,True,4,0.0014452570176217705,solved,2.012245942185172e-10
G?b@eC,8,8,5,4.999999997303248,-2.6967521549181583e-09,True,5,0.0012579269823618233,solved,1.1573635709431993e-09
G?b@eK,8,9,4,4.000000006515159,6.5151590789014335e-09,True,4,0.0021007419854868203,solved,4.092300498522735e-10
G?b@eS,8,9,4,3.9999999879433394,-1.2056660558812382e-08,True,4,0.0017632509989198297,solved,3.159819977339499e-11
G?b@e[,8,10,4,4.000000020941454,2.094145390429958e-08,True,4,0.0015023000014480203,solved,6.623810969253942e-09
G?b@f?,8,8,4,4.000000029991851,2.999185078067512e-08,True,4,0.0018910619837697595,solved,1.2575311894764976e-08
G?b@fC,8,9,4,4.00000000417876,4.17875956060243e-09,True,4,0.0017036949866451323,solved,3.976267403276972e-09
G?b@fG,8,9,4,4.000000000399874,3.99873911760551e-10,True,4,0.0017187189951073378,solved,9.661577168562961e-11
G?b@fK,8,10,4,3.9999999994357323,-5.642677436412669e-10,True,4,0.0017344380030408502,solved,3.4369474206236115e-11
G?b@fO,8,9,4,3.9999999846674186,-1.5332581426719116e-08,True,4,0.001698397973086685,solved,3.5865150181146667e-09
G?b@fS,8,10,4,4.000000003176932,3.176931606674316e-09,True,4,0.002267169998958707,solved,6.983225844430952e-10
G?b@fW,8,10,4,3.999999997636395,-2.3636048673836285e-09,True,4,0.002468947001034394,solved,1.0325074129013956e-13
G?b@f[,8,11,4,4.000000006458208,6.458208190451842e-09,True,4,0.002533075021347031,solved,8.030912133907286e-10
G?b@f_,8,9,4,3.999999999837253,-1.6274714909059185e-10,True,4,0.0033531349909026176,solved,8.881784197001252e-16
G?b@fc,8,10,4,3.999999997557045,-2.4429551714888476e-09,True,4,0.0029287150246091187,solved,3.172156895280814e-09
G?b@fg,8,10,4,4.000000028644626,2.8644626226537184e-08,True,4,0.002804021001793444,solved,2.207341154620063e-09
G?b@fk,8,11,4,4.000000018915943,1.891594259006979e-08,True,4,0.0027791930187959224,solved,1.1656555782455837e-09
G?b@fo,8,10,4,3.9999999994110667,-5.88933346534759e-10,True,4,0.002838746993802488,solved,1.5296162716467124e-09
G?b@fs,8,11,4,4.000000005297634,5.297634331213885e-09,True,4,0.003053584980079904,solved,1.6232549331914748e-09
G?b@fw,8,11,4,4.000000013092038,1.3092037676187829e-08,True,4,0.0022575540060643107,solved,7.699204104690364e-10
G?b@f{,8,12,4,3.9999999936663624,-6.3336376143752204e-09,True,4,0.0020336809975560755,solved,2.1767715068962848e-10
G?bATo,8,9,4,4.236067980276648,0.23606798027664766,False,5,0.003910558996722102,solved,8.249381886215516e-10
G?bAV_,8,9,4,4.236067981818445,0.23606798181844457,False,5,0.0022419070010073483,solved,4.335157587883184e-09
G?bAVg,8,10,4,4.236067978967515,0.2360679789675153,False,5,0.0017666860076133162,solved,9.48381047913593e-10
G?bAVo,8,10,4,4.236067971842593,0.23606797184259332,False,5,0.003077147004660219,solved,6.083021670177495e-11
G?bAVw,8,11,4,4.236067989232889,0.23606798923288874,False,5,0.001963332004379481,solved,1.6048828672711017e-08
G?bAV{,8,12,4,4.236067976490605,0.23606797649060507,False,5,0.001182866981253028,solved,1.7080049123845478e-11
G?bB@o,8,8,4,4.00000001211092,1.2110920266650282e-08,False,4,0.0033493420050945133,solved,1.720868488891167e-09
G?bBBg,8,9,4,4.000000008390368,8.390368400057469e-09,True,4,0.0030636509764008224,solved,5.40164242064419e-10
G?bBBo,8,9,4,3.9999999931355887,-6.864411261631176e-09,False,4,0.003552971000317484,solved,5.139533833545423e-10
G?bBBw,8,10,4,4.000000006241301,6.241300809506356e-09,True,4,0.0027342310058884323,solved,6.373621415720112e-09
G?bBCc,8,8,4,4.000000007879704,7.879704000401944e-09,False,4,0.0027348459989298135,solved,2.2146032549349608e-09
G?bBCw,8,9,4,3.9999999288072243,-7.119277567468885e-08,True,4,0.002813343016896397,solved,4.239943251393824e-09
G?bBD_,8,8,4,4.000000001802532,1.8025323456072329e-09,True,4,0.0029956530197523534,solved,1.5715546030731977e-09
G?bBDc,8,9,4,4.000000012588342,1.2588341924413271e-08,False,4,0.002721791999647394,solved,2.4013417768827123e-09
G?bBDg,8,9,4,4.000000027576081,2.7576080974256456e-08,False,4,0.003724366019014269,solved,3.0285366685781355e-09
G?bBDo,8,9,4,4.000000041928722,4.192872182784413e-08,True,4,0.0018117559957318008,solved,2.8415321640587092e-09
G?bBDs,8,10,4,4.000000000207377,2.0737722650210344e-10,False,4,0.0015707660058978945,solved,1.3433166679068818e-10
G?bBDw,8,10,4,3.9999999992460378,-7.539622259855605e-10,False,4,0.002753343986114487,solved,1.4044254612637122e-11
G?bBE_,8,8,4,3.9999999938886934,-6.111306571909836e-09,True,4,0.0017686060164123774,solved,1.0965471365457726e-10
G?bBEc,8,9,4,4.000000026245338,2.6245338347052893e-08,True,4,0.001938594999955967,solved,5.4346888586604665e-09
G?bBEg,8,9,4,4.000000006710261,6.7102607914648615e-09,True,4,0.001909104990772903,solved,3.865515882103812e-10
G?bBEk,8,10,4,4.000000015581122,1.5581122170260642e-08,True,4,0.0015631759888492525,solved,1.2944487654077676e-09
G?bBEo,8,9,4,4.000000006504684,6.50468390261949e-09,True,4,0.0020418770145624876,solved,3.9811534473086393e-10
G?bBEs,8,10,4,4.00000001977727,1.977726959978554e-08,True,4,0.002222901995992288,solved,3.876517230916921e-09
G?bBEw,8,10,4,3.999999993912489,-6.08751093977844e-09,True,4,0.0017567620088811964,solved,2.794431352981519e-13
G?bBF_,8,9,4,4.000000021892802,2.1892802237744036e-08,True,4,0.0019280540000181645,solved,3.44098346375117e-09
G?bBFc,8,10,4,3.999999968215475,-3.1784524789912894e-08,True,4,0.00220739800715819,solved,2.4441391516600724e-09
G?bBFg,8,10,4,4.000000015776764,1.5776763895303247e-08,True,4,0.002238404005765915,solved,1.4480616555299228e-09
G?bBFk,8,11,4,4.000000006305045,6.305045374688234e-09,True,4,0.002074591990094632,solved,1.4414709993138637e-09
G?bBFo,8,10,4,3.999999987796337,-1.220366296905695e-08,True,4,0.002257001993712038,solved,3.5542743043845537e-09
G?bBFs,8,11,4,4.000000010082997,1.0082996659832588e-08,True,4,0.0022121299989521503,solved,6.655913927110694e-10
G?bBFw,8,11,4,4.000000008039426,8.039426013795037e-09,True,4,0.002777043991954997,solved,6.268347730573913e-09
G?bBF{,8,12,4,3.9999999987266888,-1.2733112342289132e-09,True,4,0.0013512859877664596,solved,1.457118179340162e-11
G?bBQs,8,10,4,4.0000000013795,1.3795000697314208e-09,False,4,0.0029156850068829954,solved,8.41016671547327e-11
G?bBRo,8,10,4,4.000000006137779,6.137779173798208e-09,False,4,0.003782001993386075,solved,2.609173595960143e-10
G?bBRs,8,11,4,4.0000000037608014,3.7608014480383645e-09,False,4,0.0035170439805369824,solved,2.081220612335217e-10
G?bBTg,8,10,4,3.9999999865339713,-1.3466028736530689e-08,False,4,0.004776590998517349,solved,5.883071807488705e-13
G?bBTk,8,11,4,4.000000008757118,8.757117697655303e-09,False,4,0.004164651996688917,solved,2.992108098336405e-09
G?bBTo,8,10,4,4.000000009827178,9.82717818232004e-09,False,4,0.0035331920080352575,solved,5.882533046682418e-10
G?bBTs,8,11,4,4.000000007857102,7.857101635977415e-09,False,4,0.003240207995986566,solved,5.173812705968693e-10
G?bBUg,8,10,4,4.000000004380477,4.380477314214204e-09,False,4,0.003263532998971641,solved,2.601908577363604e-10
G?bBUk,8,11,4,3.999999984547024,-1.5452975787866308e-08,False,4,0.0033167169895023108,solved,1.730393606180769e-12
G?bBUo,8,10,4,4.0000000042699115,4.269911535459414e-09,False,4,0.003255963994888589,solved,2.528054056350822e-10
G?bBUs,8,11,4,3.999999996642238,-3.3577620683900022e-09,False,4,0.0045744550006929785,solved,3.1521215426268437e-10
G?bBUw,8,11,4,3.999999985244444,-1.4755555888257277e-08,False,4,0.002982264995807782,solved,8.651314939680121e-10
G?bBU{,8,12,4,3.9999999961891004,-3.81089959589076e-09,False,4,0.00384533399483189,solved,5.308049980504027e-10
G?bBV_,8,10,4,4.000000006549839,6.549838893477045e-09,False,4,0.004553718987153843,solved,3.362257385095302e-10
G?bBVc,8,11,4,4.000000001806448,1.8064483242596907e-09,False,4,0.0033058619883377105,solved,1.7360570191120557e-10
G?bBVg,8,11,4,4.0000000028220235,2.822023503767923e-09,False,4,0.004779505979968235,solved,2.2005707308628375e-10
G?bBVk,8,12,4,3.999999991849033,-8.150967012454657e-09,False,4,0.004289789998438209,solved,5.4203352438048926e-11
G?bBVo,8,11,4,4.00000002038981,2.038980984053751e-08,False,4,0.0038954179908614606,solved,2.612571064291642e-09
G?bBVs,8,12,4,3.9999999975997653,-2.4002346776796912e-09,False,4,0.0022189809824340045,solved,2.9852329328502573e-10
G?bBVw,8,12,4,4.000000000592169,5.921689805177266e-10,False,4,0.002408411994110793,solved,3.7517433450132035e-10
G?bBV{,8,13,4,3.9999999943169167,-5.683083337260086e-09,False,4,0.0017424399848096073,solved,4.701943693681713e-11
G?bB`W,8,9,4,4.000000014354793,1.4354792909898606e-08,False,4,0.002013493998674676,solved,1.2874690508656964e-09
G?bB`[,8,10,4,3.999999997608768,-2.3912321012176108e-09,True,4,0.0023752579872962087,solved,1.6163663100669633e-09
G?bB`o,8,9,4,4.000000006242351,6.2423506363984416e-09,False,4,0.0018539649900048971,solved,1.542492205198235e-09
G?bB`s,8,10,4,4.000000054181696,5.418169557458441e-08,True,4,0.0016866569931153208,solved,7.513326089764979e-09
G?bB`w,8,10,4,4.000000023966841,2.396684095629098e-08,False,4,0.0019328490016050637,solved,8.748775808856475e-09
G?bB`{,8,11,4,4.000000004629479,4.629479022355554e-09,True,4,0.0016558250063098967,solved,3.1128273222382597e-09
G?bBa[,8,10,4,4.0000000016358594,1.6358594479015665e-09,True,4,0.0022690249898005277,solved,8.620543607044114e-11
G?bBbK,8,10,4,4.000000002270639,2.2706387881044066e-09,True,4,0.0015453070227522403,solved,1.8284406733257917e-10
G?bBbS,8,10,4,3.9999999944066102,-5.5933897513682496e-09,False,4,0.002075751981465146,solved,1.170511182989817e-10
G?bBbW,8,10,4,3.999999995753996,-4.246003992847136e-09,True,4,0.001997775980271399,solved,3.183134270781849e-09
G?bBb[,8,11,4,3.9999999783466915,-2.1653308479585576e-08,True,4,0.0015642139769624919,solved,1.0625594555128532e-08
G?bBbc,8,10,4,4.0000000090248875,9.024887503983337e-09,True,4,0.0017160949937533587,solved,1.3915205993038328e-09
G?bBbg,8,10,4,4.000000002479076,2.4790756114612122e-09,True,4,0.0016958139894995838,solved,1.716961352746409e-10
G?bBbk,8,11,4,3.9999999977297604,-2.2702395519047514e-09,True,4,0.001626812998438254,solved,3.001709252822191e-10
G?bBbo,8,10,4,4.000000033841982,3.3841981661453246e-08,False,4,0.002401988982455805,solved,4.743129722109098e-09
G?bBbs,8,11,4,4.000000005035446,5.035445838075248e-09,False,4,0.0022465100046247244,solved,3.527933977793986e-10
G?bBbw,8,11,4,3.9999999772194808,-2.2780519248755127e-08,True,4,0.0015540999884251505,solved,7.361893153702146e-10
G?bBb{,8,12,4,4.0000000000789555,7.895550879766233e-11,True,4,0.002148256986401975,solved,6.77285053620424e-12
G?bBc[,8,10,4,4.000000000748816,7.48816120221818e-10,True,4,0.0020982539863325655,solved,4.027996356184381e-10
G?bBdG,8,9,4,4.000000005977638,5.977637940191016e-09,False,4,0.002088836976327002,solved,3.28090249099065e-10
G?bBdS,8,10,4,4.000000005639614,5.639614109043123e-09,False,4,0.0018294529872946441,solved,4.804165154781063e-09
G?bBdW,8,10,4,4.000000001682117,1.6821166681779687e-09,False,4,0.0017667690117377788,solved,1.7827664597979849e-10
G?bBd[,8,11,4,3.999999997194213,-2.805787158166595e-09,True,4,0.0018680740031413734,solved,3.9879891608725595e-12
G?bBdg,8,10,4,4.00000001205999,1.2059990339707838e-08,False,4,0.0020081090042367578,solved,1.802572736677029e-09
G?bBdk,8,11,4,4.0000000201636485,2.0163648528637168e-08,True,4,0.0017569210031069815,solved,1.7025068267151172e-09
G?bBdo,8,10,4,3.999999998217816,-1.782184178011903e-09,True,4,0.001869163999799639,solved,2.6994751518946406e-09
G?bBds,8,11,4,4.00000000466161,4.6616097648666255e-09,False,4,0.0020550960034597665,solved,3.145229935766169e-10
G?bBdw,8,11,4,4.000000013157954,1.3157953837605874e-08,False,4,0.0016811320092529058,solved,2.8994062222516077e-09
G?bBd{,8,12,4,3.9999999940775925,-5.922407453340384e-09,True,4,0.00200358300935477,solved,3.3450245908553387e-09
G?bBeK,8,10,4,3.999999996501365,-3.4986351593602194e-09,True,4,0.002252917009172961,solved,8.758490938493546e-10
G?bBeS,8,10,4,3.9999999988542077,-1.1457923498880973e-09,True,4,0.002250655001262203,solved,6.902765046892007e-10
G?bBeW,8,10,4,4.000000000682163,6.821627707154221e-10,True,4,0.002065567998215556,solved,5.5445294179749485e-11
G?bBe[,8,11,4,4.000000002640755,2.6407551700913245e-09,True,4,0.0015995829890016466,solved,3.4716057032900464e-09
G?bBf?,8,9,4,4.000000007596267,7.5962667267504e-09,True,4,0.0017841790104284883,solved,3.916544162458961e-10
G?bBfC,8,10,4,3.9999999779257362,-2.207426375022692e-08,True,4,0.001701471017440781,solved,1.534528705506651e-09
G?bBfG,8,10,4,4.000000002143649,2.143648814012522e-09,True,4,0.001715413003694266,solved,1.9006858585352885e-10
G?bBfK,8,11,4,4.000000000929086,9.290861413546736e-10,True,4,0.001889000996015966,solved,1.111890831287368e-10
G?bBfO,8,10,4,4.000000001884,1.883999622975807e-09,True,4,0.002029130992013961,solved,1.6320518885928164e-09
G?bBfS,8,11,4,4.0000000215822205,2.1582220455229617e-08,True,4,0.0017221299931406975,solved,9.483293903774216e-09
G?bBfW,8,11,4,4.000000000110013,1.1001333177773631e-10,True,4,0.0016967880073934793,solved,1.444157185643944e-09
G?bBf[,8,12,4,4.000000002802022,2.8020217257562763e-09,True,4,0.0016102330118883401,solved,5.206359989576684e-10
G?bBf_,8,10,4,4.000000041346519,4.134651909737386e-08,True,4,0.002286039001774043,solved,1.1931375959744035e-08
G?bBfc,8,11,4,4.000000008985908,8.985908017677957e-09,True,4,0.0021193799911998212,solved,2.9398678623572535e-09
G?bBfg,8,11,4,4.000000005696819,5.696819016520749e-09,True,4,0.0016855629801284522,solved,5.917621875589376e-10
G?bBfk,8,12,4,3.999999980954823,-1.9045176991028256e-08,True,4,0.0015881799918133765,solved,1.6399104296738187e-12
G?bBfo,8,11,4,4.000000003750478,3.75047815026619e-09,True,4,0.0021689970162697136,solved,2.517440873818351e-10
G?bBfs,8,12,4,4.000000000609264,6.092637505616949e-10,True,4,0.001568519015563652,solved,1.4753939825019015e-10
G?bBfw,8,12,4,3.999999999207552,-7.924478850895866e-10,True,4,0.0019901659979950637,solved,1.345091667492351e-10
G?bBf{,8,13,4,4.000000022763068,2.276306787507565e-08,True,4,0.0014999819977674633,solved,1.0126504545382152e-08
G?bBro,8,11,4,3.999999995274408,-4.725591917775773e-09,False,4,0.0021454789966810495,solved,4.574118861455645e-14
G?bBrs,8,12,4,4.000000004815411,4.815411180913998e-09,False,4,0.0021501239971257746,solved,3.0684043472845286e-10
G?bBuW,8,11,4,3.999999968554974,-3.144502613849909e-08,False,4,0.0019554999889805913,solved,1.919473774502509e-08
G?bBu[,8,12,4,4.000000023115514,2.3115513947402633e-08,False,4,0.003243829996790737,solved,7.977672259012268e-09
G?bBvO,8,11,4,4.0000000015257875,1.52578749634813e-09,False,4,0.0033784419938456267,solved,1.24092038391837e-10
G?bBvS,8,12,4,4.000000002484904,2.4849038382512845e-09,False,4,0.0033593809930607677,solved,1.6177134772764606e-10
G?bBvW,8,12,4,4.000000013241413,1.3241413299169835e-08,False,4,0.002506043005269021,solved,8.166529480443772e-10
G?bBv[,8,13,4,4.000000005635121,5.63512081441786e-09,False,4,0.002760524017503485,solved,3.1495602080482454e-09
G?bBvg,8,12,4,4.000000000376114,3.7611425085515293e-10,False,4,0.003101990994764492,solved,6.753365500805697e-11
G?bBvk,8,13,4,4.000000007248297,7.248297073658705e-09,False,4,0.0033004639844875783,solved,4.295779218125833e-09
G?bBvo,8,12,4,3.999999996747307,-3.2526927817855267e-09,False,4,0.0034057360026054084,solved,1.3400834050884712e-10
G?bBvs,8,13,4,4.000000051904401,5.190440077740277e-08,False,4,0.003663049021270126,solved,1.7146430030131084e-08
G?bBvw,8,13,4,3.9999999598635867,-4.0136413304026064e-08,False,4,0.0028340319986455142,solved,1.837717679118375e-08
G?bBv{,8,14,4,4.000000000236903,2.369029417081947e-10,False,4,0.0023797309841029346,solved,1.6209828411493755e-09
G?bDJo,8,10,4,4.000000006695958,6.695957566194011e-09,False,4,0.005386448989156634,solved,2.818879658502505e-10
G?bDKk,8,10,4,3.9999999673909903,-3.2609009714690274e-08,True,4,0.004243616014719009,solved,1.2572165530855273e-12
G?bDLg,8,10,4,4.000000003952942,3.952941973750512e-09,True,4,0.003643839998403564,solved,1.6835520239241178e-10
G?bDMk,8,11,4,4.000000019734771,1.973477115058131e-08,True,4,0.0027860260161105543,solved,1.2582301925186512e-09
G?bDMo,8,10,4,3.9999999763738496,-2.3626150369437937e-08,True,4,0.0030831870099063963,solved,1.3802912299295382e-08
G?bDMw,8,11,4,4.0000000102748805,1.0274880501981443e-08,True,4,0.003038433991605416,solved,4.113864335169535e-09
G?bDN_,8,10,4,3.9999999959428325,-4.057167490856273e-09,False,4,0.004008051007986069,solved,6.455553041785977e-10
G?bDNg,8,11,4,4.000000006723427,6.723427148358496e-09,True,4,0.0034571730066090822,solved,5.211559474015652e-10
G?bDNk,8,12,4,4.0000000021056135,2.105613461367284e-09,True,4,0.0028596269839908928,solved,3.61112592692983e-09
G?bDNo,8,11,4,4.0000000041414845,4.141484488684455e-09,False,4,0.004594073019688949,solved,2.1617184130535208e-10
G?bDNw,8,12,4,3.999999998016468,-1.983532005311872e-09,True,4,0.004159172007348388,solved,6.417089082333405e-14
G?bDN{,8,13,4,3.9999999993594466,-6.405533881093106e-10,True,4,0.003034582012332976,solved,4.3606263572809475e-11
G?bDjo,8,11,4,4.000000011824832,1.1824831780415934e-08,False,4,0.00355365700670518,solved,1.6729008172004136e-09
G?bDjs,8,12,4,3.9999999931690104,-6.83098955178707e-09,False,4,0.003596519003622234,solved,1.4238016395736506e-10
G?bDlk,8,12,4,4.000000029767674,2.976767365936439e-08,True,4,0.0031814149988349527,solved,7.498257790855536e-09
G?bDls,8,12,4,3.9999999992452295,-7.547704683474876e-10,True,4,0.0030361700046341866,solved,2.616469810741864e-09
G?bDm[,8,12,4,3.999999986163892,-1.3836107815023979e-08,True,4,0.0018132900004275143,solved,1.3324215155838549e-08
G?bDnK,8,12,4,4.0000000655919195,6.559191945143539e-08,True,4,0.0017684820049908012,solved,8.247112074225486e-09
G?bDnS,8,12,4,3.999999997679191,-2.3208088784087977e-09,True,4,0.0020563880098052323,solved,1.8232580958221413e-11
G?bDnW,8,12,4,3.9999999750153714,-2.4984628588242686e-08,True,4,0.0015821660053916276,solved,1.750281863383929e-09
G?bDn[,8,13,4,3.9999999968838127,-3.116187308194185e-09,True,4,0.0016138400242198259,solved,1.860057555726153e-10
G?bDnc,8,12,4,3.999999987771977,-1.2228023038574065e-08,True,4,0.0020852629968430847,solved,6.143670665824993e-10
G?bDng,8,12,4,3.999999984331747,-1.5668252917322434e-08,True,4,0.001857166993431747,solved,1.2153817308432624e-08
G?bDnk,8,13,4,4.0000000374252105,3.7425210486219385e-08,True,4,0.0017967750027310103,solved,3.989903767590321e-09
G?bDno,8,12,4,4.000000020071404,2.0071404094323952e-08,False,4,0.0018589500105008483,solved,4.075786365931128e-09
G?bDns,8,13,4,4.000000006664976,6.664976126558031e-09,True,4,0.0018622729985509068,solved,1.183149900699474e-09
G?bDnw,8,13,4,4.00000000258727,2.5872699538354027e-09,True,4,0.0019763079762924463,solved,1.444646847704531e-10
G?bDn{,8,14,4,4.000000002615998,2.6159980848206033e-09,True,4,0.001361750008072704,solved,1.6061199959999096e-10
G?bDrW,8,11,4,4.000000020287922,2.028792156494319e-08,False,4,0.0020143600122537464,solved,9.022675774269561e-09
G?bDr[,8,12,4,4.000000015892549,1.5892548610452195e-08,True,4,0.001835798000684008,solved,1.0228225722225812e-08
G?bDrg,8,11,4,4.000000001406746,1.4067458309341418e-09,False,4,0.0014799569908063859,solved,1.51347466074279e-10
G?bDrk,8,12,4,3.999999996179865,-3.820134875098802e-09,True,4,0.0014919259992893785,solved,1.164532787671438e-10
G?bDro,8,11,4,4.000000006861443,6.861442969352538e-09,False,4,0.0022280560224317014,solved,4.4844870340941456e-10
G?bDrs,8,12,4,3.9999999992807758,-7.192242357234591e-10,False,4,0.0023187090118881315,solved,8.589936977685851e-11
G?bDrw,8,12,4,3.9999999973294385,-2.670561549678041e-09,False,4,0.0019042290223296732,solved,8.890116504047975e-10
G?bDr{,8,13,4,4.000000000115178,1.1517808928829254e-10,True,4,0.0019225339929107577,solved,6.354179092986491e-10
G?bDt[,8,12,4,3.9999999967889623,-3.2110376579908007e-09,True,4,0.0017223049944732338,solved,1.0724754417879012e-13
G?bDts,8,12,4,3.999999998202819,-1.7971810706285396e-09,True,4,0.0014943680143915117,solved,8.05112362495227e-12
G?bDtw,8,12,4,3.9999999897140657,-1.028593432650382e-08,True,4,0.0016026629891712219,solved,8.152930884126488e-09
G?bDt{,8,13,4,3.999999996735726,-3.2642741842892065e-09,True,4,0.0017484239942859858,solved,4.971342503956007e-10
G?bDu[,8,12,4,4.000000020774321,2.0774320930172507e-08,True,4,0.0014617239939980209,solved,4.9389322362431265e-09
G?bDvK,8,12,4,3.9999999872302774,-1.2769722612659962e-08,True,4,0.0015401110285893083,solved,2.8963422553016477e-09
G?bDvS,8,12,4,4.000000001070652,1.0706520114922569e-09,True,4,0.0016947239928413182,solved,6.273667409604053e-10
G?bDvW,8,12,4,3.9999999861208955,-1.3879104532321662e-08,True,4,0.0014285609940998256,solved,1.5428202580514468e-09
G?bDv[,8,13,4,4.000000004943545,4.943545128810456e-09,True,4,0.001563102996442467,solved,5.334298074963119e-10
G?bDvg,8,12,4,3.9999999969436595,-3.056340514007161e-09,True,4,0.0016040019982028753,solved,1.0080144378501423e-09
G?bDvk,8,13,4,3.9999999612204244,-3.87795755507625e-08,True,4,0.001539033983135596,solved,6.19850320263167e-09
G?bDvo,8,12,4,3.999999996506764,-3.4932359227468623e-09,True,4,0.0016597229987382889,solved,2.1724724322170685e-09
G?bDvs,8,13,4,4.000000013095249,1.3095249329353464e-08,True,4,0.0018464269815012813,solved,5.074972987697027e-09
